name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
uhb 	100		4	1	62	71			208		24		85	65	45459	497859	uhb	uhb			hbt	hbt	hbt	xhb	uhb	0	16	2	2				flphbt	invhbt										0				boot		so210	12	so210			5	0					6		83	149	120			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255				8		xxx	xxx	0	0	1
ulc 	100		1	1	55	62			50		12		61	46	28842	270466	ulc	ulc			lbl	lbl	lbl	zlb	ulc	0	16	2	1				flplbl	invlbl										0				belt		so230	12	so230			5	0		6			4							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255				8		xxx	xxx	0	0	1
uvc 	100		1	1	56	63			50		14		68	51	32656	300879	uvc	uvc			vbl	vbl	vbl	zvb	uvc	0	16	2	1				flpvbl	invvbl										0				belt		so206	12	so206			5	0		6			4							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255				8		xxx	xxx	0	0	1
umc 	100		2	1	58	65			106		16		75	56	37134	345000	umc	umc			mbl	mbl	mbl	zmb	umc	0	16	2	1				flpmbl	invmbl										0				belt		so206	12	so206			5	0		6			4							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255				8		xxx	xxx	0	0	1
utc 	100		2	1	59	66			151		18		82	62	41183	411380	utc	utc			mbl	mbl	tbl	ztb	utc	0	16	2	1				flptbl	invtbl										0				belt		so206	12	so206			5	0		6			4							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255				8		xxx	xxx	0	0	1
uhc 	100		3	1	61	71			185		24		85	67	45051	493775	uhc	uhc			hbl	hbl	hbl	zhb	uhc	0	16	2	1				flphbl	invhbl										0				belt		so206	12	so206			5	0		6			4							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255				8		xxx	xxx	0	0	1
uh9 	100		2	1	100	157			106		40		84	63	87274	598161	uh9	uh9			bhm	bhm	bhm	xh9	uh9	0		2	2	1	3	1	flpbhm	invbhm	invbhmu	invbhmu								0				helm		so223	12	so223			5	0	2				3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			7	8		xxx	xxx	0	0	1
ush 	100		2	1	158	173			106	20	74		76	57	101842	586580	ush	ush			bsh	bsh	bsh	xsh	ush	0	7	2	3	1	3	2	flpbsh	invbsh	invbshu	invbshu								0				shie		so231	12	so231			5	0					1		24	38	100			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8		xxx	xxx	0	0	1
upk 	100		3	1	147	163			118	20	83		68	51	85443	413914	upk	upk			spk	spk	spk	xpk	upk	0	7	2	3	1	3	2	flpspk	invspk	invspku	invspku								0				shie		so231	12	so231			5	0					1		26	40	100			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8		xxx	xxx	0	0	1
dr6 	100		1	1	52	62			44		20		35	26	16300	82061	dr6	dr6			dr1	dr1	dr1	dr6	drb	0		2	2	1	3	1	flpdr1	invdr1										0				pelt		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			8	8		xxx	xxx	0	0	1
dr7 	100		1	1	46	68			50		20		40	30	18564	82062	dr7	dr7			dr4	dr4	dr2	dr7	drc	0		2	2	1	3	1	flpdr4	invdr2										0				pelt		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			8	8		xxx	xxx	0	0	1
dr8 	100		1	1	67	81			56		20		46	29	27768	82063	dr8	dr8			dr3	dr3	dr3	dr8	drd	0		2	2	1	3	1	flpdr3	invdr3										0				pelt		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8		xxx	xxx	0	0	1
dr9 	100		1	1	58	87			62		20		50	32	29518	82064	dr9	dr9			dr4	dr4	dr4	dr9	dre	0		2	2	1	3	1	flpdr4	invdr4										0				pelt		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8		xxx	xxx	0	0	1
dra 	100		1	1	73	98			65		20		55	41	38127	82065	dra	dra			dr1	dr1	dr5	dra	drf	0		2	2	1	3	1	flpdr1	invdr5										0				pelt		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8		xxx	xxx	0	0	1
ba6 	100		2	1	55	68			58		25		33	25	16603	82061	ba6	ba6			ba1	dr1	ba1	ba6	bab	0		2	2	1	3	1	flpba1	invba1										0				phlm		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			5			xxx	xxx	0	0	1
ba7 	100		2	1	63	75			73		35		38	29	21378	82062	ba7	ba7			ba1	bhm	ba2	ba7	bac	0		2	2	1	3	1	flpba1	invba2										0				phlm		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			5			xxx	xxx	0	0	1
ba8 	100		2	1	78	90			88		45		44	29	30063	82063	ba8	ba8			ba3	bhm	ba3	ba8	bad	0		2	2	1	3	1	flpba3	invba3										0				phlm		so223	12	so223			5	0					3							3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5			xxx	xxx	0	0	1
ba9 	100		2	1	85	98			103		50		49	32	36398	82064	ba9	ba9			ba5	bhm	ba4	ba9	bae	0		2	2	1	3	1	flpba5	invba4										0				phlm		so223	12	so223			5	0					3							3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5			xxx	xxx	0	0	1
baa 	100		2	1	93	120			118		55		54	40	46633	82065	baa	baa			ba5	bhm	ba5	baa	baf	0		2	2	1	3	1	flpba5	invba5										0				phlm		so223	12	so223			5	0					3							3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5			xxx	xxx	0	0	1
pa6 	100		2	1	101	125			44	10	20		35	26	32500	82065	pa6	pa6		304	pa1	spk	pa1	pa6	pab	0	7	2	2	1	4	2	flppa1	invpa1										0				ashd		so231	12	so231			5	0	1				1		12	16	100			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20						xxx	xxx	0	0	1
pa7 	100		2	1	113	137			59	15	30		40	30	40941	82066	pa7	pa7		304	pa1	spk	pa2	pa7	pac	0	7	2	2	1	4	2	flppa1	invpa2										0				ashd		so231	12	so231			5	0	2				1		15	20	100			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20						xxx	xxx	0	0	1
pa8 	100		2	1	129	153			69	20	40		46	34	52947	82067	pa8	pa8		304	pa3	spk	pa3	pa8	pad	0	7	2	4	1	4	2	flppa3	invpa3										0				ashd		so231	12	so231			5	0	3				1		18	24	100			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx	0	0	1
pa9 	100		2	1	144	168			89	22	50		51	38	64807	82068	pa9	pa9		304	pa3	spk	pa4	pa9	pae	0	7	2	4	1	4	2	flppa3	invpa4										0				ashd		so231	12	so231			5	0	4				1		20	28	100			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx	0	0	1
paa 	100		2	1	156	181			114	25	60		55	41	75374	82069	paa	paa		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5										0				ashd		so231	12	so231			5	0	5				1		24	32	100			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx	0	0	1
ne6 	100		1	1	38	48			38	3	20		33	24	11590	82069	ne6	ne6		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	2	2	flpne1	invne1										0				head		so222	12	so222			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			1			xxx	xxx	0	0	1
ne7 	100		1	1	41	52			41	5	20		39	29	14839	82070	ne7	ne7		305	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	2	2	flpne2	invne2										0				head		so222	12	so222			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			1			xxx	xxx	0	0	1
ne8 	100		1	1	44	55			47	8	20		45	33	18169	82071	ne8	ne8		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	2	2	flpne3	invne3										0				head		so222	12	so222			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1			xxx	xxx	0	0	1
ne9 	100		1	1	50	64			50	10	20		49	36	22750	82072	ne9	ne9		305	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	2	2	flpne3	invne4										0				head		so222	12	so222			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1			xxx	xxx	0	0	1
nea 	100		1	1	58	70			58	12	20		54	40	27993	82073	nea	nea		305	ne2	bhm	ne5	nea	nef	0	10	2	2	1	2	2	flpne2	invne5										0				head		so222	12	so222			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1			xxx	xxx	0	0	1
drb 	100		1	1	101	145			86		20		62	46	61755	413914	drb	drb			dr1	dr1	dr1	dr6	drb	0		2	2	1	3	1	flpdr1	invdr1										0				pelt		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8		xxx	xxx	0	0	1
drc 	100		1	1	98	147			95		20		69	51	68617	413915	drc	drc			dr4	dr4	dr2	dr7	drc	0		2	2	1	3	1	flpdr4	invdr2										0				pelt		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8		xxx	xxx	0	0	1
drd 	100		1	1	107	152			104		20		76	57	79730	413916	drd	drd			dr3	dr3	dr3	dr8	drd	0		2	2	1	3	1	flpdr3	invdr3										0				pelt		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8		xxx	xxx	0	0	1
dre 	100		1	1	103	155			113		20		83	62	86575	413917	dre	dre			dr4	dr4	dr4	dr9	dre	0		2	2	1	3	1	flpdr4	invdr4										0				pelt		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8		xxx	xxx	0	0	1
drf 	100		1	1	109	159			118		20		85	66	92143	413918	drf	drf			dr1	dr1	dr5	dra	drf	0		2	2	1	3	1	flpdr1	invdr5										0				pelt		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8		xxx	xxx	0	0	1
bab 	100		2	1	102	147			106		25		60	45	60650	413918	bab	bab			ba1	dr1	ba1	ba6	bab	0		2	2	1	3	1	flpba1	invba1										0				phlm		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5			xxx	xxx	0	0	1
bac 	100		2	1	105	150			129		35		66	49	68211	413919	bac	bac			ba1	bhm	ba2	ba7	bac	0		2	2	1	3	1	flpba1	invba2										0				phlm		so223	12	so223			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5			xxx	xxx	0	0	1
bad 	100		2	1	111	156			151		45		73	54	78881	413920	bad	bad			ba3	bhm	ba3	ba8	bad	0		2	2	1	3	1	flpba3	invba3										0				phlm		so223	12	so223			5	0					3							3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5			xxx	xxx	0	0	1
bae 	100		2	1	114	159			174		50		80	60	88278	413921	bae	bae			ba5	bhm	ba4	ba9	bae	0		2	2	1	3	1	flpba5	invba4										0				phlm		so223	12	so223			5	0					3							3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5			xxx	xxx	0	0	1
baf 	100		2	1	117	168			196		55		85	65	97844	413922	baf	baf			ba5	bhm	ba5	baa	baf	0		2	2	1	3	1	flpba5	invba5										0				phlm		so223	12	so223			5	0					3							3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5			xxx	xxx	0	0	1
pab 	100		2	1	126	158			86	30	45		63	47	72618	82065	pab	pab		304	pa1	spk	pa1	pa6	pab	0	7	2	2	1	4	2	flppa1	invpa1										0				ashd		so231	12	so231			5	0	1				1		22	70	100			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx	0	0	1
pac 	100		2	1	138	164			109	28	68		70	52	85659	82066	pac	pac		304	pa1	spk	pa2	pa7	pac	0	7	2	2	1	4	2	flppa1	invpa2										0				ashd		so231	12	so231			5	0	2				1		35	58	100			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx	0	0	1
pad 	100		2	1	154	172			124	25	55		74	55	97676	82067	pad	pad		304	pa3	spk	pa3	pa8	pad	0	7	2	4	1	4	2	flppa3	invpa3										0				ashd		so231	12	so231			5	0	3				1		10	82	100			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx	0	0	1
pae 	100		2	1	169	193			142	22	65		82	61	120042	82068	pae	pae		304	pa3	spk	pa4	pa9	pae	0	7	2	4	1	4	2	flppa3	invpa4										0				ashd		so231	12	so231			5	0	4				1		46	46	100			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx	0	0	1
paf 	100		2	1	182	225			148	19	90		85	66	139860	82069	paf	paf		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5										0				ashd		so231	12	so231			5	0	5				1		5	87	100			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx	0	0	1
neb 	100		1	1	95	139			77	3	20		59	44	56131	82069	neb	neb		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	2	2	flpne1	invne1										0				head		so222	12	so222			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1			xxx	xxx	0	0	1
neg 	100		1	1	96	141			82	5	20		67	50	64437	82070	neg	neg		305	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	2	2	flpne2	invne2										0				head		so222	12	so222			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1			xxx	xxx	0	0	1
ned 	100		1	1	98	142			91	8	20		66	49	64122	82071	ned	ned		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	2	2	flpne3	invne3										0				head		so222	12	so222			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1			xxx	xxx	0	0	1
nee 	100		1	1	100	146			95	10	20		81	60	80462	82072	nee	nee		305	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	2	2	flpne3	invne4										0				head		so222	12	so222			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1			xxx	xxx	0	0	1
nef 	100		1	1	103	148			106	12	20		85	65	86238	82073	nef	nef		305	ne2	bhm	ne5	nea	nef	0	10	2	2	1	2	2	flpne2	invne5										0				head		so222	12	so222			5	0					3							1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1			xxx	xxx	0	0	1
