Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
lv108	108	3	3			78	120	120	120	120	120	120	1500	1000		1					1	1			3	28	-1	-1	-1	-1	107								-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	255			1		2025	28	53	78	28	58	85	800	800	800		1	4	5	6	7	1		3	ms306	ms312	ms362																								ms306	ms312	ms362																							ms306	ms312	ms362																																				34	255	Chaos Sanctum	To Chaos Sanctum	A4L6	48	49							30	50							0
Expansion																																																																																																																																																																																								
lv109	109	4	4			79	40	40	40	40	40	40	1000	1000		1	1				1	1			2	29	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1						1			2025																																																																																																												36	30	Harrogath	To Harrogath	A5L1																	0
lv110	110	4	4			79	240	48	240	48	240	48	760	1000		1	1					1			3	30	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1							1		2025	24	49	74	24	58	80		650	650	1	2	3	5	4	6			2	ms453	ms529	ms479	ms492	ms575	ms605	ms580																			1	ms453	ms529	ms479	ms492	ms575	ms605	ms590	ms608	ms609	ms610																																									ms556				3									37	255	Bloody Foothills	To The Bloody Foothills	A5L2	99	100	101	102	103	104	105	106	40	25	25	25	25	25	25	25	0
lv111	111	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1		1	1					1			3	31	10	1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1							1		3900	25	50	75	25	59	81	450	450	450	1	2	6	7	9	11			3	ms492	ms442																								1	ms494	ms441	ms454	ms530	ms575	ms613	ms615	ms611	ms618	ms480																ms493																									ms556				2									37	31	Rigid Highlands	To The Rigid Highlands	A5L3	99	100	101	102	103	104	105	106	25	25	25	25	25	25	25	25	0
lv112	112	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1		1	1					1			3	31	10	1	-1	-1			113						-1	-1	71	-1	-1	-1	-1	-1							1		2025	26	51	76	26	60	81	350	350	350	1	2	6	7	9	11			3	ms480	ms454																								1	ms531	ms456	ms443	ms483	ms494	ms612	ms622	ms620	ms586	ms645																ms480																									ms556				2									37	32	Arreat Plateau	To The Arreat Plateau	A5L4	99	100	101	102	103	104	105	106	25	25	25	26	25	25	25	25	0
lv113	113	4	4			80	200	200	200	200	200	200	2000	1000		1				1	1	1		1	1	33	-1	-1	-1	-1	112	115	114						73	74	75	-1	-1	-1	-1	-1	30	255	255	255			1		2025	29	54	79	29	61	82	700	700	700		1	4	5	7	9	1		3	ms501	ms471	ms506																							1	ms446	ms501	ms469	ms508	ms600	ms629	ms624	ms614	ms631	ms594																ms446	ms506																																					39	33	Crystalized Cavern Level 1	To The Crystalized Cavern Level 1	A5L7	107	108	109	123	129	110			25	25	70	25	25	25			0
lv114	114	4	4			81	64	64	64	64	64	64	2000	1300		1				1	1	1		1	1	33	-1	-1	-1	-1	113								73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255			1		2025	29	54	79	29	61	83	800	800	800		1	3	4	6	8	1		3	ms447	ms473	ms436																							1	ms446	ms501	ms634	ms436	ms636	ms639	ms624	ms616	ms631	ms594																ms502	ms531	ms506																																				39	255	Cellar of Pity	To The Cellar of Pity	A5L8	107	108	109	123	129	110			25	25	70	25	25	25			0
lv115	115	4	4			82	200	200	200	200	200	200	2000	1464		1				1	1	1		1	1	33	-1	-1	-1	-1	113	117	116						73	74	75	-1	-1	-1	-1	-1	30	255	255	255			1		2025	29	54	79	29	61	83	700	700	700		1	4	5	7	9	1		3	ms531	ms437	ms502																							1	ms446	ms501	ms436	ms648	ms632	ms650	ms624	ms652	ms648	ms595																ms447	ms531																																					40	34	Crystalized Cavern Level 2	To The Crystalized Cavern Level 2	A5L9	107	108	109	123	129	110			25	25	70	25	25	25			0
lv116	116	4	4			83	32	32	32	32	32	32	2000	1764		1				1	1	1		1	1	33	-1	-1	-1	-1	115								73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255			1		2025	29	54	79	29	61	85	600	600	600		1	3	4	6	8	1		3	ms446	ms470																								1	ms447	ms634	ms502	ms580	ms586	ms614	ms624	ms631	ms652	ms600																ms471	ms503																																					40	255	Echo Chamber	To The Echo Chamber	A5L10	107	108	109	123	129	110			25	25	70	25	25	25			0
lv117	117	4	4			84	128	80	128	80	128	80	2000	1896		1	1					1			3	31	11	1	-1	-1	115		118						72	-1	71	-1	-1	-1	-1	-1							1		2025	27	52	77	27	60	81	550	550	550	2	3	4	6	9	11			3	ms442	ms495																								1	ms442	ms493	ms532	ms457	ms473	ms576	ms608	ms622	ms589	ms628																ms495																									ms556				2									38	36	Tundra Wastelands	To The Tundra Wastelands	A5L5	112	111	113	114	115	129			25	25	25	25	25	25			0
lv118	118	4	4			85	200	200	200	200	200	200	2000	2076		1				1	1	1		1	1	33	-1	-1	-1	-1	117	120	119						73	74	75	-1	-1	-1	-1	-1	30	255	255	255			1		2025	29	54	79	29	62	82	650	650	650		1	4	5	7	9	1		3	ms503	ms531	ms506																							1	ms502	ms447	ms653	ms645	ms606	ms616	ms624	ms616	ms437	ms580																ms503	ms469																																					41	37	Glacial Caves Level 1	To The Glacier Caves Level 1	A5L11	107	108	109	123	129	110			25	25	70	25	25	25			0
lv119	119	4	4			86	32	32	32	32	32	32	2000	2376		1				1	1	1		1	1	33	-1	-1	-1	-1	118								73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255			1		2025	29	54	79	29	62	83	650	650	650		1	3	4	6	8	1		3	ms449	ms471	ms438																							1	ms447	ms472	ms653	ms502	ms595	ms216	ms639	ms650	ms631	ms636																ms473	ms533	ms449																																				41	255	Glacial Caves Level 2	To The Glacier Caves Level 2	A5L12	107	108	109	123	129	110			25	25	70	25	25	25			0
lv120	120	4	4			87	20	28	20	28	20	28	2000	2508		1	1		1			1			2	31	-1	1	-1	-1	118	128							79	80	-1	-1	-1	-1	-1	-1							1			27	52	77	37	68	87												3	ms540	ms541	ms542																								ms540	ms541	ms542																							ms540	ms541	ms542																																				42	255	Rocky Summit	To The Rocky Summit	A5L6																	0
lv121	121	4	4			88	22	27	22	27	22	27	2000	2636		1	1					1		1	2	31	-1	-1	-1	-1		122							-1	76	-1	-1	-1	-1	-1	-1		255	255	255		1	1		2025	32	57	82	32	63	83																																																																																																						43	255	Nihlathaks Temple	To Nihlathaks Temple	A5L13																	0
lv122	122	4	4			89	80	80	80	80	80	80	2000	2763		1					1	1		1	1	32	-1	-1	-1	-1	121	123							78	77	-1	-1	-1	-1	-1	-1		255	255	255			1		3000	33	58	83	33	63	83	700	700	700			2	3	6	7			3	ms438	ms507																									ms438	ms507	ms533	ms649	ms630	ms646	ms654	ms656	ms625	ms665																ms437	ms507																																					44	255	Halls of Anguish	To The Halls of Anguish	A5L14	116	117	118	124	125	129	128		30	30	30	30	40	25	30		0
lv123	123	4	4			90	80	80	80	80	80	80	2000	2943		1					1	1		1	1	32	-1	-1	-1	-1	122	124							78	77	-1	-1	-1	-1	-1	-1		255	255	255			1		2025	34	59	84	34	64	84	700	700	700			2	3	6	7			3	ms439	ms530	ms546																							1	ms507	ms600	ms666	ms588	ms607	ms667	ms659	ms673	ms675	ms679																ms438	ms530	ms545																																				44	35	Halls of Death's Calling	To The Halls of Death's Calling	A5L15	116	117	118	124	125	129	128		30	30	30	30	40	25	30		0
lv124	124	4	4			91	84	84	84	84	84	84	2500	1000		1					1	1		1	2	32	-1	-1	-1	-1	123								78	-1	-1	-1	-1	-1	-1	-1		255	255	255			1		1000	36	61	86	36	64	84	700	700	700									3	ms458	ms472	ms547																							1	ms682	ms472	ms547	ms438	ms631	ms685	ms578	ms662	ms295	ms597																ms458	ms472	ms546																																				45	255	Halls of Vaught	To The Halls of Vaught	A5L17	116	117	118	124	125	129	128		30	30	30	30	40	25	30		0
lv125	125	3	4			92	200	200	200	200	200	200	2500	1184		1					1	1			1	35	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255		1	1		3800	39	64	89	39	60	85	800	800	800		1	1	2	3	4	1		3	ms508	ms493																								1	ms508	ms688	ms686	ms635	ms637	ms647	ms579	ms690	ms692	ms683																ms480	ms509																																					46	255	Hell1	To Hell1	A5L23	48	49							90	60							0
lv126	126	3	4			93	200	200	200	200	200	200	2500	1484		1					1	1			1	35	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255		1	1		3800	39	64	89	39	61	85	800	800	800		1	1	2	3	4	1		3	ms507	ms481																								1	ms508	ms688	ms686	ms635	ms596	ms619	ms668	ms621	ms587	ms694																ms481	ms509																																					46	255	Hell2	To Hell2	A5L24	48	49							90	60							0
lv127	127	3	4			94	200	200	200	200	200	200	2500	1784		1					1	1			1	35	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255		1	1		3800	39	64	89	39	62	85	700	700	700		1	1	2	3	4	1		3	ms495	ms482																								1	ms689	ms482	ms686	ms596	ms507	ms478	ms695	ms660	ms698	ms701																ms482	ms510																																					46	255	Hell3	To Hell3	A5L25	48	49							90	60							0
lv128	128	4	4	39	39	95	200	200	200	200	200	200	2500	2084		1					1	1		1	1	34	-1	-1	-1	-1	120	129							81	82	-1	-1	-1	-1	-1	-1		255	255	255			1		2025	39	64	89	39	65	85	700	700	700			2	3	6	8			3	ms440	ms475	ms548																							1	ms698	ms638	ms548	ms602	ms510	ms617	ms676	ms674	ms696	ms664																ms508	ms475	ms547																																				47	255	The Worldstone Keep Level 1	To The Worldstone Keep Level 1	A5L18	119	120	121	122	106	129			25	25	35	25	25	25			0
lv129	129	4	4	39	39	96	200	200	200	200	200	200	2500	2384		1					1	1		1	1	34	-1	-1	-1	-1	128	130							81	82	-1	-1	-1	-1	-1	-1		255	255	255			1		2025	40	65	90	40	65	85	700	700	700			2	3	6	8			3	ms466	ms459																								1	ms466	ms684	ms658	ms651	ms598	ms703	ms626	ms669	ms655	ms640																ms509	ms459																																					47	38	The Worldstone Keep Level 2	To The Worldstone Keep Level 2	A5L19	119	120	121	122	129	106			25	25	35	25	26	25			0
lv130	130	4	4	39	39	97	200	200	200	200	200	200	2500	2684		1					1	1		1	1	34	-1	-1	-1	-1	129	131							81	82	-1	-1	-1	-1	-1	-1		255	255	255			1		2025	42	67	92	42	66	85	700	700	700			2	3	6	8			3	ms510	ms496	ms549																							1	ms510	ms496	ms549	ms693	ms702	ms661	ms623	ms633	ms472	ms482																ms510	ms476	ms548																																				47	255	The Worldstone Keep Level 3	To The Worldstone Keep Level 3	A5L20	119	120	121	122	129	106			25	25	35	25	25	25			0
lv131	131	4	4	39	39	98	40	52	40	52	40	52	3000	1000		1					1	1		1	2	34	-1	-1	-1	-1	130	132							81	82	-1	-1	-1	-1	-1	-1		255	255	255			1		1000	43	68	93	43	66	85	700	700	700			1	2	4	5			3	ms510	ms476																								1	ms510	ms478	ms691	ms603	ms641	ms697	ms687	ms670	ms702	ms598																ms510	ms476																																					48	255	Throne of Destruction	To The Throne of Destruction	A5L21	126	127							25	25							0
lv132	132	4	4	39	39	99	55	55	55	55	55	55	3000	1152		1					1	1		1	2	34	-1	-1	-1	-1	131								81	-1	-1	-1	-1	-1	-1	-1	40	255	255	255		1	1						43	66	85																																																																																																						49	255	The Worldstone Chamber	To The Worldstone Chamber	A5L22																	0
lv133	133		4			11	200	200	200	200	200	200	4000	1500		1				1	1	1		1	1	4	-1	-1	-1	-1	17								8	-1	-1	-1	-1	-1	-1	-1		255	255	255			1		2025	50	75	83	50	75	85	1056	1056	1056	1	1	3	4	4	5	1		3	ms719	ms720	ms721	ms722	ms723																						ms719	ms720	ms721	ms722	ms723																					ms719	ms720	ms721	ms722	ms723																					ms151	ms159			30	30							8	5	255	Pandemonium Run 1	To The Pandemonium Run 1	A5L28	7	8	9	10					75	4	50	75					0
lv134	134	1	4			28	80	80	80	80	80	80	4000	1700		1			1		1	1	1		3	16	9	4	7	8									-1	-1	-1	-1	-1	-1	-1	-1	40	255	255	255	1	1	1		3800	50	75	83	50	75	85	880	880	880			3	4	7	9	1		3	ms715	ms716	ms717	ms718																							ms715	ms716	ms717	ms718																						ms715	ms716	ms717	ms718																						ms269				20									14	255	Pandemonium Run 2	To The Pandemonium Run 2	A5L29	30	24	32	37	36				15	30	10	40	40				0
lv135	135	3	4			92	200	200	200	200	200	200	4000	2884		1					1	1			1	35	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255		1	1		3800	50	75	83	50	75	85	800	800	800		1	1	2	3	4	1		3	ms724	ms713	ms712	ms714																						1	ms724	ms713	ms712	ms714																						ms724	ms713	ms712	ms714																																			46	255	Pandemonium Run 3	To The Pandemonium Run 3	A5L30	48	49							90	60							0
lv136	136		4			25	43	48	43	48	43	48	5000	1000		1	1				1	1	1		2	11	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1							1		2025	50	75	83	50	75	83				3	3	3	3	3	3																																																																																													3	255	Tristram	To Tristram	A5L31	44	45							33	1							0
lv137	137	3	4	40	40	98	47	23	47	23	47	23	3000	3200		1					1	1			2	26	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255			1		2025	43	68	93	43	66	90																																																																																																						31	255	The Pandemonium Fortress	To The Pandemonium Fortress	A4L1																	0
lv138	138	3	4	40	40	98	150	150	150	150	150	150	3000	1250		1					1	1		1	2	27	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	50	255	255	255			1		2000	43	68	88	43	66	88	100	100	100					40	60			1	ms870																										ms870																									ms870																									ms269				20									48	255	Mesa	To Mesa	M4L1	46	47	77						30	80	70						0
lv139	139	4	4	40	40	98	199	199	199	199	199	199	3000	1450		1					1	1		1	2	30	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	110	255	255	255			1		3000	43	68	89	43	66	89	1200	1200	1200					40	60			6	ms837	ms838	ms839	ms840	ms841	ms842	ms843	ms844																		1	ms837	ms838	ms839	ms840	ms841	ms842	ms843	ms844																		ms837	ms838	ms839	ms840	ms841	ms842	ms843	ms844																						20									37	255	Siege Map	To The Arreat Battlefield	M5L2	99	100	101	102	103	104	105	106	25	25	25	26	25	25	25	25	0
lv140	140	1	4	40	40	98	150	150	150	150	150	150	3000	1700		1					1	1		1	2	15	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	50	255	255	255			1		3000	43	68	85	43	66	85	1200	1200	1200																																																																																						ms151	ms159	ms269		20									18	255	Palace	To Palace	M1L1	57	58							20	10							0
lv141	141	2	4	40	40	98	179	179	179	179	179	179	3000	1900		1					1	1		1	2	25	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	50	255	255	255			1		3000	43	68	89	43	66	89	1350	1350	1200					40	60			6	ms853	ms854	ms855	ms856	ms857	ms858	ms859	ms860																		1	ms853	ms854	ms855	ms856	ms857	ms858	ms859	ms860																		ms853	ms854	ms855	ms856	ms857	ms858	ms859	ms860																		ms151	ms159	ms269		20									15	255	Sewers	To Sewers	M2L2	64	70	62	65					50	50	35	45	45				0
lv142	142	1	4	40	40	98	179	179	179	179	179	179	3000	2100		1					1	1		1	2	19	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	90	255	255	255			1		3000	43	68	87	43	66	87	1200	1200	1200					40	60			6	ms801	ms802	ms803	ms804	ms805	ms806	ms807	ms808																		1	ms801	ms802	ms803	ms804	ms805	ms806	ms807	ms808																		ms801	ms802	ms803	ms804	ms805	ms806	ms807	ms808																		ms151	ms159	ms269		20									22	255	ArcaneMap	To Horazon's Memory	M4L2	53	75							75	75							0
lv143	143	2	4	40	40	98	150	150	150	150	150	150	3000	2300		1					1	1		1	2	22	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	90	255	255	255			1		3000	43	68	87	43	66	87	1200	1200	1350	8	16	8	16	40	60			8	ms756	ms757	ms758	ms759	ms767	ms761	ms762	ms763	ms764	ms765	ms766															1	ms756	ms757	ms758	ms759	ms767	ms761	ms762	ms763	ms764	ms765	ms766															ms756	ms757	ms758	ms759	ms767	ms761	ms762	ms763	ms764	ms765	ms766															ms151	ms339	ms319		40									25	255	Kurast	To Kurast	M1L2	31	76	40	42	43				33	15	45	50	50				0
lv144	144	2	4	40	40	98	240	240	240	240	240	240	3000	2600		1					1	1			2	22	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	110	255	255	255			1		3000	43	68	89	43	66	89	1200	1200	1200	8	16	8	16	40	60			8	ms777	ms778	ms779	ms780	ms781	ms782	ms783	ms784	ms774																	1	ms777	ms778	ms779	ms780	ms781	ms782	ms783	ms784	ms774																	ms777	ms778	ms779	ms780	ms781	ms782	ms783	ms784	ms774																	ms151	ms283	ms268		40									30	255	River Of Blood	To The River of Blood	M3L1	60	61	59	74					50	25	45	45					0
lv145	145	3	4	40	40	98	249	249	249	249	249	249	3000	2900		1					1	1			2	28	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255			1		3000	43	68	88	43	66	88	1200	1200	1200	8	16	8	16	40	60			8	ms768	ms769	ms770	ms771	ms772	ms773	ms774	ms775	ms776	ms785																1	ms768	ms769	ms770	ms771	ms772	ms773	ms774	ms775	ms776	ms785																ms768	ms769	ms770	ms771	ms772	ms773	ms774	ms775	ms776	ms785																ms269	ms159			20									33	255	Lava	To Lava	M2L3	48	49							90	60							0
lv146	146	4	4	40	40	98	199	199	199	199	199	199	3000	3500		1					1	1			2	33	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	150	255	255	255			1		3000	43	68	89	43	66	89	1200	1200	1200	8	16	8	16	40	60			6	ms862	ms863	ms864	ms865	ms866	ms867	ms868	ms869																		1	ms862	ms863	ms864	ms865	ms866	ms867	ms868	ms869																		ms862	ms863	ms864	ms865	ms866	ms867	ms868	ms869																		ms151	ms283	ms268		40									39	255	Ice Map	To The Ancestral Trial	M2L1	107	108	109	123	129	110			25	25	70	25	25	25			0
lv147	147	1	4	40	40	98	249	249	249	249	249	249	3000	3800		1					1	1			2	13	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	150	255	255	255			1		3000	43	68	91	43	66	91	1200	1200	1200	8	16	8	16	40	60			6	ms777	ms778	ms779	ms780	ms781	ms782	ms783	ms784	ms774																	1	ms777	ms778	ms779	ms780	ms781	ms782	ms783	ms784	ms774																	ms777	ms778	ms779	ms780	ms781	ms782	ms783	ms784	ms774																	ms151	ms283	ms268		40									13	255	Desert Map	To The River of Blood	M3L1	60	61	59	74					50	25	45	45					0
lv148	148	2	4	40	40	98	250	250	250	250	250	250	3000	4100		1					1	1			2	21	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	150	255	255	255			1		3000	43	68	88	43	66	88	1200	1200	1200	8	16	8	16	40	60			6	ms829	ms830	ms831	ms832	ms833	ms834	ms835	ms836																		1	ms829	ms830	ms831	ms832	ms833	ms834	ms835	ms836																		ms829	ms830	ms831	ms832	ms833	ms834	ms835	ms836																		ms151	ms283	ms268		40									24	255	Jungle Map	To The Torajan Jungle	M5L1	31	43	40	52	43				50	15	45	35	50				0
lv149	149	4	4	40	40	98	180	105	180	105	180	105	3000	4700		1	1				1	1			2	30	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	150	255	255	255			1		3000	43	68	87	43	66	87	1200	1200	1200	8	16	8	16	40	60			6	ms810	ms811	ms812	ms813	ms814	ms815	ms816	ms817																		1	ms810	ms811	ms812	ms813	ms814	ms815	ms816	ms817																		ms810	ms811	ms812	ms813	ms814	ms815	ms816	ms817																		ms151	ms283	ms268		40									37	255	Fortress Map	To Bastion Keep	M6L1	116	117	118	124	125	129			25	25	25	25	35	25	30		0
lv150	150	4	4	40	40	98	169	105	169	105	149	149	3000	4000		1					1	1			2	34	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	150	255	255	255			1		3000	43	68	89	43	66	89	1100	1100	1100	8	16	8	16	40	60			6	ms818	ms819	ms820	ms821	ms822	ms823	ms824	ms825																		1	ms818	ms819	ms820	ms821	ms822	ms823	ms824	ms825																		ms818	ms819	ms820	ms821	ms822	ms823	ms824	ms825																			ms283	ms268		40									48	255	Throne Map	To The Throne of Insanity	M5L3	126	127							25	25							0
lv151	151	1	4	40	40	98	249	249	249	249	249	249	3000	4200		1					1	1			2	17	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	100	255	255	255			1		3000	43	68	89	43	66	89	1800	1800	1800	8	16	8	16	40	60			6	ms871	ms872	ms873	ms874	ms875	ms876	ms877	ms878																		1	ms871	ms872	ms873	ms874	ms875	ms876	ms877	ms878																		ms871	ms872	ms873	ms874	ms875	ms876	ms877	ms878																		ms151	ms283	ms268		40									19	255	Tomb Map	To The Tomb of Zoltun Kulle	M5L6	19	29	32	78					10	5	5	10					0
lv152	152		4	40	40	98	190	240	190	240	190	240	3000	4300		1				1	1	1			2	4	-1	-1	-1	-1		153							-1	15	-1	-1	-1	-1	-1	-1	15	255	255	255			1		5000	7	32	92	7	92	92	1600	1600	1600	8	16	8	16	50	70	1			ms845	ms846	ms849	ms851	ms852	ms848	ms916	ms917																		1	ms845	ms846	ms849	ms851	ms852	ms848	ms916	ms917																		ms845	ms846	ms849	ms851	ms852	ms848	ms916	ms917																		ms151	ms159			40									10	255	Monastery Map	To The Cathedral of Light	M5L4	15								25	25	45	45					0
lv153	153		4	40	40	98	22	31	22	31	22	31	3000	4400		1				1	1	1			2	10	-1	-1	-1	-1	152								17	-1	-1	-1	-1	-1	-1	-1		255	255	255			1		300	7	32	92	7	92	92	1000	1000	1000					1	2	1		3	ms845	ms846	ms847	ms849	ms851																						ms845	ms846	ms847	ms849	ms851																					ms845	ms846	ms847	ms849	ms851																					ms151	ms159			30	30								10	255	Monastery Map Basement	To The Cathedral Basement	M5L5																	1
lv154	154		4	40	40	98	190	240	190	240	190	240	3000	3900		1				1	1	1			2	2	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	150	255	255	255			1		3000	7	32	88	7	42	88	550	550	550	8	16	8	16	40	60	1		6	ms827	ms827	ms827	ms827	ms827	ms827																					ms827	ms827	ms827	ms827	ms827	ms827																				ms827	ms827	ms827	ms827	ms827	ms827																				ms151	ms159			30									3	255	Graveyard Map	To The Blood Moon	M4L3	1	38	33	34					5	35	35	35					1
lv155	155	1	4	40	40	98	179	159	179	159	179	159	3000	2600		1					1	1			2	12	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255			1		3000	43	68	89	43	66	89	1200	1200	1000	8	16	8	16	40	60			6	ms895	ms896	ms897	ms898	ms899	ms900	ms895																			1	ms895	ms896	ms897	ms898	ms899	ms900	ms895																			ms895	ms896	ms897	ms898	ms899	ms900	ms895																			ms151	ms283	ms268		40									12	255	Fall of Caldeum	To The Fall of Caldeum	M6L2	29	32	57	58					10	30	20	10					0
lv156	156	3	4	40	40	98	179	179	179	179	179	179	3000	2600		1					1	1			2	27	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255			1		3000	43	68	89	43	66	89	1200	1200	900	8	16	8	16	40	60			6	ms902	ms903	ms904	ms905	ms906	ms907	ms901																			1	ms902	ms903	ms904	ms905	ms906	ms907	ms901																			ms902	ms903	ms904	ms905	ms906	ms907	ms901																			ms159				40									31	255	Pandemonium Citadel	To The Pandemonium Citadel	M7L1	107	108	123	134	110				25	25	25	25	25				0
lv157	157	1	4	40	40	98	179	159	179	159	179	159	3000	2600		1					1	1			2	12	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	140	255	255	255			1		3000	43	68	89	43	66	89	1200	1200	1200	8	16	8	16	40	60				ms777	ms778	ms779	ms780	ms781	ms782	ms783	ms784	ms774																	1	ms777	ms778	ms779	ms780	ms781	ms782	ms783	ms784	ms774																	ms777	ms778	ms779	ms780	ms781	ms782	ms783	ms784	ms774																	ms151	ms283	ms268	ms269	40	40	40	40						12	255	Fall of Caldeum	To The Fall of Caldeum	M6L2																	0
lv158	158	2	4	40	40	98	249	249	249	249	249	249	3000	2900		1					1	1			2	24	-1	-1	-1	-1									-1	-1	-1	-1	-1	-1	-1	-1	10	255	255	255			1		3000	43	68	88	43	66	88	1200	1200	900	8	16	8	16	30	50			6	ms908	ms909	ms910	ms911	ms912	ms913	ms914																			1	ms908	ms909	ms910	ms911	ms912	ms913	ms914																			ms908	ms909	ms910	ms911	ms912	ms913	ms914																			ms269	ms159			20									29	255	Reziarfgs Lair	To Reziarfgs Lair	M7L3	2	68	62						35	35	35						0
