Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
ml382	382	1		1																																																	3	3			50		2		255	255	255				IzualDeathParticles	1024	25	16					3		1			1							1											1				1	1						8		8																																					1			so0	so0	so0																	0
ml383	383	1		1																																																	3	3			50				255	255	255				null	1024	1	16					3		1			1							1											1				1	1						8		8																																					1			so0	so0	so0																	0
ml384	384	1		1																	280	drop height	70	drop speed																																	9		10		255	255	255			1	LightningboltBig	1024	8	16					3					1							3					1						1	1	1			1						4																																							1			so2255	so0	so0																	0
ml385	385	1	44	1	36																																																12	12			50				255	255	255	1		1	expansion\FireTraumaMissile	1024	20	16					6			1									1					1	1			1															8																																					1			so0	so0	so0						ml386							ml386				0
ml386	386	1		1	3																												4	radius (0 = aurarng calc from skill)																							5				255	255	255				expansion\FireTraumaGround	1024	1	16					6	1		1		1	1						1					1	1			1			1	1								sk251	5	2	8																																					1			so0	so0	so0		ml387															0
ml387	387	1		1																																																					20		5		255	178	64				expansion\FireTraumaXplosion	1024	20	16					3		1										1											1	1	1		1	1						5	2	8																																					1			so2413	so0	so0																	0
ml388	388	1	44	1	36																																																12	12			50				255	255	255	1			expansion\caltrops	1024	8	16		1		7	6			1									1					1	1			1															8																																					32			so0	so0	so0						ml389							ml389				0
ml389	389	1		1																																																					90		3		255	255	255			1	Expansion\ShockField	1024	10	16	1				3				1	1	1						2											1			1		1					sk256			8																																					8		41	so2323	so0	so0																	0
ml390	390	1		1																																																	24	24			100	50			255	255	255	1		1	expansion\ThrowingStarMissile	1024	7	16		1	4	7	3	1		1		1							1											1	1	1			1					sk254	4		8																																					32			so0	so0	so0																	0
ml391	391	1		1					60	frames that acid lasts																																											12	12			6	2			255	255	255	1		1	frogpoisonmissile	1024	7	16					3	1		1		1							1					1						1	1	1			1					sk265	4		8																																					16			so0	so0	so0																	0
ml392	392	43		20	37																																																				10	5			255	255	255	1			null	1024	2	16					3							1	5				3				1							1		1			1					sk257	4		8																																					1			so589	so0	so0																	0
ml393	393	44		21																																																					100				255	255	255	1		1	BigheadLightningMissile	1024	3	16								1									1											1					1																																													1			so0	so0	so0			ml394							ml394							0
ml394	394	45		1																	36	spawn rate	1	number	6	radius																															10	5			255	255	255	1		1	null	1024	2	16					3												3											1					1					sk258																																								1			so0	so0	so0										ml395							0
ml395	395	1		1																																																					25				255	255	255				FireSmoke	1024	26	16								1									1											1		1			1						4		8																																					4			so0	so0	so0																	0
ml396	396	1		1																																																					11				255	255	255	1			ExpArrowExplode	1024	11	16					3					1							3											1		1			1						4		8																																					1			so0	so0	so0																	0
ml397	397	1		1																																																					11				255	255	255	1			ExpArrowExplode	1024	11	16					3					1							3											1		1			1						4		8																																					1			so0	so0	so0																	0
ml398	398	1		1					8	"Mana Use, 16ths."	16	Minimum range																																									20	20			80				255	178	64	1			Flamethrower	1024	15	16					3												1								1			1					1					sk282																																							32	1			so2433	so0	so0																	0
ml399	399	1		1					8	"Mana Use, 16ths."	16	Minimum range																																									20	20			80				255	178	64	1			Flamethrower2	1024	15	16					3												1								1			1					1					sk282																																							32	1			so2433	so0	so0																	0
ml400	400	1		1																																																					25				255	255	255	2		2	null	1024	2	16					6	1				1							1											1	1	1			1					sk49	4																																							1			so0	so0	so0																	0
ml401	401	1																																																							5				255	255	255	2		2	expansion\lightningpiece	1024	1	16					6	1		1		1							1											1					1					sk49																																								8			so433	so0	so0																	0
ml402	402	1																																																							25				255	255	255	2		2	null	1024	2	16					6	1				1							1											1	1	1			1					sk49	4																																							1			so433	so0	so0																	0
ml403	403	1																																																							5				255	255	255	2		2	expansion\lightningpiece	1024	1	16					6	1		1		1							1											1					1					sk49																																								8			so433	so0	so0																	0
ml404	404	1		1	1																												5	damage radius																			18	18			50				255	178	64	1		1	expansion\ImpFireball	1024	20	16					6			1									1					1						1	1	1		1	1						5	2	8																		fire	15	5	10	15	15	15	35	5	10	15	15	15							1			so1187	so2419	so0		ml405															0
ml405	405	1																																																							12				255	178	64				ExpArrowExplode	1024	11	16						1	1										1						1			1			1	1			1						5	2	8																																					1			so0	so0	so0																	0
ml406	406	43																																																							10				255	255	255			1	BigheadLightningMissile	1024	3	16								1									1											1					1								8																																					1			so0	so0	so0																	0
ml407	407	1	46	1	38																												4	Charged bolts	2	Charged bolts per level					4	Charged bolts	2	Charged bolts per level													25		5		143	143	255	5		1	BigheadLightningMissile	1024	3	16					6			1			1						1					1	1			1							1								8																																					1			so0	so2255	so0						ml408							ml408				0
ml408	408	1	10	1																																																	12	12			20		3	4	255	255	255	1		1	ChargedBolt	1024	10	16		1	2	8	3	1	1			1							1											1	1	1			1					sk38	4																				ltng	9	4	3	3	3	3	14	4	3	3	3	3							16			so2400	so0	so0	ol1																0
ml409	409	1		1	39																																																				12				255	178	64				ExpArrowExplode	1024	11	16						1	1										1						1			1			1	1			1						4		8																																					1			so0	so0	so0																	0
ml410	410	43																																																							50				255	255	255	1			Meteor	1024	12	16								1									1																								8																																					1			so0	so0	so0																	0
ml411	411	1	47	1	40																													spikes (0 = skill)		spikes per lvl						spikes (0 = skill)		spikes per lvl													25				255	255	255	1			Meteor	1024	12	16		1		7	6			1									1					1																			8																																					1			so0	so2419	so0						ml412							ml412	ml29			0
ml412	412	1	44	1	36																																																12	12			50				255	255	255	1			expansion\FireSpikes	1024	8	16		1		7	6			1									1					1	1			1															8																																					32			so0	so0	so0						ml413							ml413				0
ml413	413	1		1																																																					180				255	255	255			1	expansion\FireSpikesGround	1024	8	16					1	1	1		1	1	1						1					1																			8																		fire	10	1	1	1	1	1	21	1	1	1	1	1							32			so0	so0	so0		ml414															0
ml414	414	1																																																							36				255	255	255				expansion\FireSpikeExplode	1024	14	16					1		1										1					1	1			1			1				1								8																																					1			so0	so2413	so0																	0
ml415	415	43		1																																																					50				255	255	255	1		1	IceOrb	1024	16	16								1									1																1								8																																					1			so0	so0	so0																	0
ml416	416	1	48	1	1																3	damage radius																																			25		5		143	143	255	5		1	IceOrb	1024	16	16					6			1			1						1					1	1			1							1								8																		cold	8	5	5	5	5	5	14	5	5	5	5	5		100	25	25	25		1			so2424	so2430	so0																	0
ml417	417	1	31	1																																																	6	6			15				255	255	255				IceBreakLarge	1024	15	16					6			1			1						1					1	1			1				1			1						4		8																																					1			so0	so0	so0																	0
ml418	418	43		1																																																					50				255	255	255			1	expansion\catapultpoisonbomb	1024	10	16								1									1																1								8																																					1			so0	so0	so0																	0
ml419	419	1	2	1	2																												2	ring 2 density	2	ring 1 density	3	subloops			2	ring 2 density	2	ring 1 density	3	subloops											25		5		143	143	255			1	expansion\catapultpoisonbomb	1024	10	16					6			1			1						1					1	1			1							1								8																																					1			so259	so1673	so0						ml420							ml420				0
ml420	420	4		1					2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."									24	spawn rate	1	number	6	radius																															80				128	255	128			1	PoisonSparks	1024	31	16		1	10	19	3			1			1						2					1											1								3																		pois	8	1	1	1	1	1	13	1	1	1	1	1		600					1			so0	so0	so0										ml141							0
ml421	421	43		1																																																					50				255	255	255	1			Meteor	1024	12	16								1									1																1								8																																					1			so0	so0	so0																	0
ml422	422	1	50	1	14																												1	increment							10	# rocks	15	lob velocity													25		5		143	143	255	5		1	Meteor	1024	12	16					6			1			1						1					1	1			1							1						5	2	8																		fire	10	2	2	2	2	2	11	2	2	2	2	2							1			so0	so2419	so0						ml423							ml456	ml423			0
ml423	423	5		5																																																					90	25	5		255	178	64			1	groundFireSmall	1024	37	16		1	12	36	3				1		1						2																1								4																		fire	7	2	1	1	1	1	16	2	1	1	1	1						32	1		41	so0	so0	so0																	0
ml424	424	11																																																							1				255	255	255				expansion\TowerDebris	1024	1	16																												1													8																																					1			so0	so0	so0																	0
ml425	425	1		1	43																																																12	12			100	25	5		255	178	64	4		1	expansion\overseer_missile	1024	8	16					3	1	1	1		1							1											1					1					sk291			8																																					8			so1428	so2381	so0	ol26																0
ml426	426	1		1																																																					13				255	178	64				CorpseExplodeGuts	1024	13	16								1									1						1			1			1												8																																					4	1		so0	so0	so0																	0
ml427	427	1		1																																																					13				255	178	64				Fsexplode	1024	15	16								1									1						1			1			1				1								8																																					16			so0	so0	so0																	0
ml428	428	1		1																																																					13				255	178	64				FreezeExplodeCenter	1024	15	16								1									1						1			1			1				1								8																																					1			so0	so0	so0																	0
ml429	429	1		1	44																												2	damage radius																			24	24			40				255	255	255	1			Javelin	1024	1	16					3	1		1		1							1				1	1						1	1	1				1	1				4	2	8		128																fire	8						16											6	32			so0	so0	so0		ml430															0
ml430	430	1		1																																																	25	25			12		15		255	178	64				ExpArrowExplode	1024	11	16								1									1						1			1				1			1						5	2	8																																					1			so0	so0	so0																	0
ml431	431	46	51	22	45				3	subloops											3	subloops											10	bolts	1	random path					10	bolts	1	random path									24	24			40				255	255	255	1			Javelin	1024	1	16					3	1		1		1							1				1	1						1	1	1				1					4		8		128																																		6	32			so0	so0	so0		ml433	ml432			ml433				ml432			ml433				0
ml432	432	1		1																																																	12	12			20		3	4	255	255	255	2		1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1							1											1	1	1			1						4																																						64	16			so0	so0	so0																	0
ml433	433	1		1																																																	12	12			20		3	4	255	255	255	2		1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1							1											1	1	1			1						5	2																																					64	16			so0	so0	so0																	0
ml434	434	1		1	44																												1	damage radius																			24	24			40				255	255	255	1			Javelin	1024	1	16					3	1		1		1							1				1	1						1	1	1				1	1						8		128																																		6	32			so0	so0	so0		ml435															0
ml435	435	1		1																																																					16		11		81	81	255				IceArrowExplode	1024	16	16						1		1									1						1			1				1			1						5	2	8																																					1			so0	so0	so0																	0
ml436	436	1	2	1	2																												1	ring 2 density	2	ring 1 density	3	subloops			1	ring 2 density	2	ring 1 density	3	subloops							24	24			40				255	255	255	1			Javelin	1024	1	16					3	1		1		1							1				1	1						1	1	1				1	1						8		128																																		6	32			so0	so0	so0		ml437				ml437							ml437				0
ml437	437	4		1																	24	spawn rate	1	number	6	radius																												15			25				255	255	255				PoisonSmokePuff	1024	26	16								1	1								1											1		1			1						5	2	8																																					4			so0	so0	so0										ml141							0
ml438	438	46	51	22	45				3	subloops											3	subloops											18	bolts	1	random path					18	bolts	1	random path									24	24			40				255	255	255	1			Javelin	1024	1	16					3			1		1							1				1							1	1	1				1							8		128																																		6	32			so0	so0	so0		ml440	ml439			ml440				ml439			ml440				0
ml439	439	1		1																																																	12	12			20		3	4	255	255	255	2		1	ChargedBolt	1024	10	16		1	2	8	3			1		1							1											1	1	1			1						4																																						64	16			so0	so0	so0																	0
ml440	440	1		1																																																	12	12			20		3	4	255	255	255	2		1	ChargedBolt	1024	10	16		1	2	8	3			1		1							1											1	1	1			1						5	2																																					64	16			so0	so0	so0																	0
ml441	441	68		23	1				3	subloops											3	subloops											3	damage radius																			18	18			50		10		255	178	64	1		1	Fireball	1024	5	16					3	1		1		1							1											1	1	1			1					sk47	4																				fire																			16			so0	so0	so0			ml443														0
ml442	442	1		1																																																					12		13		255	178	64				FireArrowExplode2	1024	12	16	5					1		1									1						1			1				1			1						4		8																																					1			so0	so0	so0																	0
ml443	443	1		1																																																					36		5	4	255	178	64			1	groundFiresmall	1024	37	16		1	12	36	3						1						1											1	1	1			1					sk225	4																																						32	1			so0	so0	so0																	0
ml444	444	1		1																																																	30	30			25		6		255	255	255			1	LightningJavelin	1024	5	16					3	1		1		1							2											1	1	1			1	1				sk20	4																																						64	16			so0	so0	so0																	0
ml445	445	1		1																																																					13										teethexplode	1024	13	16																							1			1							1								8																																					1			so0	so0	so0																	0
ml446	446	1		1																																																					36		5		255	178	64				expansion\FireSpikeExplode	1024	14	16					3		1										1											1	1				1								8																																					1			so0	so0	so0																	0
ml447	447	1		1																																																					60									1	MeteorTail	1024	12	16						1		1																				1					1								8																																					1			so0	so0	so0																	0
ml448	448	1		1																																																					12				255	255	255				BoneSpiritExplode	1024	13	16																												1					1																																													1			so0	so0	so0																	0
ml449	449	1		1																																																					25				255	255	255				DopplezonExplode	1024	25	16																												1					1																																													1			so0	so0	so0																	0
ml450	450	1		1																																																	12	12			98		3	4	255	255	255	1		1	ChargedBolt	1024	10	16		1	2	8	3	1				1							1											1	1	1			1						4																				ltng	10	3	3	3	3	3	20	3	3	3	3	3							16			so2400	so0	so0																	0
ml451	451	1		1																																																	1	15			14				255	255	255				expansion\impteleport	768	13	16								1									1											1					1								8																																					1			so0	so0	so0																	0
ml452	452	47	52	6	47	14			3	explosion radius											4	no light freq												radius (0 = skill)	1	increment					10	# rocks	15	lob velocity					1	size	50	knockback%	8	8	1		85	65535			255	178	64			1	expansion\MoltenBoulderRoll	1024	10	16					8	1				1							2					1						1	1	1		1						sk229	5	2																																					32	8			so2331	so0	so2416			ml455			ml455				ml69	ml104	ml105	ml454	ml456	ml455		0
ml453	453	1	53	1	48				3	explosion radius																															2	bounces	50	damping	10	lob							3	3			5				255	178	64	5			expansion\MoltenBoulderEmerge	1024	6	16					8			1		1							2					1						1				1																																													32	8			so2327	so0	so0						ml452							ml452				0
ml454	454	1																																																							13				255	178	64				null	1024	1	16																	2					1	1			1			1																																																32	1			so2328	so0	so0																	0
ml455	455	5		5																																																					37		5		255	178	64			1	groundFireSmall	1024	37	16		1	12	36	8				1								2											1					1								2																		fire	2	1	2	6	10	12	4	1	2	6	10	12	((skill('sk244'.blvl)+skill('sk234'.blvl))+skill('sk249'.blvl))*12					32	1		41	so2576	so0	so0																	0
ml456	456	1																																																							16				255	178	64			1	expansion\MoltenFragmentD	1024	16	16					8			1		1							1					1						1																																																	32	8			so353	so0	so0																	0
ml457	457	5		1																																																					15		5	4	255	178	64			1	groundFiresmall	1024	37	16		1	12	36	3												2											1			1		1					sk225																																							32	1		41	so2576	so0	so0																	0
ml458	458	6		6																	4	no light freq																															10	10	1		40		3		255	178	64	2		1	groundFireMedium	1024	2	16		1	1	2	3			1		1							2											1					1																																													1			so2576	so0	so0			ml457							ml457	ml104	ml105					0
ml459	459	1		1					8	"Mana Use, 16ths."	7	Minimum range																																									20	20			30				255	255	255	1			expansion\ArcticBlastIce	1024	16	16					3			1		1							2													1			1					sk230	4																																						32	16		41	so2326	so0	so0																	0
ml460	460	1		1					8	"Mana Use, 16ths."	7	Minimum range																																									20	20			30				255	255	255	1			expansion\ArcticBlastIce_2	1024	16	16					3			1									2													1			1					sk230	4																																						32	16		41	so2326	so0	so0																	0
ml461	461	48		25																																																					55				255	255	255			1	null	1024	2	16								1		1	1						1		1														1																																													1			so0	so0	so0			ml462							ml462	ml464						0
ml462	462	1		1		8																																																			84		5		255	178	64			1	expansion\EruptionCrack	512	41	16					3			1	1	1							3		25										1	1								sk234																																							32	4			so2433	so0	so0	ol81																0
ml463	463	1		1		8																																																			84		5		255	178	64			1	null	1024	2	16					3			1	1	1							3												1	1								sk234																																							32	1			so2433	so0	so0	ol81																0
ml464	464	1		1																																																					84				255	255	255			1	expansion\EruptionSmoke	512	41	16																			25														1																																													1			so0	so0	so0																	0
ml465	465	1		1																																																					84				255	255	255			1	null	1024	2	16																																	1																																													1			so0	so0	so0																	0
ml466	466	1							1	Mana added min	3	Mana added max																																													200				255	255	255				expansion\Pod_walk_1	1024	31	16							1			1							2					1	1	1		1																																																			32	8			so799	so0	so0		ml537															0
ml467	467	1							1	Mana added min	3	Mana added max																																													200				255	255	255				expansion\Pod_walk_2	1024	31	16							1			1							2					1	1	1		1																																																			32	8			so804	so0	so0		ml538															0
ml468	468	1							1	Mana added min	3	Mana added max																																													200				255	255	255				expansion\Pod_neutral_1	1024	31	16							1			1							2					1	1	1		1																																																			32	1			so795	so0	so0		ml539															0
ml469	469	11							1	Mana added min	3	Mana added max																																													75				255	255	255				expansion\Pod_attack_1	768	51	16							1			1							2					1		1				1																																																	32	4			so0	so0	so0																	0
ml470	470	11							1	Mana added min	3	Mana added max																																													51				255	255	255				expansion\Pod_death_1	1024	21	16							1			1							2					1		1				1																																																	32	4			so0	so0	so0																	0
ml471	471	49		26					9	Drop Trail delay											9	Drop Trail delay																															7	7			20				255	255	255			1	null	1024	1	16																												1																																																		1			so0	so0	so0			ml472							ml472							0
ml472	472	1	54	1	16																																																				100	25			255	255	255				Expansion\vines	128	12	16					3			1			1						3					1						1																																																		8			so0	so0	so0													ml473				0
ml473	473	1		1	16																																																				100				255	255	255				Expansion\Vines_Death	128	12	16																												1																																																		1			so0	so0	so0																	0
ml474	474	49		26					9	Drop Trail delay											9	Drop Trail delay																															7	7			20				255	255	255			1	null	1024	1	16																												1																																																		1			so0	so0	so0			ml475							ml475							0
ml475	475	1	54	1	50																												15	Hit delay																							100	25			255	255	255				Expansion\vines	128	12	16					3			1		1	1						3					1						1										sk222																																								8			so0	so0	so0													ml476				0
ml476	476	1		1																																																					100				255	255	255				Expansion\Vines_Death	128	12	16																												1																																																		8			so0	so0	so0																	0
ml477	477	1		1		9																																												stun len (0 = skill)			24	24		-400	40				255	255	255			1	expansion\twister	1024	40	16		1	18	36	3					1		1	10				2											1	1	1		1	1					sk240	4																																						32	4			so2350	so2394	so0																	0
ml478	478	1		27						damage freq (0 = look at skill)		radius (0 = look at skill)																																									8	8			75				255	255	255			1	expansion\tornado	1024	40	16		1	12	36	3			1		1		1	25				3											1	1	1		1	1					sk245	5	2																																					32	1			so2349	so2394	so0																	0
ml479	479	50		28						damage freq (0 = look at skill)		radius (0 = look at skill)	2	start frame	128	end frame	30	lob				damage freq (0 = look at skill)		radius (0 = look at skill)	2	start frame	128	end frame	30	lob																											150									1	Expansion\volcano_base	1024	30	16		1	17	18	3				1		1	1	6				3	1	25									1		1		1						sk244	4																																							1			so2351	so0	so0			ml481							ml481							0
ml480	480	1		1																																																					150		10		255	64	64			1	Expansion\volcano_Fire	1024	30	16		1	6	14	3												3		25									1					1																																													1			so2433	so0	so0																	0
ml481	481	1	55	1	51																																																14	14			16									1	expansion\volcano_rock	1024	15	16										1												1	1			1			1	1			1																																													1			so0	so0	so0						ml483							ml482	ml483			0
ml482	482	1		1																																																					18										Expansion\rock_lava_explosion	1024	18	16																							1			1							1																																													1			so0	so0	so0																	0
ml483	483	1		1																																																					18										Expansion\rock_lava_pool	1024	18	16					3			1				1	4				2											1	1	1								sk244	4		8																																				32	1			so450	so0	so0																	0
ml484	484	1		1																																																	12	12			15				255	255	255	1		1	Expansion\firenova	1024	11	16		1	6	7	3			1		1		1	5				1											1	1				1					sk275			8																																				32	16			so2416	so0	so0																	0
ml485	485	1		1																																																	12	12			50				255	255	255	1			expansion\FireSpikes	1024	8	16		1		7	6			1									1					1						1													8																																					32			so0	so0	so0																	0
ml486	486	1		1																																																					25		3		81	81	255				Expansion\LureCloud	1024	26	16								1									1											1					1								8																																				48	4			so0	so0	so0																	0
ml487	487	1		1																																																					25										Expansion\LureCloud	1024	26	16								1									1											1					1								8																																				48	4			so0	so0	so0																	0
ml488	488	1		1																																																	10	10			80		5		255	64	64	1		1	Expansion\impmissile01	1024	10	16					3	1		1		1							1											1	1	1			1						4		8																		fire	10	12	12	12	12	12	15	12	12	12	12	12							16			so1890	so1893	so0		ml34															0
ml489	489	1		1																																																	12	12			80		5		255	64	64	1		1	Expansion\impmissile01	1024	10	16					3	1		1		1							1											1	1	1			1						4		8																		fire	12	12	12	12	12	12	17	12	12	12	12	12							16			so1890	so1893	so0		ml34															0
ml490	490	1		1																																																	14	14			80		5		255	64	64	1		1	Expansion\impmissile01	1024	10	16					3	1		1		1							1											1	1	1			1						4		8																		fire	14	12	12	12	12	12	22	12	12	12	12	12							16			so1890	so1893	so0		ml34															0
ml491	491	1		1																																																	16	16			80		5		255	64	64	1		1	Expansion\impmissile01	1024	10	16					3	1		1		1							1											1	1	1			1						4		8																		fire	20	12	12	12	12	12	25	12	12	12	12	12							16			so1890	so1893	so0		ml34															0
ml492	492	1		1																																																	20	20			80		5		255	64	64	1		1	Expansion\impmissile01	1024	10	16					3	1		1		1							1											1	1	1			1						4		8																		fire	23	12	12	12	12	12	33	12	12	12	12	12							16			so1890	so1893	so0		ml34															0
ml493	493	1		1					8	"Mana Use, 16ths."	7	Minimum range																																									12	12			30				255	255	255	3			expansion\ArcticBlastIce	1024	16	16					3					1							1								1			1					1								7																		cold	3	3	3	3	3	3	4	4	4	4	4	4		100	10	10	10	32	16			so2326	so0	so0																	0
ml494	494	1		1					8	"Mana Use, 16ths."	7	Minimum range																																									12	12			30				255	255	255	3			expansion\ArcticBlastIce_2	1024	16	16					3					1							1								1			1					1																																													16			so2326	so0	so0																	0
ml495	495	1	10	1																																																	12	12			98		3	4	255	255	255	1		1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1							1											1	1	1			1					sk261	4																																						64	16			so2400	so0	so0																	0
ml496	496	1	44	1	36																																																12	12			50				255	255	255	1			expansion\FireSpikes	1024	8	16		1		7	6			1									1					1	1			1															8																																					16			so0	so0	so0						ml497							ml497				0
ml497	497	1		1																																																					180	60			255	255	255			1	expansion\FireSpikesGround	1024	8	16					3	1	1	1	1	1	1						1					1						1										sk262			8																																					16			so0	so0	so0		ml387															0
ml498	498	51		29					45	active frame											10	launch vines frame	23	active frame	3	extra vines	1	vine radius																													47										null	1024	1	16																												1																																																		1			so0	so0	so2458	ol151									ml499	ml501						0
ml499	499	1	56	1					100	Slow percent	15	Frames																																													60				255	255	255				Expansion\vines	256	12	16																						1						1																																																		8			so0	so0	so0													ml500				0
ml500	500	1		1																																																					100				255	255	255				Expansion\Vines_Death	256	12	16																												1																																																		1			so0	so0	so0																	0
ml501	501	11		1																																																					13		5		255	178	64				CorpseExplodeGuts	1024	13	16								1									1						1			1			1	1											8																																					4	1		so0	so0	so0																	0
ml502	502	1		1																																																					60				255	255	255		30		expansion\deathmaulerfingers	384	8	16					3			1		1	1	1	10				2					1						1		1								sk308	4		8																																					16			so725	so0	so0																	0
ml503	503	1	44	1					6	spacing	4	Draw delay																																													36				255	255	255				expansion\deathmaulermissile	4096	31	16					3			1		1	1						2					1						1										sk308	4		8																																					16			so0	so0	so0													ml504				0
ml504	504	1		1					6	spacing	4	Draw delay																																													36				255	255	255				expansion\deathmaulerfadeout	1024	31	16					3			1		1	1						2					1						1										sk308			8																																					16			so0	so0	so0																	0
ml505	505	1		1	52																												1	increment							1												24	24			22							1			null	1024	1	16					3					1							2				1	1						1	1	1								sk266	4																																						10	1			so2278	so2277	so0						ml506											0
ml506	506	1		1																																																	28	28			40							1	1	1	Expansion\bladefury	1024	7	16					3					1							1				1	1						1	1	1								sk266	4																																						10	1			so2278	so2277	so0													ml506				0
ml507	507	1		1	52																												1	increment							1												24	24			22							1			null	1024	1	16					3					1							2				1	1						1	1	1								sk266	4																																						10	1			so2278	so2277	so0						ml508											0
ml508	508	1		1																																																	28	28			33							1	1	1	Expansion\bladefury_B	1024	7	32					3					1							1				1	1						1	1	1								sk266	4		8																																				10	1			so2278	so2277	so0													ml508				0
ml509	509	1		1	52																												1	increment							1												24	24			22							1			null	1024	1	16					3					1							2				1	1						1	1	1								sk266	4																																						10	1			so2278	so2277	so0						ml510											0
ml510	510	1		1																																																	28	28			25							1	1	1	Expansion\bladefury_C	1024	7	32					3					1							1				1	1						1	1	1								sk266	4		8																																				10	1			so2278	so2277	so0													ml510				0
ml511	511	1		1		7																																															24	24			14				255	255	255				expansion\shockwave	1024	7	8					3			1		1		1	4				1											1	1	1			1					sk243	4																																						64	8			so2347	so0	so0																	0
ml512	512	1		1																																																	30	30			25		4		255	255	255				null	1024	1	16					3			1		1							2											1	1	1			1					sk232	4																																						64	1			so0	so0	so0																	0
ml513	513	1		1																																																					12		3	4	255	255	255			1	LightningStrike	1024	8	16		1		7													1											1					1					sk232			8																		ltng	2	2	2	2	2	2	5	2	2	2	2	2						64	32			so0	so0	so0																	0
ml514	514	1		1																																																					90	25	5	4	255	178	64			1	groundFireBig	1024	37	16		1	12	36	3						1						1											1					1					sk242																																							32	1			so0	so0	so0																	0
ml515	515	1		30					1	freq	5	radius																																													30	5						1			null	1024	2	16					3												20											1													8																																					1			so0	so0	so0			ml516														0
ml516	516	1		1	53	11																																															5	5			20								2		null	1024	1	16					3			1		1							1											1										sk238			8																																					1			so0	so0	so0																	0
ml517	517	52		31																																																	10	10			25	2	8		255	178	64			1	groundFireSmall	1024	2	16		1	1	2	8			1		1	1	1	4				2											1		1			1					sk262	4		8																																				32	1		205	so0	so0	so0			ml518							ml518							0
ml518	518	1		1																																																	8	8			20		5	4	255	178	64			1	groundFireSmall	1024	37	16		1	12	36	3			1		1	1	1	4				1											1		1			1					sk262	4																																						32	1		205	so0	so0	so0																	0
ml519	519	1		1																																																					24										Expansion\dethsentry02	1024	12	16																							1			1																																																				1			so259	so0	so0																	0
ml520	520	53		32					5	retarget frame											5	retarget frame																															12	12			128		3		255	255	255	1		1	BoneSpirit	1024	8	16					3	1		1		1							1					1						1	1				1					sk280			8																																					8			so0	so0	so0		ml522	ml521							ml521							0
ml521	521	5		1																																																					20		5	4	255	178	64			1	groundFireMedium	1024	37	16		1	12	36	3			1		1	1						1											1					1																										fire	5	5	5	5	5	5	10	5	5	5	5	5		100	10	10	10	32	1			so0	so0	so0																	0
ml522	522	1		1																																																					12				255	255	255				BoneSpiritExplode	1024	13	16																							1			1							1					sk280																																								1			so0	so0	so0																	0
ml523	523	1		1					8	"Mana Use, 16ths."	12	Minimum range																																									18	18			40		5		255	178	64	1			Flamethrower	1024	15	16					3			1									2											1		1			1					sk272	4																																						32	1		82	so0	so2433	so0																	0
