name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol	
mi186	Sol			100	27	27	9	1		1	14000		r12s	r12s	r12	16	1	1				flprun	invrsSol				xxx				0	runs	r12g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi187	Shael			100	29	29	10	1		1	16940		r13s	r13s	r13	16	1	1				flprun	invrsShael				xxx				0	runs	r13g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi188	Dol			100	31	31	11	1		1	20160		r14s	r14s	r14	16	1	1				flprun	invrsDol				xxx				0	runs	r14g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi189	Hel			100	33		12	1		1	1715		r15s	r15s	r15	16	1	1				flprun	invrsHel				xxx				0	runs	r15g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi190	Io			100	35	35	13	1		1	27440		r16s	r16s	r16	16	1	1				flprun	invrsIo				xxx				0	runs	r16g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi191	Lum			100	37	37	14	1		1	31500		r17s	r17s	r17	16	1	1				flprun	invrsLum				xxx				0	runs	r17g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi192	Ko			100	39	39	15	1		1	35840		r18s	r18s	r18	16	1	1				flprun	invrsKo				xxx				0	runs	r18g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi193	Fal			100	41	41	16	1		1	40460		r19s	r19s	r19	16	1	1				flprun	invrsFal				xxx				0	runs	r19g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi194	Lem			100	43	43	17	1		1	45360		r20s	r20s	r20	16	1	1				flprun	invrsLem				xxx				0	runs	r20g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi195	Pul			100	45	45	18	1		1	50540		r21s	r21s	r21	16	1	1				flprun	invrsPul				xxx				0	runs	r21g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi196	Um			100	47	47	19	1		1	56000		r22s	r22s	r22	16	1	1				flprun	invrsUm				xxx				0	runs	r22g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi197	Mal			100	49	49	20	1		1	61740		r23s	r23s	r23	16	1	1				flprun	invrsMal				xxx				0	runs	r23g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi198	Ist			100	51	51	21	1		1	67760		r24s	r24s	r24	16	1	1				flprun	invrsIst				xxx				0	runs	r24g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi199	Gul			100	53	53	22	1		1	74060		r25s	r25s	r25	16	1	1				flprun	invrsGul				xxx				0	runs	r25g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi200	Vex			100	55	55	23	1		1	80640		r26s	r26s	r26	16	1	1				flprun	invrsVex				xxx				0	runs	r26g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi201	Ohm			100	57	57	24	1		1	87500		r27s	r27s	r27	16	1	1				flprun	invrsOhm				xxx				0	runs	r27g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi202	Lo			100	59	59	25	1		1	94640		r28s	r28s	r28	16	1	1				flprun	invrsLo				xxx				0	runs	r28g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi203	Sur			100	61	61	26	1		1	102060		r29s	r29s	r29	16	1	1				flprun	invrsSur				xxx				0	runs	r29g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi204	Ber			100	63	63	27	1		1	109760		r30s	r30s	r30	16	1	1				flprun	invrsBer				xxx				0	runs	r30g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi205	Jah			100	65	65	28	1		1	117740		r31s	r31s	r31	16	1	1				flprun	invrsJah				xxx				0	runs	r31g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi206	Cham			100	67	67	29	1		1	126000		r32s	r32s	r32	16	1	1				flprun	invrsCham				xxx				0	runs	r32g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi207	Zod			100	69	69	30	1		1	134540		r33s	r33s	r33	16	1	1				flprun	invrsZod				xxx				0	runs	r33g	so242	12	so242			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi208	Uber Map			100	99		1	1		1	10		dcma	dcma	dcma	16	1	1				flpwss	invdiabegg				xxx	154		1	0	ubr		so240	12	so240			5											-1	12				137		666					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi209	Uber Blood			100	75		1	1		1	10		dcbl	dcbl	dcbl	16	1	1				flpgsb	invdiabblood				xxx			1	0	ubr		so240	12	so240			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi210	Uber Horn			100	75		1	1		1	10		dcho	dcho	dcho	16	1	1				flpwss	invdiabhorn				xxx			1	0	ubr		so240	12	so240			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi211	Uber Soul			100	75		1	1		1	10		dcso	dcso	dcso	16	1	1				flprps	invdiabsoul				xxx			1	0	ubr		so237	14	so237			5				1	1	50	1				-1																		non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi212	Kurast Map			100	80		1	1		1	10		t11	t11	t11	16	1	1				flprsc	invmpgr				xxx	1		1	0	t1m	t1me	so243	10	so243			5											-1	12				143		1					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi213	Arcane Map			100	80		1	1		1	10		t12	t12	t12	16	1	1				flprsc	arcanemap				xxx	1		1	0	t1m	t1me	so243	10	so243			5											-1	12				142		1					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi214	Fortress Map			100	80		1	1		1	10		t13	t13	t13	16	1	1				flprsc	bastionmap				xxx	1		1	0	t1m	t1me	so243	10	so243			5											-1	12				149		1					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi215	Lava Map			100	80		1	1		1	10		t21	t21	t21	16	1	1				flprsc	invmprd				xxx	2		1	0	t2m	t2me	so243	10	so243			5											-1	12				145		2					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi216	Jungle Map			100	80		1	1		1	10		t22	t22	t22	16	1	1				flprsc	invmpdb				xxx	2		1	0	t2m	t2me	so243	10	so243			5											-1	12				148		2					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi217	Siege Map			100	80		1	1		1	10		t23	t23	t23	16	1	1				flprsc	invmpbr				xxx	2		1	0	t2m	t2me	so243	10	so243			5											-1	12				139		2					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi218	Graveyard Map			100	80		1	1		1	10		t24	t24	t24	16	1	1				flprsc	gravemap				xxx	2		1	0	t2m	t2me	so243	10	so243			5											-1	12				154		2					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi219	River Of Blood Map			100	80		1	1		1	10		t31	t31	t31	16	1	1				flprsc	invmpbd				xxx	3		1	0	t3m	t3me	so243	10	so243			5											-1	12				144		3					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi220	Throne Map			100	80		1	1		1	10		t32	t32	t32	16	1	1				flprsc	thronemap				xxx	3		1	0	t3m	t3me	so243	10	so243			5											-1	12				150		3					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi221	Sewer Map			100	80		1	1		1	10		t33	t33	t33	16	1	1				flprsc	sewermap				xxx	3		1	0	t3m	t3me	so243	10	so243			5											-1	12				141		3					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi222	Ice Map			100	80		1	1		1	10		t34	t34	t34	16	1	1				flprsc	invmaplbl				xxx	3		1	0	t3m	t3me	so243	10	so243			5											-1	12				146		3					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi223	Tomb Map			100	80		1	1		1	10		t35	t35	t35	16	1	1				flprsc	invmplb				xxx	3		1	0	t3m	t3me	so243	10	so243			5											-1	12				151		3					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi224	Monastery Map			100	80		1	1		1	10		t41	t41	t41	16	1	1				flprsc	mausmap				xxx	3		1	0	t4m	t4me	so243	10	so243			5											-1	12				152		4					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi225	Mesa Map			100	80					1	10		t43	t43	t43	16	1	1				flprsc	invmpbk				xxx	4		1	0	t4m	t4me	so243	10	so243			5											-1					138		4					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
mi226	Desert Map			100	80					1	10		t42	t42	t42	16	1	1				flprsc	invmprd				xxx	4		1	0	t4m	t4me	so243	10	so243			5											-1					147		4					2	MapTier	1				non						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx	xxx						0	
