Sound	Index	FileName	Volume	Group Size	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Reverb	Falloff	Cache	Async Only	Priority	Stream	Stereo	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3
so2486	2486	skill\necromancer\lowerresist.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2487	2487	skill\barbarian\order1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2488	2488	skill\barbarian\order2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2489	2489	skill\barbarian\order3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2490	2490	skill\barbarian\circle1.wav	255	3	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2491	2491	skill\barbarian\circle2.wav	255	0	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2492	2492	skill\barbarian\circle3.wav	255	0	0	0	6	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2493	2493	skill\barbarian\command1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2494	2494	skill\barbarian\command2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2495	2495	skill\barbarian\command3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2496	2496	skill\barbarian\find1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2497	2497	skill\barbarian\find2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2498	2498	skill\barbarian\find3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2499	2499	skill\barbarian\findheart1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2500	2500	skill\barbarian\findheart2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2501	2501	skill\barbarian\findheart3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2502	2502	skill\barbarian\grimward3.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2503	2503	skill\barbarian\grimward4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2504	2504	skill\barbarian\grimward5.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2505	2505	skill\barbarian\grunt101.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2506	2506	skill\barbarian\grunt102.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2507	2507	skill\barbarian\grunt103.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2508	2508	skill\barbarian\grunt201.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2509	2509	skill\barbarian\grunt202.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2510	2510	skill\barbarian\grunt203.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2511	2511	skill\barbarian\howl1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2512	2512	skill\barbarian\howl2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2513	2513	skill\barbarian\howl3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2514	2514	skill\barbarian\leap1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2515	2515	skill\barbarian\leap2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2516	2516	skill\barbarian\leap3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2517	2517	skill\barbarian\leapland.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2518	2518	skill\barbarian\leapattack1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2519	2519	skill\barbarian\leapattack2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2520	2520	skill\barbarian\leapattack3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2521	2521	skill\barbarian\shout1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2522	2522	skill\barbarian\shout2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2523	2523	skill\barbarian\shout3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2524	2524	skill\barbarian\taunt1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2525	2525	skill\barbarian\taunt2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2526	2526	skill\barbarian\taunt3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2527	2527	skill\barbarian\warcry1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2528	2528	skill\barbarian\warcry2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2529	2529	skill\barbarian\warcry3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2530	2530	skill\barbarian\circle warcry.wav	255	0	0	0	0	0	0	0	4	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2531	2531	skill\barbarian\whirlwind1.wav	255	0	0	0	6	0	1	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2532	2532	object\arcanerune.wav	80	0	1	4	4	0	0	0	-1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
so2533	2533	object\armorstand.wav	100	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2534	2534	object\barrelexplode.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2535	2535	object\basket1.wav	255	5	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2536	2536	object\basket2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2537	2537	object\basket3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2538	2538	object\basket4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2539	2539	object\basket5.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2540	2540	object\bed.wav	90	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2541	2541	object\bleedinghole.wav	255	0	1	4	4	0	0	0	-1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
so2542	2542	object\towertome.wav	120	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2543	2543	object\mephistobridge.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2544	2544	object\bubbles.wav	250	0	1	4	4	0	0	0	-1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
so2545	2545	object\casket.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2546	2546	object\chestsmall.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2547	2547	object\chestbig.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2548	2548	object\chestspecial1.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2549	2549	object\cocoon1.wav	160	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2550	2550	object\cocoon2.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2551	2551	object\cocoon3.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2552	2552	object\corpsefall.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2553	2553	object\corpseroll.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2554	2554	object\corpseroll.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2555	2555	object\diabloseal.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2556	2556	object\arcaneportal.wav	80	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2557	2557	object\teleportationpad.wav	40	0	1	12	12	0	0	0	-1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
so2558	2558	object\secretdoor.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2559	2559	object\gateopen.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2560	2560	object\gateclose.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2561	2561	object\hellgateopen.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2562	2562	object\hellgateloop.wav	225	0	1	10	12	0	0	0	-1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
so2563	2563	object\doormetalopen.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2564	2564	object\doormetalclose.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2565	2565	object\secretdoor.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2566	2566	object\slimedoor.wav	180	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2567	2567	object\tombdoor.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2568	2568	object\doorwoodopen.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2569	2569	object\doorwoodclose.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2570	2570	object\dungeonbasket.wav	140	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2571	2571	object\dungeonguy.wav	100	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2572	2572	object\dungeonguyloop.wav	0	0	1	12	12	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2573	2573	object\fountainloop.wav	200	0	1	12	12	0	0	0	-1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
so2574	2574	object\fire6.wav	220	0	1	0	0	0	0	0	-1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
so2575	2575	object\hellbrazierloop.wav	200	0	1	0	0	0	0	0	-1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
so2576	2576	object\fire5.wav	100	0	1	6	6	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2577	2577	object\fire2.wav	255	0	1	6	6	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2578	2578	object\fire4.wav	90	0	1	0	0	0	0	0	-1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
so2579	2579	object\fissure1.wav	255	4	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2580	2580	object\fissure2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2581	2581	object\fissure3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2582	2582	object\fissure4.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2583	2583	object\flyloop.wav	200	0	1	0	0	0	0	0	-1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
so2584	2584	object\cainsgibbetdrop.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2585	2585	object\cainsgibbetimpact.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2586	2586	object\gidbinndecoy.wav	40	0	1	4	4	0	0	0	-1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
so2587	2587	object\glassbreak1.wav	255	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2588	2588	object\glassbreak2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2589	2589	object\glassbreak3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2590	2590	object\goopile1.wav	200	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2591	2591	object\goopile2.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2592	2592	object\goopile3.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2593	2593	monster\turret\death3.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2594	2594	object\malus.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2595	2595	object\poisonloopmedium2.wav	80	0	1	8	8	0	0	0	-1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
so2596	2596	object\ratnest1.wav	120	3	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2597	2597	object\ratnest2.wav	120	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2598	2598	object\ratnest3.wav	120	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2599	2599	object\riverloop.wav	200	0	1	12	12	0	0	0	-1	1	3	0	0	100	0	0	1	0	0	-1	-1	-1
so2600	2600	object\rockpile.wav	120	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2601	2601	object\sewerlever.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2602	2602	object\sewerwater.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2603	2603	object\evaporate.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2604	2604	object\firepoof2.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2605	2605	object\hellshrine1.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2606	2606	object\hellshrine2.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2607	2607	object\hellshrine3.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2608	2608	object\holyshrine.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2609	2609	object\jailshrine.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2610	2610	object\snakewoman.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2611	2611	object\snakewomanloop.wav	200	0	1	4	4	0	0	0	-1	1	0	0	0	100	0	0	1	0	0	-1	-1	-1
so2612	2612	object\skullpile1.wav	120	5	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2613	2613	object\skullpile2.wav	120	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2614	2614	object\skullpile3.wav	120	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2615	2615	object\skullpile4.wav	120	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2616	2616	object\skullpile5.wav	120	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2617	2617	object\stairs.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2618	2618	object\hellstash1.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2619	2619	object\hellstash2.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2620	2620	object\hellstash3.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2621	2621	object\hellstash4.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2622	2622	object\junglestash1.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2623	2623	object\junglestash2.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2624	2624	object\junglestash3.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2625	2625	object\junglestash4.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2626	2626	object\mephistostash1.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2627	2627	object\mephistostash2.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2628	2628	object\boulderlarge.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2629	2629	object\boulderlarge.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2630	2630	object\taintedsunaltar.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2631	2631	object\teleportationpad.wav	160	0	1	4	4	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2632	2632	object\towertome.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2633	2633	object\portalopen.wav	180	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2634	2634	object\traptick.wav	200	0	0	0	0	0	0	0	0	1	1	1	0	100	0	0	1	0	0	-1	-1	-1
so2635	2635	object\traprelease.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2636	2636	object\jarbreak2.wav	255	5	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2637	2637	object\jarbreak3.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2638	2638	object\jarbreak6.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2639	2639	object\jarbreak7.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2640	2640	object\jarbreak9.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2641	2641	object\fissure2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2642	2642	object\waypointignite2.wav	230	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2643	2643	object\weaponrack.wav	160	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2644	2644	object\fountain.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2645	2645	object\woodbreak1.wav	140	5	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2646	2646	object\woodbreak2.wav	140	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2647	2647	object\woodbreak3.wav	140	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2648	2648	object\woodbreak5.wav	140	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2649	2649	object\woodbreak6.wav	140	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2650	2650	object\ancientsdoor.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2651	2651	object\burialchest.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2652	2652	object\pendoor.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2653	2653	object\skel2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2654	2654	object\summitdoor.wav	200	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2655	2655	object\xbarrel.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2656	2656	object\xhellgate.wav	60	0	1	8	4	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2657	2657	object\xhiddenstash.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2658	2658	object\xperson1.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2659	2659	object\xperson2.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2660	2660	object\xportal.wav	255	0	1	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2661	2661	object\baalportal.wav	255	0	1	0	0	0	0	0	-1	1	1	0	0	100	0	0	1	0	0	61861	-1	-1
so2662	2662	object\xtowngate.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2663	2663	object\xwoodchest.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2664	2664	object\shrine\armorboost.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2665	2665	object\shrine\combatboost.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2666	2666	object\shrine\exchange.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2667	2667	object\shrine\experience.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2668	2668	object\shrine\exploding.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2669	2669	object\shrine\gemupgrade.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2670	2670	object\shrine\poison.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2671	2671	object\shrine\portal.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2672	2672	object\shrine\recharge.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2673	2673	object\shrine\refill.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2674	2674	object\shrine\resistcold.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2675	2675	object\shrine\resistfire.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2676	2676	object\shrine\resistlightning.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2677	2677	object\shrine\resistpoison.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2678	2678	object\shrine\shrineofenirhs.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2679	2679	object\shrine\skill.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2680	2680	object\shrine\storm.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2681	2681	object\shrine\warping.wav	255	0	0	0	0	0	0	0	0	1	1	0	0	100	0	0	1	0	0	-1	-1	-1
so2682	2682	ambient\creature\bat1.wav	80	2	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so2683	2683	ambient\creature\bat2.wav	80	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so2684	2684	none.wav	0	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so2685	2685	none.wav	0	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so2686	2686	none.wav	0	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so2687	2687	none.wav	0	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so2688	2688	ambient\creature\bug1.wav	60	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so2689	2689	ambient\creature\bug2.wav	60	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so2690	2690	ambient\creature\bug3.wav	60	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so2691	2691	ambient\creature\bug4.wav	60	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so2692	2692	ambient\creature\chicken1.wav	160	4	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so2693	2693	ambient\creature\chicken2.wav	160	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
so2694	2694	ambient\creature\chicken3.wav	160	0	0	0	0	1	0	0	0	1	1	0	0	80	0	0	1	0	0	-1	-1	-1
