Name	description - not loaded	Id	Token	SpawnMax	Selectable0	Selectable1	Selectable2	Selectable3	Selectable4	Selectable5	Selectable6	Selectable7	TrapProb	SizeX	SizeY	nTgtFX	nTgtFY	nTgtBX	nTgtBY	FrameCnt0	FrameCnt1	FrameCnt2	FrameCnt3	FrameCnt4	FrameCnt5	FrameCnt6	FrameCnt7	FrameDelta0	FrameDelta1	FrameDelta2	FrameDelta3	FrameDelta4	FrameDelta5	FrameDelta6	FrameDelta7	CycleAnim0	CycleAnim1	CycleAnim2	CycleAnim3	CycleAnim4	CycleAnim5	CycleAnim6	CycleAnim7	Lit0	Lit1	Lit2	Lit3	Lit4	Lit5	Lit6	Lit7	BlocksLight0	BlocksLight1	BlocksLight2	BlocksLight3	BlocksLight4	BlocksLight5	BlocksLight6	BlocksLight7	HasCollision0	HasCollision1	HasCollision2	HasCollision3	HasCollision4	HasCollision5	HasCollision6	HasCollision7	IsAttackable0	Start0	Start1	Start2	Start3	Start4	Start5	Start6	Start7	EnvEffect	IsDoor	BlocksVis	Orientation	Trans	OrderFlag0	OrderFlag1	OrderFlag2	OrderFlag3	OrderFlag4	OrderFlag5	OrderFlag6	OrderFlag7	PreOperate	Mode0	Mode1	Mode2	Mode3	Mode4	Mode5	Mode6	Mode7	Yoffset	Xoffset	Draw	Red	Green	Blue	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SubClass	Xspace	Yspace	NameOffset	MonsterOK	OperateRange	ShrineFunction	Restore	Parm0	Parm1	Parm2	Parm3	Parm4	Parm5	Parm6	Parm7	Act	Lockable	Gore	Sync	Flicker	Damage	Beta	Overlay	CollisionSubst	Left	Top	Width	Height	OperateFn	PopulateFn	InitFn	ClientFn	RestoreVirgins	BlockMissile	DrawUnder	OpenWarp	AutoMap
Dummy	water rocks girl in act 3 watc	215	we	1									15	1	1					10								128								1																1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1				-60		2		1									4				0	100								11	3							
Dummy	water rocks in act 3 waty	216	wy	1									15	1	1					10								128								1																1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1				-60		2		1									4				0	100								11	3							
Dummy	water logs in act 3  logz	217	lx	1									15	1	1					10								128								1																1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1				-60		2		1									4				0	100								11	3							
Dummy	web covered tree 1	218	w3	1									15	3	9					1								256																								1	1	1	1					1			1	1	1															3											1										1	255	255	255		1							1								2				-60		2		1									4			1	0	100									3				1			
Dummy	web covered tree 2	219	w4	1									15	9	3					1								256																								1	1	1	1					1			1	1	1															3											1										1	255	255	255		1							1								2				-60		2		1									4			1	0	100									3				1			
Dummy	web covered tree 3	220	w5	1									15	3	3					1								256																								1	1	1	1					1			1	1	1															3											1										1	255	255	255		1							1								2				-60		2		1									4			1	0	100									3				1			
Dummy	web covered tree 4	221	w6	1									15	3	3					1								256																								1	1	1	1					1			1	1	1															3											1										1	255	255	255		1							1								2				-60		2		1									4			1	0	100									3				1			
pillar	hobject1	222	70	1	1								15	2	2					13	12	1						128	256							1																1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								4			1	0	100				18				14	3			1				
cocoon	cacoon	223	CN	1	1								15	1	1					16	5							128	256							1																1	1	1	1					1				1	1															3										1	1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18							255	4			1	0	100				18				14	3	2						
cocoon	cacoon 2	224	CC	1	1								15	1	1					1	5								256																							1	1	1	1					1				1	1															3										1	1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18							255	4			1	0	100				18				14	3	2						
skullpile	hobject1	225	ib	1	1								15	1	1					1	21	1							256																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1				-60	1	2		1	18								4			1	0	100				18				14	3			1				
Shrine	outershrinehell	226	ia		1									3	4					1	13	1	1					160	256	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	96							8			1	0	100				3	96			2	2	1						310
dummy	water rock girl act 3  nw  blgb	227	QX	1									15	1	1					10								128								1																1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1				-60		2		1									4			1	0	100									3							
dummy	big log act 3  sw blga	228	qw	1									15	1	1					10								128								1																1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1				-60		2		1									4			1	0	100									3							
door	slimedoor1	229	SQ		1									7	1					1	14	1						256	256	256	256	256	256	256	256																									1																		1	1	2		2									1	1	1						5	20	1	255	255	255		1															1				-70		5		1									2			1	0	100								29	3				1			
door	slimedoor2	230	SY		1									1	7					1	14	1						256	256	256	256	256	256	256	256																	1								1																		1	1	2		2									1	1	1						3	-23	1	255	255	255		1															1				-70		5		1									2			1	0	100								29	3				1			
Shrine	outershrinehell2	231	ht		1									3	4					1	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	96							8			1	0	100				3	96			2	2	1						310
Shrine	outershrinehell3	232	hq		1									4	4					15	15	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-235		2		1	3	96							8			1	0	100				3	96			2	2	1						310
pillar	hobject2	233	hv	1	1								15	3	3					13	13	1						150	150							1																1	1	1	1					1	1	1	1	1	1															3										1	1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								8			1	0	100				18				14	3							
dummy	Big log act 3 se blgc 	234	Qy	1									15	1	1					10								128								1																1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1				-60		2		1									4			1	0	100									3							
dummy	Big log act 3 nw blgd	235	Qz	1									15	1	1					10								128								1																1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1				-60		2		1									4			1	0	100									3							
Shrine	health wellforhell	236	ho	1	1								15	3	3					11	15	1						160	160	160						1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1						1									2	1			-60		2		1	1								8			1	0	100				18				2	2	1						310
Waypoint	act3waypoint town	237	wz		1		1							1	1					1	15	15						200	200	160								1							18	19						1	1	1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		4			1	1	100								23	3	17						
Waypoint	waypointh	238	wv		1		1							1	1					1	15	15						200	200	160								1							18	19						1	1	1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		8			1	1	100								23	3	17						
body	burning town	239	bz	1	1								15	3	3						9	14							640	160						1		1								17						1	1	1	1					1																				3											1	1	1								1	255	255	255		1							1								2	8			-60	1	2		1	18								1			1	0	100	1			18				14	3							
chest	gchest1L general	240	cy	1	1								15	1	3					1	4	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
chest	gchest2R general	241	cx	1	1								15	1	1					1	4	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
chest	gchest3R general	242	cu	1	1								15	1	1					1	4	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
chest	glchest3L general	243	cd	1	1								15	1	1					1	4	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
ratnest	sewers	244	rn	1	1								15	1	1					1	10	1							640							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60		2		1	18							254	3			1	0	100	1			18				14	3	2		1				
body	burning town	245	by	1									15	1	1					15								160								1								17								1	1	1	1																									3											1										1	255	255	255		1							1								2	8			-60	1	2		1									1			1	0	100	1			1					3	22		1				
ratnest	sewers	246	ra	1	1								15	1	1					1	10	1							640							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18							254	3			1	0	100	1			18				4	3	2		1				
bed	bed act 1	247	qa	1	1								15	4	2					1	11	1							256																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	128			-60		2		1	18								1			1	0	100	1			18				1	3	2						
bed	bed act 1	248	qb	1	1								15	2	4					1	11	1							256																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	128			-60		2		1	18								1			1	0	100	1			18				1	3	2						
manashrine	mana wellforhell	249	hn	1	1								15	3	3					11	15	1						160	160	160						1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1						1									2	1			-60		2		1	2	96							8			1	0	100				2	96			2	2	1						310
a trap	exploding cow  for Tristan and ACT 3 only……Very Rare  1 or 2	250	ew	1	1								15	3	1					1	22	1							300																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	128			-60		2		1	18								5			1	0	100	1			18				30	9			1				
gidbinn altar	gidbinn altar	251	ga											3	1					1	12	16							150	150								1														1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1	1	1								1	255	255	255		1							1								2				-70		2		1									4			1	0	100									3	39						
gidbinn	gidbinn decoy	252	gd		1									3	3					1	8	19							150	150								1														1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1	1	1								1	255	255	255		1							1								2				-70		2		1									4			1	0	100								31	3	25						315
Dummy	diablo right light	253	11	1																21								128								1																																												3											1										1	255	125	125		1															1				-60		2		1					1		2		8				0	100																
Dummy	diablo left light	254	12	1																21								128								1																										1																		3											1										1	255	125	125		1															1				-60		2		1	18					4	2		8				0	100																
Dummy	diablo start point	255	ss																	1								133	133																								1	1	1	1	1	1	1																																1											255	255	255		1															1				-80		2		1									8		1	1	0	100										55		1				
Dummy	stool for act 1 cabin	256	s9	1									15	3	1					1									256																							1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1	128			-60		2		1	18								1			1	0	100	1			18				14	3							
Dummy	wood for act 1 cabin	257	wg	1									15	3	1					1									256																							1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1	128			-60		2		1	18								1			1	0	100	1			18				14	3							
Dummy	more wood for act 1 cabin	258	wh	1									15	3	1					1									256																							1	1	1	1					1	1	1	1	1	1															3											1										1	255	255	255		1															1	128			-60		2		1	18								1			1	0	100	1			18				14	3							
Dummy	skeleton spawn for hell   facing nw	259	QS	1									15	1	1					1	26	1							100																3																																			3											1	1	1								1	255	125	125		1							1								2				-60		2		1					2		2		8				1	100								14	3	26	7					
Shrine	"holyshrine for monastery,catacombs,jail"	260	HL		1									1	1					16	16							128	128	128	128	128	128	128	128	1																1	1	1						1	1	1	1																	1											1	1	1								1	255	255	255		1							1								2	1			-80		2		1	3	77							1			1	0	100	1			3	77			2	2	1						310
a trap	spikes for tombs floortrap	261	A7											1	1					1	30	1						256	256	128	128	128	128	128	128																																													1		1	1	1							1	1	1						-15	5	1	255	255	255		1															1				-80		2		1									2			1	0	100								11	3	24						
Shrine	act 1 cathedral	262	s0		1									3	3					15	15	1	1					160	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	77							1			1	0	100	1			3	77			2	2	1						310
Shrine	act 1 jail	263	jb		1									3	3					15	15	1	1					160	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	77							1			1	0	100	1			3	77			2	2	1						310
Shrine	act 1 jail	264	jd		1									3	3					11	11	1	1					160	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	1	264							1			1	0	100	1			1	264			2	2	1						310
Shrine	act 1 jail	265	jf		1									3	3					11	11	1	1					160	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	2	264							1			1	0	100	1			2	264			2	2	1						310
goo pile	goo pile for sand maggot lair	266	GP	1	1								15	1	1					1	10	1							256																															1																				3											1	1	1								1	255	255	255		1															1	8			-60		2		1	18								2			1	0	100				18				14	3	27						
bank	bank	267	b6		1									1	1					1								256	256																							1	1	1						1																				1											1										1	255	255	255		1															1				-40		2		1	1								15			1	0	100	1			1				32	3							319
wirt's body	wirt's body	268	BP	1	1								15	1	1					1	1	1						256	256	256						1																								1																				3											1	1	1								1	255	255	255		1															1	8			-60		2		1	18								1			1	0	100	1			18				33	3			1		2		
dummy	gold placeholder	269	1g																	1		1	1																																																									3											1		1									255	255	255		1															1				-70		2											15			1	0	100	1							14	3	28						
corpse	guard corpse 2	270	GF	1	1								15	3	3					1	10	1							128																												1	1	1	1																				3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1									2			1	0	100								14	3	2		1				
corpse	dead villager 1	271	dg	1	1								15	3	3					1	10	1							256																												1	1	1	1																				3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1									4			1	0	100								14	3			1				
corpse	dead villager 2	272	df	1	1								15	3	3					1	10	1							256																												1	1	1	1																				3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1									4			1	0	100								14	3			1				
Dummy	"yet another flame, no damage"	273	f8											1	1					20								256	256	128	128	128	128	128	128	1								18																1																				1											1										1	255	255	255		1															1				-80		2		1									15				0	100	1							14	3							
hidden stash	tiny pixel shaped thingie	274	f9	1	1															1	1	1						256	256	128	128	128	128	128	128																																													1											1	1	1								1	255	255	255		1															1				-80		2		1									15			1	0	100	1							14	3							
Shrine	health shrine for caves	275	ce		1									3	3					1	16	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-85		2		1	1	275							1			1	0	100	1			1	275			2	2	1						310
Shrine	mana shrine for caves	276	cg		1									3	3					1	16	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-85		2		1	2	275							1			1	0	100	1			2	275			2	2	1						310
Shrine	cave magic shrine	277	cg		1									3	3					1	16	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2	1			-85		2		1	3	275							1			1	0	100	1			3	275			2	2	1						310
Shrine	"manashrine, act 3, dungeun"	278	de		1									3	3					1	17	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-95		2		1	2	120							4			1	0	100				2	120			2	2	1						310
Shrine	"magic shrine, act 3 sewers."	279	wj		1									2	2					13	13	1						256	256							1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1							3	1			-95		2		1	3	282							4			1	0	100				3	282			2	2	1						310
Shrine	"healthwell, act 3, sewers"	280	wk		1									3	4					1	17	1	1					256	125	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-95		2		1	1	282							4			1	0	100				1	282			2	2	1						310
Shrine	"manawell, act 3, sewers"	281	wl		1									3	4					1	17	1	1					256	125	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-95		2		1	2	282							4			1	0	100				2	282			2	2	1						310
Shrine	"magic shrine, act 3 sewers, dungeon."	282	ws		1									3	3					13	13	1						256	256							1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1	1						4	1			-95		2		1	3	282							4			1	0	100				3	282			2	2	1						310
dummy	"brazier_celler, act 2"	283	bi	1									15	1	1					20								160								1								17								1	1	1	1					1																				3											1										1	255	255	255		1							1								2	8			-60	1	2		1	1								1				0	100				1				3								
sarcophagus	"anubis coffin, act2, tomb"	284	qc		1									3	5	3				1	8	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1		5	5	-65	1	2		1									2			1	0	100								1	3							
dummy	"brazier_general, act 2, sewers, tomb, desert"	285	bm	1									15	1	1					20								160								1								17								1	1	1	1					1																				3											1										1	255	255	255		1							1								2	8			-60	1	2		1	1								1				0	100				1				14	3							
Dummy	"brazier_tall, act 2, desert, town, tombs"	286	bo	1									15	3	3					20								160								1								17								1	1	1	1					1																				3											1										1	255	255	255		1							1								2	8			-60	1	2		1	1								1				0	100				1				14	3							
Dummy	"brazier_small, act 2, desert, town, tombs"	287	bq	1									15	2	2					20								160								1								17								1	1	1	1					1																				3											1										1	255	255	255		1							1								2	8			-60	1	2		1	1								1				0	100				1				14	3							
Waypoint	"waypoint, celler"	288	w7		1		1							1	1					1	15	15						200	200	160								1							18	19						1	1	1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		8			1	1	100								23	3	17						
bed	bed for harum	289	ub	1	1								15	5	5					1	11	1							256																							1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	128			-60		2		1	18								1			1	0	100			1	-50		100	80	14	3							
door	iron grate door left	290	dv		1		1		1	1	1	1		1	3					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1					1												1		2		2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1		-5	-8	1	255	255	255		1															1				-70	1	6		1	-20	-80	40	40					1			1	0	100				-20	-80	40	40	8	3							
door	iron grate door right	291	dn		1		1		1	1	1	1		3	1					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1					1												1		1		2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1			8	1	255	255	255		1															1				-70	1	6		1	-20	-80	40	40					1			1	0	100				-20	-80	40	40	8	3							
door	wooden grate door left	292	dp		1		1		1	1	1	1		1	3					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1					1												1		2		2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1		-5	-9	1	255	255	255		1															1				-70	1	6		1	-20	-80	40	40					1			1	0	100				-20	-80	40	40	8	3							
door	wooden grate door right	293	dt		1		1		1	1	1	1		3	1					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1					1												1		1		2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1		-3	8	1	255	255	255		1															1				-70	1	6		1	-20	-80	40	40					1			1	0	100				-20	-80	40	40	8	3							
door	wooden door left	294	dk		1		1		1	1	1	1		1	3					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1					1												1	1	2		2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1		-3	-10	1	255	255	255		1															1				-70	1	6		1	-20	-80	40	40					1			1	0	100				-20	-80	40	40	8	3				1			
door	wooden door right	295	dl		1		1		1	1	1	1		3	1					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1					1												1	1	1		2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1			7	1	255	255	255		1															1				-70	1	6		1	-20	-80	40	40					1			1	0	100				-20	-80	40	40	8	3				1			
Dummy	wall torch left for tombs	296	qd											1	1					29								256	256	128	128	128	128	128	128	1								18																1	1	1	1																	1											1										1	255	255	255		1							1								2				-80		2		1									1				0	100								14	3							
Dummy	wall torch right for tombs	297	qe											1	1					29								256	256	128	128	128	128	128	128	1								18																1	1	1	1																	1											1										1	255	255	255		1							1								2				-80		2		1									1				0	100								14	3							
portal	arcane sanctuary portal	298	ay		1		1							5	2					30	30	30	30					200	200	200	200					1		1							17	19																																		3											1	1	1	1							1	120	120	255		1							1	1							3	16			-70		2		1						5	2		2				1	100			1	-30	-80	60	80	34	3	29						339
magic shrine	"magic shrine, act 2, haram"	299	hb		1									3	3					15	15	1						256	256							1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2	1			-95		2		1	3	301							4			1	0	100				3	301			2	2	1						310
magic shrine	"magic shrine, act 2, haram"	300	hc		1									3	3					20	13	1						256	256							1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2	1			-95		2		1	3	301							4			1	0	100				3	301			2	2	1						310
Dummy	maggot well health	301	qf		1									1	1					1	16	1						256	256	128	128	128	128	128	128																	1	1	1						1	1	1	1																	1											1	1	1								1	255	255	255		1															1	1			-80		2		1	1	301							1			1	0	100				1	301			2	2	1						310
manashrine	maggot well mana	302	qg		1									1	1					1	16	1						256	256	128	128	128	128	128	128																	1	1	1						1	1	1	1																	1											1	1	1								1	255	255	255		1															1	1			-80		2		1	2	301							1			1	0	100				2	301			2	2	1						310
magic shrine	"magic shrine, act 3 arcane sanctuary."	303	hd		1									3	3					1	15	1						256	256																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2	1			-95		2		1	3	319							4			1	0	100				3	301	60	80	2	2	1						310
teleportation pad	teleportation pad	304	7h		1									1	1					30								256								1								17											1	1	1	1	1		1	1	1	1	1	1	1																								1										1	255	255	255		1							1	1							3				-70		2		1									2				0	100			1	-30	-80	60	80	27	3							
teleportation pad	teleportation pad	305	aa		1									1	1					30								256								1								17											1	1	1	1	1		1	1	1	1	1	1	1																								1										1	255	255	255		1							1	1							3				-70		2		1									2				0	100			1	-30	-80	60	80	27	3							
teleportation pad	teleportation pad	306	aa		1									1	1					30								256								1								17											1	1	1	1	1		1	1	1	1	1	1	1																								1										1	255	255	255		1							1	1							3				-70		2		1									2				0	100			1	-30	-80	60	80	27	3							
Dummy	arcane thing	307	7a											1	1					20								256	256	128	128	128	128	128	128	1	1							17									1	1							1	1	1																	1											1										1	125	125	255		1															1				-80		2		1									2				0	100									3							
Dummy	arcane thing	308	7b											1	1					20								256	256	128	128	128	128	128	128	1	1							17									1	1							1	1	1																	1											1										1	125	125	255		1															1				-80		2		1									2				0	100									3							
Dummy	arcane thing	309	7c											1	1					20								256	256	128	128	128	128	128	128	1	1							17									1	1							1	1	1																	1											1										1	125	125	255		1															1				-80		2		1									2				0	100									3							
Dummy	arcane thing	310	7d											1	1					20								256	256	128	128	128	128	128	128	1	1							17									1	1							1	1	1																	1											1										1	125	125	255		1															1				-80		2		1									2				0	100									3							
Dummy	arcane thing	311	7e											1	1					20								256	256	128	128	128	128	128	128	1	1							17									1	1							1	1	1																	1											1										1	125	125	255		1															1				-80		2		1									2				0	100									3							
Dummy	arcane thing	312	7f											1	1					20								256	256	128	128	128	128	128	128	1	1							17									1	1							1	1	1																	1											1										1	125	125	255		1															1				-80		2		1									2				0	100									3							
Dummy	arcane thing	313	7g											1	1					20								256	256	128	128	128	128	128	128	1	1							17									1	1							1	1	1																	1											1										1	125	125	255		1															1				-80		2		1									2				0	100									3							
dead guard	harem guard 1	314	qh		1									1	1					1	1	1						256	256	128	128	128	128	128	128																	1	1	1						1	1	1	1																	1											1	1	1								1	255	255	255		1															1				-80		2		1									2			1	0	100								14	3			1				
dead guard	harem guard 2	315	qi		1									1	1					1	1	1						256	256	128	128	128	128	128	128																	1	1	1						1	1	1	1																	1											1	1	1								1	255	255	255		1															1				-80		2		1									2			1	0	100								14	3			1				
dead guard	harem guard 3	316	qj		1									1	1					1	1	1						256	256	128	128	128	128	128	128																	1	1	1						1	1	1	1																	1											1	1	1								1	255	255	255		1															1				-80		2		1									2			1	0	100								14	3			1				
dead guard	harem guard 4	317	qk		1									1	1					1	1	1						256	256	128	128	128	128	128	128																	1	1	1						1	1	1	1																	1											1	1	1								1	255	255	255		1															1				-80		2		1									2			1	0	100								14	3			1				
eunuch	harem blocker	318	ss											1	7					1	1																																							1																				3											1		1								1	255	255	255		1															1				-70		2		1									2			1	0	100									3	30						
Dummy	"healthwell, act 2, arcane"	319	ax		1									2	2					1	17	1	1					256	125	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-95		2		1	1	319							2			1	0	100				1	282			2	2	1						310
manashrine	"healthwell, act 2, arcane"	320	au		1									2	2					1	17	1	1					256	125	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-95		2		1	2	319							2			1	0	100				1	282			2	2	1						310
Dummy	test data	321	pp																																																	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																			255	255	255		1															1								1												1	0	100								14	3							
Well	"tombwell act 2 well, tomb"	322	hu		1	1								3	3					11	11	1						128	128		256	256	256	256	256	1	1															1	1	1						1	1	1																		3											1	1	1								1	255	255	255		1															1	32			-70		2		1	750	128	1	3					2			1	0	100				750	128	1	3	22	8	16						309
Waypoint	waypoint act2 sewer	323	qm		1		1							1	1					1	15	15						200	200	160								1							18	19						1	1	1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		2			1	1	100	1							23	2	17						
Waypoint	waypoint act3 travincal	324	ql		1		1							1	1					1	15	15						200	200	160								1							18	19						1	1	1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		4			1	1	100	1							23	3	17						
magic shrine	"magic shrine, act 3, sewer"	325	qn		1									3	3					20	20	1						130	256							1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2	1			-95		2		1	3	301							4			1	0	100				3	301			2	2	1						310
dead body	"act3, sewer"	326	qo		1									3	1					1	18	1						256	256	128	128	128	128	128	128																	1	1	1						1	1	1	1																	1											1	1	1								1	255	255	255		1															1				-80		2		1									1			1	0	100								3	3							
dummy	torch (act 3 sewer) stra	327	V1											1	1					22								160	160	160	160	128	256	256	256	1		1						10	19	19						1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1										1	255	236	176		1							1								2				-85		2		1									4				0	100	1								3							
dummy	torch (act 3 kurast) strb	328	V2											1	1					22								160	160	160	160	128	256	256	256	1		1						10	19	19						1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1										1	255	236	176		1							1								2				-85		2		1									4				0	100	1								3							
chest	mafistochestlargeLeft	329	xb	1	1								15	1	3					1	4	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
chest	mafistochestlargeright	330	xc	1	1								15	1	3					1	4	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
chest	mafistochestmedleft	331	xd	1	1								15	1	1					1	4	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
chest	mafistochestmedright	332	xe	1	1								15	1	1					1	4	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
chest	spiderlairchestlargeLeft	333	xf	1	1								15	1	3					1	4	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15	1		1	0	100	1			18				4	3	3		1				
