Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
ms737	737	ms5		1	BloodRavenZombie	ms6		mt9	ma3		ZM	1													1	3		3	8	2	3	43	88	mo138	mo139	10	15	14	13				40	50	60	15	20	25				25	30	35																						1	1					1							1	1							1																										100	75	50	-50	-40	-25						50						75	50			110		75	2				4	4	4	5	303	558	84	111	64	202	101	202	268	101				303	558	80	105	120	280	105	140	300	110				303	558	80	105	120	280	105	140	300	110																																														Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
ms738	738	ms738			Hydra	ms351		mt0	ma86		HX	1													1	1								mo68	mo68		15	15	15																																				1														1	1			1						sk337	A1	1																																														2																																																																																																											0
ms739	739	ms739			Hydra	ms352		mt0	ma86		21	1													1	1								mo68	mo68		15	15	15																																				1														1	1			1						sk337	A1	1																																														2																																																																																																											0
ms740	740	ms740			Hydra	ms353		mt0	ma86		HZ	1													1	1								mo68	mo68		15	15	15																																				1														1	1			1						sk337	A1	1																																														2																																																																																																											0
ms741	741	ms170			NecroArcher	ms612		mt8	ma67		SK	1	1												1	1		10	10	1				mo107	mo107	10	15	15	15				75	80	85	15	14	13	50	50	50	5	5	5	6	6	6										ml196								1						1	1				1			1	1			1						sk339	A1	1																									-50	-50	-50			60	60	60	60			75	75	75	75			90	90	90	90	4		1		3	3	3	5	61	61	24		10	20	10000	10	20	10000				88	88	26		1	2	4	1	2	4				123	123	28		1	2	6	1	2	6																																																																0
ms742	742	ms412			dummy	ms613		mt5	ma101		lg	1													1	1								mo76	mo76		15	15	15				100	100	100	10	10	10	15	15	15	25	25	25																					1	1													1	1			1						sk313	mq40	1																									-50	-50	-50																			2		1						100	100	100											100	100	100											100	100	100																																																																							0
ms743	743	ms743			Wisp Boss	ms614	mp17	mt30	ma25	drains mana	WW	1	1		ms745			NU	ms744	ms799			2	2	1	1		15	15	1	21	50	92	mo134	mo134	10	15	14	13				40	50		70	70	70	50	50	100	50	50	50	50	50	50	15	15	15	75	75	75														1						1		1		1		1	1									sk437	SC	1	sk302	S1	1																									40			50			40			70			50	50	75	75	75	75					21	21	21	5	44	87	85	74	36	151	94							45	85	115	120	45	115	120							16000	16000	115	250	45	115	120																																																	Map Boss T4	Map Boss T4	Map Boss T4		Map Boss T4	Map Boss T4	Map Boss T4		Map Boss T4	Map Boss T4	Map Boss T4								0
ms744	744	ms744		2	Wisp Minion1	ms614	mp18	mt30	ma25	immune minion	WW	1	1												1	1		15	15	1	21	50	92	mo134	mo134	10	15	14	13				40	50		70	70	70	50	50	100										75	75	75													1	1						1		1		1		1										sk438	SC	1	sk396	NU	1																						-50	-33		40			50			40			70			50	50	75	75	75	75	2				21	21	21	5	44	87	85	74	36	151	94							45	85	115	120	45	115	120							100	100	115	120	45	115	120																																																	Act 3 Wraith A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A		Map Wraith t3	Map Champ t3	Map Unique t3								0
ms745	745	ms745			GargoyleTrap	ms273	mp19	mt5	ma1		GT	1	1												1	1					15	40	92	mo62	mo62	9	15	15	15				24	26	28	20	50	80	12	10	8	15	7																							1													1																																					-50							70						100		50	50	75	75	75	75					16	16	16	5	132	172	84	106										140	190	35	250										3000	3000	35																																																																							0
ms746	746	ms746			Megademon Boss	ms615		mt47	ma89		DM	1													1	1		18	16	1	24	55	88	mo82	mo82	10	15	13	11			50	50	65	80	40	50	55	80	85	90	70	70	70	50	50	50	75	60	45	1350	1350	1350	1350	1350	1350										1								1		1	1		1	1									sk397	S1	20	sk398	S1	30	sk399	S1	20																100	85	66						70						80				20	20	50	50	50	50					32	32	32	5	191	229	101	129	51	94	125							210	250	115	130	100	160	160							7500	7500	115	130	180	260	320																																																	Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Map Boss T2	Map Boss T2	Map Boss T2								0
ms747	747	ms747		2	Fingermage Boss	ms616	mp20	mt41	ma53	homing missiles	FR	1													1	1		10	16	1	30	58	92	mo56	mo56	10	15	14	10				100	100	100	25	25	25	50	50	50	100	100	100	200	200	200	33	20	10	25	25	25	5	5	5										1							1		1	1	1		1	1									sk441	S1	1	sk401	S1	1	sk441	S1	1	sk402	A1	1	sk400	S1	1										100	66	33						60	60					75	75			50	50	75	75	75	75					29	29	29	5	152	209	84	130	53	122	92							80	110	120	135	55	120	120							25000	25000	120	250	55	120	120																																																	Act 4 Wraith B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) Wraith B	Act 4 (N) Champ B	Act 4 (N) Unique B		Map Boss T4	Map Boss T4	Map Boss T4								0
ms748	748	ms748		2	dummy	ms240		mt38	ma49		ZP	1	1		ms749			NU							1	1		8	8	1	24	53	88	mo27	mo27	10	15	14	13							90	90	90	90	90	90	90	90	90	75	75	75	25	25	25	66	66	66													1										1	1		1	1									sk179	S1	10	sk404	S1	5	sk184	S1	1	sk403	S1	10										sk302	S1	1	100	100	100												50		75		20	20	50	50	50	50					24	24	24	5	131	173	85	106	69	151	92							90	130	75	130	40	85	90							5800	6000	75	130	40	85	90							A1	cold	65	31	62	25	65	30	60	50	65	30	60	75																													Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Map Boss T2	Map Boss T2	Map Boss T2								0
ms749	749	ms749			Bear	ms431		mt0	ma7		TG	1													1	1		6	6		24	53	88	mo132	mo132	14	15	15	11							90	90	90	90	90	90	90	90	90	75	75	75	25	25	25	66	66	66													1											1		1	1									sk233	A1	10																						100	100	100	-50	-40	-33									50		75		20	20	50	50	50	50					24	24	24	5	131	173	85	106	69	151	92							90	130	75	130	40	85	90							5800	6000	75	130	40	85	90							A1	cold	65	31	62	25	65	30	60	50	65	30	60	75																													Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Map Boss T2	Map Boss T2	Map Boss T2								0
ms750	750	ms750			Unraveler Boss	ms617	mp21	mt27	ma22	raises undead	GY	1							ms751	ms752			12	12	1	1		2	2	1	15	44	87	mo126	mo126	12	15	14	13				100	100	100	30	35	40	40	45	50	60	70	80	24	27	31											ml63								1							1			1	1		1	1									sk327	mq6	1	sk182	mq6	1	sk405	mq6	1																100	66	33									50						50	20	20	50	50	50	50				1		15	33	5	194	238	84	136	121	161	94							170	210	120	300	110	140	160							4500	4600	120	300	110	140	160							A1	pois	15	120	160	1000	15	33	33	1000	15	33	33	1000																													Act 2 Cast A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Cast A	Act 2 (N) Champ A	Act 2 (N) Unique A		Map Boss T1	Map Boss T1	Map Boss T1								0
ms751	751	ms751		3	BurningDead	ms3	mp22	mt8	ma2		SK	1													2	4		6	6	2	13	43	87	mo109	mo109	10	15	14	13				90	95	100	7	6		90	95	100	66	66	66																						1	1					1				1			1	1							1		sk158	mq8	1																									-50	-40	-25			50			50			75			75	20	20	50	50	50	50	2				25	25	25	5	93	133	84	85	45	101	93	34	101	93				70	100	100	85	40	100	120	40	105	125				1700	1800	100	85	90	120	110	40	105	125				A1	fire	50	22	55		50	25	55		50	25	55																														Act 2 H2H A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) H2H A	Map Champ t1	Map Unique t1								0
ms752	752	ms752		3	BurningDeadArcher	ms173	mp23	mt8	ma37		SK	1	1												2	4		5	5	2	13	43	87	mo107	mo107	10	15	14	13				80	85	100	15	13		50	50	50	5	5	5	6	6	6										ml199									1						1				1			1	1																																				-50	-40	-25			30			50			50			60	20	20	50	50	50	50	2				35	35	35	5	76	151	84	89	45	70	252							70	100	100	95	35	50	115							1400	1600	100	95	80	110	115							A1	fire	100	25	55		100	25	55		100	25	55																														Act 2 Miss A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Miss A	Act 2 (N) Champ A	Act 2 (N) Unique A		Act 2 (H) Miss A	Map Champ t1	Map Unique t1								0
ms753	753	ms753			StrAvunaos	ms365	mp24	mt1	ma12		GZ	1							ms754				2	2	1	1		5	5		5	39	89	mo138	mo138	11	15	13	10				100	100	100				100	100	100																										1						1			1	1		1	1																																	100	85	66									50						50	20	20	50	50	50	50	2				6	6	6	5	2400	2800	84	273	51	151	91							608	608	80	273	50	150	100							3800	4000	80	273	50	150	100																																																	Griswold	Griswold	Griswold		Griswold (N)	Griswold (N)	Griswold (N)		Map Boss T3	Map Boss T3	Map Boss T3								0
ms754	754	ms754			BloodGolem	ms290	mp25	mt42	ma12		G2	1													1	1		8	8		5	39	89	mo18	mo18	11	15	15	15				100	100	100				100	100	100																										1						1			1	1		1	1																																	100	85	66	-50	-40	-33						50						50	20	20	50	50	50	50	2				6	6	6	5	2200	2600	84	273	51	151	91							608	608	80	273	50	150	100							2800	3000	80	273	50	150	100																																																									Map H2H t3	Map Champ t3	Map Unique t3								0
ms755	755	ms755			StrBelial	ms618	mp26	mt2	ma141		43	1													1	1		12	12		55	68	89	mo9	mo9	10	15	14	15				100	100	100	100	100	100	50	50	50	13	13	13	1	1	1	25	25	25				10	10	10										1	1							1		1	1		1										sk408	A1	1	sk409	A2	1	sk410	A2	1	sk411	A2	30													100	75	50						50		50	95			95		50	50	20	20	50	50	50	50					50	50	50	5	940	1040	87	634	30	92	251	15	165	238				430	480	135	247	80	130	210	80	140	210				5600	5800	135	247	80	130	210	80	140	210																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Map Boss T3	Map Boss T3	Map Boss T3					1			0
ms756	756	ms165		3	BlackLancer	ms168		mt16	ma36		CR	1													2	4		6	10	1	9	40	87	mo39	mo39	10	15	14	13				90	90	90	88	95	97	6	5	5		55	70	15	12	10																			1	1							1		1			1	1																																	100	100	100	-50	-40	-33															25	120	25	25	2				10	10	10	5	86	131	84	91	58	143	95							80	115	95	85	65	130	140							155	200	95	85	90	160	140							A1	ltng					10	5	140		20	5	160																														Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Map H2H t1	Map Champ t1	Map Unique t1								0
ms757	757	ms53			MoonClan	ms53		mt18	ma12		GM	1													1	2		5	5	1	4	37	87	mo63	mo63	10	15	14	13				75	75	80	10	10	9	80	80	80																									1	1							1		1			1	1							1																										100	90	80	-50	-40	-33													50	33			50		2				5	5	5	5	110	137	51	91	76	126	89							100	130	60	90	75	130	85							176	220	60	90	105	160	85																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Map H2H t1	Map Champ t1	Map Unique t1								0
ms758	758	ms160			DarkRanger	ms160		mt16	ma35		CR	1	1												1	2		4	4	1	4	37	87	mo38	mo38	10	15	14	13				60	65	70	70	85	88	14	11	9	20	30	40	20	20	20							12	12	12	ml13									1								1		1			1	1																																	100	100	100	-50	-40	-33													15		25	25	75	25	2				13	13	13	5	91	128	84	91	60	90	256							55	95	90	100	60	90	150							145	170	90	100	110	140	150																																																	Act 1 Miss A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Miss A	Act 1 (N) Champ A	Act 1 (N) Unique A		Map Miss t1	Map Champ t1	Map Unique t1								0
ms759	759	ms10		3	Disfigured	ms13		mt10	ma4		BH	1	1												1	3		5	5	1	8	40	87	mo16	mo16	10	15	14	13				83			40	40	40		50	65	60	70	80														ml5								1								1		1			1	1																																	100	85	75	-50	-40	-33				50						75			25			50			2				8	8	8	5	67	128	63	81	67	101	77							65	120	90	125	50	100	110							140	180	90	125	50	100	110							A2	ltng	100	75	110		100	140	180		100	220	260		A1	ltng					15	10	20		35	10	20																Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Map Cast t1	Map Champ t1	Map Unique t1								0
ms760	760	ms474		1	VileWitch	ms475		mt52	ma119		0C	1	1												2	4		8	8	1	34	61	87	mo116	mo116	10	15	14	13				90	90	90	25	25	25		25	35		8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1			sk424	S2	3	sk420	S2	3	sk309	S2	1	sk310	S2	1	sk345	S2	1										100	85	75	-50	-40	-33													15		90	33	25	50	2				49	49	49	5	95	152	107	130	46	82	138							60	90	115	145	50	90	120							110	140	115	145	90	130	120							A2	mag	100	40	75		100	40	75		100	50	85																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A		Map Cast t1	Map Champ t1	Map Unique t1								0
ms761	761	ms101			HollowOne	ms101		mt27	ma22	raises undead	GY	1							ms1				2	8	1	1		2	2	1	15	44	87	mo126	mo126	12	15	14	13				70	70	70	30	35	40	40	45	50	60	70	80	24	27	31											ml63								1							1			1			1	1									sk327	mq6	1	sk182	mq6	1	sk157	mq6	1																100	66	33	-50	-33	-25						50						50	33	100	20		20	50	3			1		15	33	5	194	238	84	136	121	161	94							170	210	120	300	110	140	160							180	225	120	300	120	150	160							A1	pois	15	120	160	1000	15	33	33	1000	15	66	66	1000																													Act 2 Cast A	Act 2 Champ A	Act 2 Unique A		Act 2 (N) Cast A	Act 2 (N) Champ A	Act 2 (N) Unique A		Map Cast t1	Map Champ t1	Map Unique t1								0
ms762	762	ms122		4	SpiderMagus	ms126		mt31	ma26		SP	1													4	5		8	11	1	23	53	87	mo6	mo6	10	15	14	13				75	75	75	55	55	55	20	25	30	8	8	8	45	45	45																			1	1												1	1							1		sk173	A2	5																						100	75	50	-50	-40	-25													50			50		60	3				23	23	23	5	151	190	85	114	94	147	92							150	190	135	110	70	105	100							235	315	135	110	70	105	100							A1	pois	50	16	30	750	50	15	35	750	100	30	40	750																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Map H2H t1	Map Champ t1	Map Unique t1								0
ms763	763	ms127			ThornedHulk	ms127		mt32	ma27		TH	1													1	3		3	3	1	21	49	87	mo122	mo122	10	15	14	13				80	80	80	15	15	15	10	10	10	30	30	30	5	3	1	3	4	5																1	1												1	1							1		sk215	A2	1																						100	85	75	-50	-40	-33													80				33	75	4				21	21	21	5	153	248	85	123	86	143	94	72	143	94				190	230	140	130	90	160	105	75	150	120				200	240	140	130	120	210	105	105	200	120				A2	stun	100			7	100			7	100			7																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Map H2H t1	Map Champ t1	Map Unique t1								0
ms764	764	ms78		3	TreeLurker	ms81		mt22	ma17		SL	1													3	4		8	8	1	22	52	87	mo100	mo100	10	15	14	13				20	22	24	50	50	50	30	30	30	50	50	50																						1	1												1	1									sk412	mq17	4																						100	85	75	-50	-40	-33			20	40					70	70				25	50	75		25	2				22	22	22	5	66	192	85	94	65	122	94	65	122	94				40	80	130	95	65	120	100	55	100	90				140	195	130	95	115	150	100	100	170	90				A1	pois					5	10	10	50	10	45	45	75																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Map H2H t1	Map Champ t1	Map Unique t1								0
ms765	765	ms114			Sucker	ms114		mt29	ma24	drains mana and stamina	MO	1													1	3		6	12	1	21	49	87	mo85	mo85	10	15	14	13										40	45	55	40	45	55	5	5	5																			1	1								1				1	1									sk206	mq33	1																						100	75	50	-50	-40	-33															130	33		120	2				21	21	21	5	21	107	85	74	51	122	94							20	100	95	75	50	95	90							140	200	95	75	110	155	90							A1	stam	60	357	428		100	500	600		100	500	600																														Swarm 2	Act 3 Champ A	Act 3 Unique A		Swarm 2 (N)	Act 3 (N) Champ A	Act 3 (N) Unique A		Map Swarm t1	Map Champ t1	Map Unique t1								0
ms766	766	ms278		1	FetishShaman	ms279		mt35	ma65	raises Fetishes	FW	1							ms142	ms397	1	1	2	7	1	1		7	7	1	22	49	87	mo55	mo55	12	15	14	13				40	45	45		1	2	15	16	19	66	66	66	50	50	50																			1	1							1		1			1	1									sk178	A1	10	sk177	A1	2																			100	100	100	-50	-40	-33													25	25	145	25		50	2				22	22	22	5	66	107	85	77										65	105	100	260										180	230	100	260																																																				Act 3 Cast A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) Cast A	Act 3 (N) Champ A	Act 3 (N) Unique A		Map Cast t1	Map Champ t1	Map Unique t1				1				0
ms767	767	ms238		2	Heirophant	ms240		mt38	ma49	heals Zealots and Cantors	ZP	1	1						ms237				2	4	1	2		6	6	1	24	53	87	mo27	mo27	10	15	14	13				35	35	35	8	14	22	60	70	80	35	50	70	120	120	120	36	38	40																1										1			1	1									sk179	S1	3	sk332	S1	1	sk184	S1	1	sk205	S1	1													100	100	100	-50	-40	-33									50		75		10	33	25	33	160	20	2				24	24	24	5	131	173	85	106	69	151	92							90	130	75	130	40	85	90							140	199	75	130	40	85	130							A1	cold	65	31	62	25	65	30	60	50	65	45	90	75																													Act 3 Cast B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B		Map Cast t1	Map Champ t1	Map Unique t1								0
ms768	768	ms453		4	HellSpawn	ms457		mt51	ma116		xx	1													2	4		7	10	2	37	62	88	mo84	mo84	10	15	14	13				70	75	80	15	13	10	50	55	60	15	15	15	50	60	60																			1	1							1					1	1						1																											100	85	75	-50	-40	-33													33		50	25	50	75	2				50	50	50	5	190	237	101	197	74	96	151	92	114	163				100	125	100	80	75	100	100	70	115	110				250	265	100	80	125	150	100	125	150	110																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Map H2H t2	Map Champ t2	Map Unique t2								0
ms769	769	ms83		3	HellCat	ms86		mt23	ma18		PW	1													3	4		8	13	1	19	48	88	mo91	mo91	10	15	14	13				90	90	90	90	90	95	24	12	12	6	6	6		25	50																			1	1									1			1	1							1																										100	100	100	-50	-40	-33													15	25		50	120	25	2				30	30	30	5	58	96	63	70	47	116	93							60	100	105	80	70	110	200							250	250	105	80	85	120	200							A1	fire					15	50	80		50	100	120																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Map H2H t2	Map Champ t2	Map Unique t2								0
ms770	770	ms19			Fallen	ms19		mt12	ma6		FA	1							ms19		1	1	2	3	2	3		10	10	2	1	36	88	mo50	mo50	10	15	14	11				30	40	50	10	15	20	50	60	70	20	25	30																						1	1							1		1			1	1							1																										100	85	75	-50	-40	-33													15	25	25		40	50	2				9	9	9	5	21	61	84	61	51	101	101	51	101	101				25	55	70	65	65	110	90	50	100	85				257	228	70	65	110	170	120	110	170	85				A1	fire					10	20	30		35	35	30																														Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Map H2H t2	Map Champ t2	Map Unique t2								0
ms771	771	ms373		3	HellSlinger	ms376		mt23	ma95		PW	1	1												3	4		5	10	1	19	48	88	mo110	mo110	10	15	14	13				70	70	70	85	85	85	9	9	9	25	25	25	12	12	12	20	24	28							ml229									1										1			1	1																																	100	100	100	-50	-40	-33													10	25	25	50		25	2				19	19	19	5	53	86	58	67	47	116	93							55	85	95	80	70	105	145							215	220	95	80	110	145	145							A1	fire					5	30	55		45	80	75																														Act 2 Miss C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Miss C	Act 2 (N) Champ C	Act 2 (N) Unique C		Map Miss t2	Map Champ t2	Map Unique t2								0
ms772	772	ms441			Siege Beast	ms441		mt49	ma115		ox	1							ms492		1		3	4	1	1		3	7	1	37	59	88	mo106	mo106	10	15	14	13				25	25	25	50	60	65	1	2	3	15	15	15	1	2	3	50	50	50	100	100	100													1	1												1	1					1							sk415	mq54	1																			100	100	100	-50	-40	-33													75		140	33	50		2				50	50	50	5	379	379	88	287	92	122	251							360	420	90	260	160	240	170							300	305	90	280	180	260	170																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Map H2H t2	Map Champ t2	Map Unique t2								0
ms773	773	ms506			Blood Lord1	ms506		mt56	ma125		L3	1													1	2		7	7	1	33	61	88	mo19	mo19	10	15	14	13				90	90	90	85	85	85	50	55	60	10	10	10																						1	1												1	1									sk328	A2	1																						100	85	75	-50	-40	-30													50	50	25	50	50		2				50	50	50	5	284	380	126	240	67	148	189	67	148	189				240	300	130	210	80	150	180	80	150	180				300	280	130	210	120	190	180	120	190	180																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A		Map H2H t2	Map Champ t2	Map Unique t2								0
ms774	774	ms345			Council Member	ms345	mp4	mt46	ma85		HP	1													1	1		6	12	1	25	56	88	mo35	mo35	11	15	13	12				75	75	75	25	25	15	125	100	75	40	45	45	70	75	75	8	8	8	15	15	15	30	30	30			ml343							1								1		1			1	1									sk421	S1	4																						100	85	66	-50	-33	-25													30		33	120	33	33					25	25	25	5	191	381	85	149	51	119	93							200	350	110	150	70	140	140							230	260	110	150	90	160	140																																																	Council	Council	Council		Council (N)	Council (N)	Council (N)		Map Council t2	Map Champ t2	Map Unique t2								0
ms775	775	ms436		3	UnholyCorpse	ms439		mt9	ma114		re	1													2	4		2	5	2	40	64	88	mo98	mo98	10	15	14	13				60	70	80	20	15	12	12	15	18	30	40	40	30	30	30	65	65	65	25	22	19	30	22	15										1	1					1							1	1							1		sk293	S1	1	sk415	mq41	1																			100	75	66	-50	-33	-25	20		50			70	20		50			100	50	50				120	2				50	50	50	5	114	171	107	164	33	89	138	33	89	93				110	135	70	105	70	110	135	60	120	100				225	230	70	105	100	140	135	100	140	100																																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C		Map H2H t2	Map Champ t2	Map Unique t2								0
ms776	776	ms58			FallenShaman	ms58		mt12	ma13	raises Fallen	FS	1							ms770		1		2	6	1	1		4	4	2	2	36	88	mo51	mo51	12	15	14	13				45	50	55	60	65	70	100	90	80	24	24	26	15	15	15																			1								1		1			1	1												sk160	mq12	3																			100	75	66	-50	-40	-33			25						50				15	25	50	90		50	2				4	4	4	5	58	101	84	81	34	101	101							55	90	75	150	90	180	105							310	345	75	150	120	170	105																																																	Act 1 Cast A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A		Map Cast t2	Map Champ t2	Map Unique t2								0
ms777	777	ms310			DoomKnight	ms310		mt45	ma72	Fighter	UM	1													2	3		6	7	1	24	56	89	mo44	mo44	10	15	14	13				90	95	100	10	5	5	80	85	90	10	10	10																						1	1					1				1			1	1							1																										100	75	33	-50	-33	-25			80	20	20	40			100	20	20	40	33		125	20	20	50	2			1	24	24	24	5	131	173	107	111	69	151	92							120	150	115	100	70	150	180							210	245	115	100	130	210	180							A1	rand	60	31	62	50	60	30	60	75	60	50	80	100																													Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Map H2H t3	Map Champ t3	Map Unique t3								0
ms778	778	ms298			FleshSpawner	ms298		mt43	ma68		VM	1			ms301			NU							1	2		7	7	1	24	56	89	mo130	mo130	10	15	14	13				16	17	20	5	5	6	30	35	40	80	85	90	70	60	50	30	30	30	10	8	7													1	1							1		1			1	1									sk167	mq7	1																						100	75	50	-50	-40	-33													66	100			80		2				24	24	24	5	229	295	63	142	82	182	92							200	250	80	130	80	130	110							205	300	80	130	190	220	110																																																	Act 4 Cast A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A		Map Cast t3	Map Champ t3	Map Unique t3								0
