name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
9bk 	tkni		9bk	dgr	9bk			2	1	8	30					17	34	15	1	-20	75	75	25	97	40		39	25	100	25900		308	dgr	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	30	160	60	flpbkf	invbkf						primarily thrown		so244	12	so244			5	0					36	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9b8 	taxe		9b8	hax	9b8			2	1	19	34					30	42	15	1	-10	75	75	25	106	32		41	25	110	27510		308	hax	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	16	130	24	flpbal	invbal						primarily thrown		so246	12	so246			5	0					35	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
9ja 	jave		9ja	jav	9ja			4	1	7	24					18	40	15	2	-10	75	75	25	25	20		30	18	120	21100		308	jav	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	30	60	60	flpjav	invjav						primarily thrown		so225	12	so225			5	0					1	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9pi 	jave		9pi	pil	9pi			4	1	13	33					20	52	15	2		75	75	25	88	24		37	25	125	25625		308	pil	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	25	50	50	flppil	invpil						primarily thrown		so225	12	so225			5	0					37	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9s9 	jave		9s9	jav	9s9			4	1	10	40					34	62	15	2	10	75	75	80	80	28		40	25	135	27900		308	jav	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	20	40	40	flpssp	invssp						primarily thrown		so225	12	so225			5	0					37	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9gl 	jave		9gl	glv	9gl			4	1	16	48					40	75	15	2	20	75	75	98	73	32		46	25	145	32170		308	glv	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	8	20	20	flpglv	invglv						primarily thrown		so225	12	so225			5	0					37	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9ts 	jave		9ts	pil	9ts			4	1	16	44					23	69	15	2	-10	75	75	25	118	36		51	25	150	35650		308	pil	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	32	80	80	flptsp	invtsp						primarily thrown		so225	12	so225			5	0					37	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9sr 	spea	2han	9sr	spr	9sr			4	1				1	13	47				3	-10	75	75	25	25	60		33	21	1200	58600		308	spr	spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9tr 	spea	2han	9tr	tri	9tr			4	1				1	21	46				3		75	75	77	25	70		36	24	2349	105064		308	tri	tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4		2 square reach		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9br 	spea	2han	9br	brn	9br			4	1				1	20	50				4	-20	75	75	80	95	56		41	25	3786	178226		308	brn	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn	inv9bru	inv9bru	1	5		2 square reach		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9st 	spea	2han	9st	tri	9st			4	1				1	36	74				4		75	75	101		56		44	25	5316	258404		308	tri	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6		2 square reach		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9p9 	spea	2han	9p9	pik	9p9			4	1				1	34	142				4	20	75	75	110	88	50		47	25	6369	325343		308	pik	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6		3 square reach		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
9b7 	pole	2han	9b7	hal	9b7			4	1				1	8	72				3	10	75	75	80		100		33	21	1206	58798		308	hal	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
9vo 	pole	2han	9vo	hal	9vo			4	1				1	17	66				3		75	75	95		100		37	25	2133	99921		308	pax	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
9s8 	pole	2han	9s8	scy	9s8			4	1				1	22	56				3	-10	75	75	82	82	130		40	25	2844	136260		308	scy	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	inv9s8u	inv9s8u	1	5		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
9pa 	pole	2han	9pa	hal	9pa			4	1				1	43	94				3	10	75	75	113	67	130		35	23	5403	209105		308	pax	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
9h9 	pole	2han	9h9	pax	9h9			4	1				1	16	106				4		75	75	133	91	110		51	25	8418	457318		308	hal	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
9wc 	pole	2han	9wc	scy	9wc			3	1				1	38	87				4	-10	75	75	140	140	110		55	25	10464	605520		308	scy	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
8ss 	staf	2han	8ss	bst	8ss			2	1				1	8	26				2	-10	110		25		40		30	18	804	41620	1		bst	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8ls 	staf	2han	8ls	sst	8ls			2	1				1	10	33				3		110		25		60		35	23	1689	79115	1		sst	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8cs 	staf	2han	8cs	cst	8cs			2	1				1	13	40				3	10	110		25		70		38	25	2598	120224	1		cst	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8bs 	staf	2han	8bs	sst	8bs			2	1				1	18	42				3		110		25		80		42	25	3969	190198	1		sst	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8ws 	staf	2han	8ws	lst	8ws			2	1				1	30	73				3	20	110		25		100		47	25	6255	319985	1		lst	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst	inv8wsu	inv8wsu	1	6		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8sb 	bow		8sb	sbw	8sb			2	1				1	8	24			13		5		100	25	43	20	1	30	18	600	35500			sbw	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8hb 	bow		8hb	sbw	8hb			2	1				1	10	28			13		-10		100	25	62	32	1	33	21	1350	63550			sbw	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8lb 	bow		8lb	lbw	8lb			2	1				1	12	36			13				100	53	49	28	1	35	23	1770	81950			lbw	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw	inv8lbu	inv8lbu	1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8cb 	bow		8cb	lbw	8cb			2	1				1	13	33			13		-10		100	58	73	36	1	39	25	2481	118759			lbw	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8s8 	bow		8s8	sbb	8s8			2	1				1	16	38			13				100	65	80	40	1	43	25	3435	171705			sbb	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	inv8s8u	inv8s8u	1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8l8 	bow		8l8	lbb	8l8			2	1				1	12	53			13		10		100	80	95	44	1	46	25	4935	252510			lbb	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8sw 	bow		8sw	sbb	8sw			2	1				1	18	44			13				100	73	103	48	1	49	25	7800	409200			sbb	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8lw 	bow		8lw	lbb	8lw			2	1				1	12	63			13		10		100	95	118	55	1	52	25	11025	601800			lbb	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8lx 	xbow		8lx	lxb	8lx			2	1				1	19	36					-10		100	52	61	30	1	34	22	2709	111606		310	lxb	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	inv8lxu	inv8lxu	1	3		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8mx 	xbow		8mx	lxb	8mx			2	1				1	27	57							100	80	70	40	1	40	25	7335	315900		310	lxb	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	inv8mxu	inv8mxu	1	4		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8hx 	xbow		8hx	hxb	8hx			2	1				1	45	74					10		100	110	80	50	1	47	25	12588	617636		310	hxb	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6		reload lag between shots		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
8rx 	xbow		8rx	hxb	8rx			2	1				1	21	48					-60		100	80	95	40	1	54	25	8517	489418		310	hxb	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5		fires 5 shots before reload		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
qf1 	mace		qf1	fla	qf1					1	15									-10	100		41	35	30				1412			308	fla	qf1			1hs	1hs	5	1hsl	2	3					flpfla	invqf1			1	3				so246	12	so246	1		5	0			17	1		7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	1	xxx	xxx		
qf2 	mace		qf2	fla	qf2					1	15									-10	100				30				1412			308	fla	qf2			1hs	1hs	5	1hsl	2	3					flpfla	invqf2			1	3				so246	12	so246	1		5	0			17	1		7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	1	xxx	xxx		
Expansion																																																																																																																																																																					
ktr 	h2h		ktr	ktr	ktr	100		2	1	5	8							14	2	-10	75	75	20	20	96		1		72	3072		308	ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2				so246	12	so246			5	0						7			3	1	2		1	1	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		wrb	btl	1	
wrb 	h2h		wrb	ktr	wrb	100		2	1	6	10							14	2		75	75	33	33	104		9		220	8980		308	ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2				so246	12	so246			5	0						7			3	1	1		1	1			1	1	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		axf	skr	1	
axf 	h2h		axf	axf	axf	100		2	1	3	17							14	2	10	75	75	37	37	112		12		466	14092		308	axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2				so246	12	so246			5	0						7			3					255					255					255	1	1	1	1	20					255					255		1	1	1	20					255					255	1	1			255					255					255					255					255					255					255					255			1	2		ces	clw	1	
ces 	h2h		ces	axf	ces	100		2	1	8	17							14	2		75	75	42	42	144		15		514	17710		308	axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2				so246	12	so246			5	0						7			3					255					255					255	1	1	1	1	20					255					255					255					255					255	1	1		1	20					255					255					255					255					255					255					255			1	2		clw	btl	1	
clw 	h2h		clw	clw	clw	100		2	1	9	16							14	2	-10	75	75	46	46	128		18		683	23794		308	clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255	1	1	1	1	20					255					255					255		1	1	1	20					255					255					255					255					255					255			1	2		btl	xxx	1	
btl 	h2h		btl	clw	btl	100		2	1	11	15							14	2	-20	75	75	50	50	138		21		847	30787		308	clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255	1	1			255					255					255					255	1	1		1	20					255					255		1			255					255	1	1	1	1	20					255			1	2		xxx	xxx	1	
skr 	h2h		skr	skr	skr	100		2	1	10	19							14	2	-10	75	75	55	55	136		24		1029	39196		308	skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255	1	1		1	20	1	1	1	1	20	1	1	1	1	20			1	1	20					255			1	2		xxx	xxx	1	
9ar 	h2h		9ar	ktr	9ar	100		2	1	13	30							14	2		75	75	57	57	96		28	21	2334	81852		308	ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9wb 	h2h		9wb	ktr	9wb	100		2	1	17	40							14	2	-10	75	75	66	66	112		32	24	4203	152996		308	ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9xf 	h2h		9xf	axf	9xf	100		2	1	10	46							14	2	10	75	75	69	69	128		36	27	4203	171808		308	axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9cs 	h2h2		9cs	axf	9cs	100		2	1	20	46							14	2	-10	75	75	73	73	144		41	30	2964	144524		308	axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9lw 	h2h2		9lw	clw	9lw	100		2	1	23	46							14	2	-20	75	75	76	76	104		45	33	5061	252745		308	clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9tw 	h2h2		9tw	clw	9tw	100		2	1	24	44							14	2	-30	75	75	79	79	138		50	37	9291	492050		308	clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
9qr 	h2h2		9qr	skr	9qr	100		2	1	24	50							14	2		75	75	82	82	136		54	40	14223	797542		308	skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7ar 	h2h2		7ar	ktr	7ar	100		2	1	43	57							14	2		75	75	99	99	96		59	44	16205	988095		308	ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7wb 	h2h2		7wb	ktr	7wb	100		2	1	37	50							14	2	-10	75	75	105	105	112		62	46	16996	1087252		308	ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7xf 	h2h2		7xf	axf	7xf	100		2	1	48	58							14	2	10	75	75	108	108	128		68	51	15784	1109812		308	axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7cs 	h2h2		7cs	axf	7cs	100		2	1	36	42							14	2	-10	75	75	110	110	144		73	54	15537	1173201		308	axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7lw 	h2h2		7lw	clw	7lw	100		2	1	24	58							14	2	-20	75	75	113	113	104		78	58	16035	1292230		308	clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7tw 	h2h2		7tw	clw	7tw	100		2	1	26	48							14	2	-30	75	75	115	115	138		81	60	17396	1452076		308	clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7qr 	h2h2		7qr	skr	7qr	100		2	1	44	56							14	2		75	75	118	118	136		85	64	18002	1575170		308	skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7ha 	axe		7ha	hax	7ha	100		3	1	35	60							14	2		100		125	67	84		54	40	14033	787282		308	hax	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	2				so244	12	so244			5	0					35	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx	xxx	1	
7ax 	axe		7ax	axe	7ax	100		4	1	38	60							14	2	10	100		115	83	72		61	45	15781	995641		308	axe	axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	4				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx	xxx	1	
72a 	axe		72a	axe	72a	100		4	1	33	66							14	2	10	100		145	45	72		70	52	13496	982220		308	axe	2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	5				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx	xxx	1	
7mp 	axe		7mp	axe	7mp	100		4	1	30	48							14	2	-10	100		133	54	78		79	59	16108	1314532		308	axe	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7wa 	axe		7wa	hax	7wa	100		4	1	24	71							14	2		100		138	59	78		85	64	15957	1401345		308	hax	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7la 	axe	2han	7la	lax	7la	100		4	1				1	25	123			17	3	-15	110		196		90		57	42	17430	1024510		308	lax	lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7ba 	axe	2han	7ba	lax	7ba	100		4	1				1	62	110			17	3		110		166	65	105		65	48	18956	1267140		308	lax	bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	5				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7bt 	axe	2han	7bt	btx	7bt	100		4	1				1	49	137			17	3	10	110		189	33	100		73	54	16377	1234521		308	btx	btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	invbtxu	invbtxu	1	5				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx	xxx	1	
7ga 	axe	2han	7ga	btx	7ga	100		4	1				1	59	94			17	4	-10	110		167	59	120		82	61	19245	1621590		308	btx	gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7gi 	axe	2han	7gi	gix	7gi	100		4	1				1	60	124			17	3	10	110		164	55	120		85	66	18431	1611635		308	gix	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx	xxx	1	
7wn 	wand		7wn	wnd	7wn	100		1	1	18	33							14			100		25		44		55	41	9412	547660			wnd	wnd	9wn	7wn	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
7yw 	wand		7yw	ywn	7yw	100		1	1	20	40							14		10	100		25		28		65	48	8786	606090			ywn	ywn	9yw	7yw	1hs	1hs	5	1hss	1	2					flpywn	invywn			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
7bw 	wand		7bw	bwn	7bw	100		1	1	10	31							14		-20	100		25		34		75	56	9208	730600			bwn	bwn	9bw	7bw	1hs	1hs	5	1hss	1	2					flpbwn	invbwn	invbwnu	invbwnu	1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7gw 	wand		7gw	bwn	7gw	100		1	1	22	28							14			100		25		36		86	64	7687	706582			bwn	gwn	9gw	7gw	1hs	1hs	5	1hss	1	2					flpgwn	invgwn			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
7cl 	club		7cl	clb	7cl	100		1	1	35	43							14	2	-10	100		88	43	110		52	39	1488	105876		308	clb	clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	2				so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx	xxx	1	
