Id	Height	OverlayHeight	pixHeight	SizeX	SizeY	spawnCol	MeleeRng	BaseW	HitClass	HDv	TRv	LGv	Rav	Lav	RHv	LHv	SHv	S1v	S2v	S3v	S4v	S5v	S6v	S7v	S8v	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	mDT	mNU	mWL	mGH	mA1	mA2	mBL	mSC	mS1	mS2	mS3	mS4	mDD	mKB	mSQ	mRN	dDT	dNU	dWL	dGH	dA1	dA2	dBL	dSC	dS1	dS2	dS3	dS4	dDD	dKB	dSQ	dRN	A1mv	A2mv	SCmv	S1mv	S2mv	S3mv	S4mv	noGfxHitTest	htTop	htLeft	htWidth	htHeight	restore	automapCel	noMap	noOvly	isSel	alSel	noSel	shiftSel	corpseSel	isAtt	revive	critter	small	large	soft	inert	objCol	deadCol	unflatDead	Shadow	noUniqueShift	compositeDeath	localBlood	Bleed	Light	light-r	light-g	light-b	Utrans	Utrans(N)	Utrans(H)	Heart	BodyPart	InfernoLen	InfernoAnim	InfernoRollback	ResurrectMode	ResurrectSkill	EOL
ms187	3	3	112	3	3			hth	3		lit																1				1			1								3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	2		255	255	255				xxx	xxx	1			NU		0
ms188	3	3	112	3	3			hth	3		lit																1				1			1								3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	2		255	255	255				xxx	xxx	1			NU		0
ms189	3	3	112	3	3			hth	3		lit																1				1			1								3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	2		255	255	255				xxx	xxx	1			NU		0
ms190	1	1	32	1	1			hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1			1			1				1						255	255	255				xxx	xxx	1			NU		0
ms191	1	1	32	1	1			hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1			1			1				1						255	255	255				xxx	xxx	1			NU		0
ms192	1	1	32	1	1			hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1			1			1				1						255	255	255				xxx	xxx	1			NU		0
ms193	1	1	32	1	1			hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1			1			1				1						255	255	255				xxx	xxx	1			NU		0
ms194	1	1	32	1	1			hth	3		lit																1															1	1	1							1				1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1			1			1				1						255	255	255				xxx	xxx	1			NU		0
ms195		2	96	2	2			hth	3	"lit,yng,old,brd"	"lit,med,hvy"	"lit,med,hvy"						"lit,nil,nil,fez,nil,nil,rol,nil,nil"								1	1	1						1								3		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms196		2	96	2	2			hth	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"														1	1	1						1								3		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms197		2	96	2	2			hth	3		lit															1	1	1						1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms198		2	80	2	2			hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms199		2	80	2	2			hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms200		2	96	2	2			hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms201		2	80	2	2			hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms202		2	80	2	2			hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms203		2	96	2	2			hth	3	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"lit,med"	"spr,glv"			lit	lit	lit						1	1	1	1	1	1			1	1	1						9		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms204		2	96	2	2			hth	3		lit																1															1		1							1								8	1	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms205		2	96	2	2			hth	3		lit																1															1		1							1								8	1	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms206	3	3	128	3	3	2		hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1		1				1			2	1		255	255	255				xxx	xxx	1			NU		0
ms207	3	3	128	3	3	2		hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1		1				1			2	1		255	255	255				xxx	xxx	1			NU		0
ms208	3	3	128	3	3	2		hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1		1				1			2	1		255	255	255				xxx	xxx	1			NU		0
ms209	3	3	128	3	3	2		hth	3		lit																1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1		1				1			2	1		255	255	255				xxx	xxx	1			NU		0
ms210		2	80	2	2			hth	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms211	3	4	112	3	3		2	hth	3		lit	lit	lit	lit				lit									1	1	1	1				1								5	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1			1		1	1	1	2	2	9	255	255	255	2	3	4	xxx	xxx	1			NU		0
ms212	1	1	48	2	2			1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255				xxx	xxx	1			NU		0
ms213	1	1	48	2	2			1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255				xxx	xxx	1			NU		0
ms214	1	1	48	2	2			1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255				xxx	xxx	1			NU		0
ms215	1	1	48	2	2			1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255				xxx	xxx	1			NU		0
ms216	1	1	48	2	2			1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255				xxx	xxx	1			NU		0
ms217	3	2	112	2	2			hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
ms218	3	2	112	2	2			hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
ms219	3	2	112	2	2			hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
ms220	3	2	112	2	2			hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
ms221	3	2	112	2	2			hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
ms222	3	2	112	2	2			hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
ms223	3	2	112	2	2			hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
ms224	3	2	112	2	2			hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
ms225	3	2	112	2	2			hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
ms226	3	2	112	2	2			hth	3																		1				1			1								3																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
ms227			96					hth	3		lit																1															1	1	1	1										1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1					1								1						255	255	255				xxx	xxx	1			NU		0
ms228	3	3	128	1	1			hth	3		lit																1															1	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1				1		1		1	1	1		1		1		201	255	95				xxx	xxx	1			NU		0
ms229	3	3	112	2	2			hth	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1					1					1	1	1										xxx	xxx	1			NU		0
ms230	3	2	112	2	2			hth	3		lit																1															1	1	1	1						1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1						1				2	3	255	138					xxx	xxx	1			NU		0
ms231	3	2	112	2	2			hth	3		lit																1															1	1	1	1						1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1				1				1	1	1			1						1				2	3		60	255				xxx	xxx	1			NU		0
ms232	3	2	112	2	2			hth	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				2	3	255	255	255				xxx	xxx	1			NU		0
ms233	3	2	112	2	2			hth	3		lit																1															1	1	1	1						1				1				1	1	1	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1				1	1	1			1						1				2	3	102	255					xxx	xxx	1			NU		0
ms234	3	1	112	1	1		2	hth	3		lit							red									1							1								2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1						1		1			3	100	190	255				xxx	xxx	1			NU		0
ms235	3	2	96	2	2		1	hth	3	"nil,hd1,hd2,hd3,hd4"	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	2		255	255	255				xxx	xxx	1			NU		0
ms236	3	2	96	2	2		1	hth	3	"nil,hd1,hd2,hd3,hd4"	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	2		255	255	255				xxx	xxx	1			NU		0
ms237	3	2	96	2	2		1	hth	3	"nil,hd1,hd2,hd3,hd4"	"zz1,zz2,zz3,zz4,zz5,zz6,zz7"							"btx,hal,pax,scy"								1	1							1								3	1	1	1	1	1	1							1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	2		255	255	255				xxx	xxx	1			NU		0
ms238	3	2	96	2	2			hth	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				2	3	105	190	255				xxx	xxx	1			NU		0
ms239	3	2	96	2	2			hth	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				2	3	105	190	255				xxx	xxx	1			NU		0
ms240	3	2	96	2	2			hth	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				2	3	105	190	255				xxx	xxx	1			NU		0
ms241	3	2	96	2	2			hth	3		lit							lit									1							1		1						3	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				2	3	105	190	255				xxx	xxx	1			NU		0
ms242	3	4	112	3	3		3	hth	3		lit		lit	lit				lit	lit	lit		lit	lit				1		1	1				1	1	1		1	1			8	1	1	1	1	1	1							1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1			2	9	255	255	255	2	3	4	xxx	xxx	1			NU		0
ms243	3	4	112	3	3		3	hth	12		lit	lit	lit	lit				lit	lit								1	1	1	1				1	1							6	1	1	1		1	1	1	1	1	1	1	1	1		1	1	1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1					1				1	1					1	1	1		2		255	255	255	2	3	4	xxx	xxx	6	9	15	NU		0
ms244		2	80	2	2			hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms245		2	80	2	2			hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms246		2	80	2	2			hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms247	3	1	112	2	2	1		hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
ms248	3	1	112	2	2	1		hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
ms249	3	1	112	2	2	1		hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
ms250	3	2	112	3	3			hth	3		lit							lit									1							1								2	1	1	1	1				1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1	1		2	9	174		255				xxx	xxx	1			NU		0
ms251	4	4	144	2	2			hth	3		lit		lit	lit													1		1	1												3	1	1											1		1		1	1	8	8	8	8	8	8	8	8	8	8	1	8	8	8		1						1	-100	-20	60	100	1				1	1									1	1				1	1				11	255	255	255				xxx	xxx	1			NU		0
ms252		2	80	2	2			hth	3		lit																1															1		1	1						1						1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms253		2	80	2	2			hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms254		2	80	2	2			hth	3		lit																1															1		1	1						1						1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms255		2	80	2	2			hth	3		lit																1															1		1	1						1						1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms256	3	2	96	2	2		1	hth	3		lit																1							1								2	1	1	1	1	1			1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1					1					1					1	1				9	255						xxx	xxx	1			NU		0
ms257		2	80	2	2			hth	3		lit																1															1		1	1						1						1		8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms258	3	3	96	3	3	1	6	hth	3		lit							lit									1							1								2	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1						255	255	255				xxx	xxx	1			NU		0
ms259	3	3	96	3	3	1	6	hth	3		lit							lit									1							1								2	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1						255	255	255				xxx	xxx	1			NU		0
ms260	3	3	96	3	3	1	6	hth	3		lit							lit									1							1								2	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1						255	255	255				xxx	xxx	1			NU		0
ms261	3	3	96	3	3	1	6	hth	3		lit							lit		lit							1							1		1						3	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1						255	255	255				xxx	xxx	1			NU		0
ms262	3	3	96	3	3	1	6	hth	3		lit							lit		lit							1							1		1						3	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1						255	255	255				xxx	xxx	1			NU		0
ms263	3	3	96	3	3	1	6	hth	3		lit							lit		lit							1							1		1						3	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1						255	255	255				xxx	xxx	1			NU		0
ms264		2	80	2	2			hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms265		2	80	2	2			hth	3		lit																1															1		1	1												1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		1											1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms266	3	2	80	2	2			hth	3	lit	lit	lit	lit	lit		lbw		med	med							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1			1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1	1									1	1				1		1				255	255	255				xxx	xxx	1			NU		0
ms267	3	2	96	2	2			bow	3	brv	hvy	brv	hvy	hvy	lit	lbb		hvy	hvy	hvy						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1				1				1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1	1		1		255	255	255				xxx	xxx	1			NU		0
ms268			96					hth	3		lit																1															1		1	1						1				1				1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8				1									1		1				1					1								1						255	255	255				xxx	xxx	1			NU		0
ms269			96					hth	3		lit																1															1	1	1	1										1				1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1		1				1					1								1						255	255	255				xxx	xxx	1			NU		0
ms270	3	2	96	2	2			hth	3	lit	lit	lit	lit	lit		"sbw,lbw"		"lit,med"	"lit,med"							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1			1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1		1			1					1	1				1	1	1	2			255	255	255				xxx	xxx	1			NU		0
ms271	3	2	96	2	2			hth	3	"lit,med"	lit	lit	lit	lit		"sbw,lbw"		"lit,med"	"lit,med"							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1					1					1	1	1	2		5	255	255	255				xxx	xxx	1			NU		0
ms272	3	2	96	2	2			hth	3	lit	lit	lit	lit	lit		"sbw,lbw"		"lit,med"	"lit,med"							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1			1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1	1				1	1	1	2			255	255	255				xxx	xxx	1			NU		0
ms273		1	96	2	2			hth	3		lit																1															1	1	1			1								1		1		1	4	4	4	4	4	4	4	4	4	4	4	1	4	4	4													1				1				1	1	1							1		1						255	255	255				xxx	xxx	1			NU		0
ms274	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		pos	pos				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	102	255					xxx	xxx	1			xx	sk158	0
ms275	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		pos	pos				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	102	255					xxx	xxx	1			xx	sk158	0
ms276	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		pos	pos				1	1	1	1	1				1	1		1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	102	255					xxx	xxx	1			xx	sk158	0
ms277	3	2	80	2	2			hth	3	"lit,lit,lit,med,hvy,hvy,hvy"	"lit,med,hvy"	"lit,med,hvy,des"	"lit,med,hvy,des"	"lit,med,hvy,des"				"lit,med,hvy,des"	"lit,med,hvy,des"		pos	pos				1	1	1	1	1				1			1	1				9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			5	102	255					xxx	xxx	1			xx	sk158	0
ms278	2	1	48	2	2			hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1	5	255	255	255				xxx	xxx	14	11	6	NU		0
ms279	2	1	48	2	2			hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1	5	255	255	255				xxx	xxx	14	11	6	NU		0
ms280	2	1	48	2	2			hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1	5	255	255	255				xxx	xxx	14	11	6	NU		0
ms281	2	1	48	2	2			hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1	5	255	255	255				xxx	xxx	14	11	6	NU		0
ms282	2	1	48	2	2			hth	3		lit																1															1	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1	5	255	255	255				xxx	xxx	14	11	6	NU		0
ms283		1	48					hth	3		lit																1															1	1	1	1										1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1									1		1				1					1								1						255	255	255				xxx	xxx	1			NU		0
ms284	3	1	48	3	3			hth	3		lit																1															2	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1				1	1					1						255	255	255				xxx	xxx	1			NU		0
ms285	3	1	48	3	3			hth	3		lit																1															2	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1				1	1					1						255	255	255				xxx	xxx	1			NU		0
ms286	3	1	48	3	3			hth	3		lit																1															2	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1				1	1					1						255	255	255				xxx	xxx	1			NU		0
ms287	3	1	48	3	3			hth	3		lit																1															2	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1				1	1					1						255	255	255				xxx	xxx	1			NU		0
ms288	3	1	48	3	3			hth	3		lit																1															2	1	1							1				1		1		1	1	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1				1	1					1						255	255	255				xxx	xxx	1			NU		0
ms289	3	2	96	2	2			hth	3		lit																1															1	1	1	1		1				1				1		1		1	8	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1										1					5	255	255	255				xxx	xxx	1			NU		0
ms290	3	2	96	2	2			hth	3		lit																1															1	1	1	1		1				1				1		1		8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1					1					1					1				1	5	255	255	255				xxx	xxx	1			NU		0
ms291	3	2	96	2	2			hth	3		lit																1															1	1	1	1		1				1				1		1		8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1					1										1					5	255	255	255				xxx	xxx	1			NU		0
ms292	3	2	96	2	2			hth	3		lit																1															1	1	1	1		1				1				1		1		1	8	8	8	8	8	8	8	1	8	8	8	1	8	8	8													1				1					1										1					5	255	255	255				xxx	xxx	1			NU		0
ms293	2	2	96	2	2			hth	3		lit																1															1		1															8	16	8	8	8	8	8	8	8	8	8	8	8	8	8	8																	1															1					5	255	255	255				xxx	xxx	1			NU		0
ms294		2	96	2	2			hth	3	"lit,got,brd"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hev"	"lit,med,hev"	"nil,ban,fsh,snk"	"nil,bsk,buk,sak"		"shr,lhr,hbd,tkt"								1	1	1	1	1	1	1		1								8		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms295	3	2	96	3	3			hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1							1				255	255	255				xxx	xxx	1			NU		0
ms296		2	96	2	2			hth	3	"bld,blk,brn,lit"	"btp,mtp,stp,svt"	"srt,lng,dln"			"nil,nil,bsk,buk"	"nil,nil,bsk,buk"										1	1	1			1	1										5		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms297		2	80	2	2			hth	3		lit																1															1		1	1														1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8		1															1										1	1				1						255	255	255				xxx	xxx	1			NU		0
ms298	3	2	96	3	3		1	hth	3		lit		lit	lit				lit	lit	lit	lit						1		1	1				1	1	1	1					7	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1	2	1		255	255	255				xxx	xxx	1			NU		0
