Name	*comment	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
of the Icicle		100	1	1	21		15				1	10	pr17		2	2	pr18		3	4	pr19		25	25			scha														
of the Glacier		100	1	1	33		25				1	10	pr17		3	3	pr18		5	6	pr19		25	25	1	dblu	scha														
of Winter		100	1		46		38				1	10	pr17		4	5	pr18		7	9	pr19		25	25	1	dblu	scha														
of Flame		100	1	1	3		2				2	12	pr20		1	1	pr21		2	2							lcha														
of Fire		100	1	1	8		6				1	12	pr20		1	2	pr21		3	3							lcha														
of Burning		100	1	1	14		10				1	12	pr20		2	3	pr21		4	7					1	dred	lcha														
of Incineration		100	1		22		16				1	12	pr20		4	7	pr21		8	14					1	dred	lcha														
of Flame		100	1	1	7		5				2	12	pr20		1	1	pr21		2	2							mcha														
of Fire		100	1	1	14		10				1	12	pr20		2	2	pr21		3	5							mcha														
of Burning		100	1	1	24		18				1	12	pr20		3	5	pr21		6	11					1	dred	mcha														
of Incineration		100	1		34		26				1	12	pr20		6	10	pr21		12	17					1	dred	mcha														
of Flame		100	1	1	11		8				2	12	pr20		1	1	pr21		2	2							scha														
of Fire		100	1	1	20		15				1	12	pr20		2	2	pr21		3	4							scha														
of Burning		100	1	1	32		24				1	12	pr20		3	4	pr21		5	8					1	dred	scha														
of Incineration		100	1		45		37				1	12	pr20		5	7	pr21		9	13					1	dred	scha														
of Shock		100	1	1	4		3				2	13	pr22		1	1	pr23		2	3							lcha														
of Lightning		100	1	1	7		5				1	13	pr22		1	1	pr23		4	7							lcha														
of Thunder		100	1	1	15		11				1	13	pr22		1	1	pr23		8	21					1	dyel	lcha														
of Storms		100	1		22		16				1	13	pr22		1	1	pr23		22	33					1	dyel	lcha														
of Shock		100	1	1	7		5				2	13	pr22		1	1	pr23		3	5							mcha														
of Lightning		100	1	1	14		10				1	13	pr22		1	1	pr23		6	13							mcha														
of Thunder		100	1	1	24		18				1	13	pr22		1	1	pr23		14	25					1	dyel	mcha														
of Storms		100	1		34		26				1	13	pr22		1	1	pr23		26	38					1	dyel	mcha														
of Shock		100	1	1	12		9				2	13	pr22		1	1	pr23		3	6							scha														
of Lightning		100	1	1	21		15				1	13	pr22		1	1	pr23		7	10							scha														
of Thunder		100	1	1	33		25				1	13	pr22		1	1	pr23		11	18					1	dyel	scha														
of Storms		100	1		45		37				1	13	pr22		1	1	pr23		19	28					1	dyel	scha														
of Dexterity		1	1	1	1	12	1				4	17	pr8		1	1											boot	glov													
of Dexterity		1	1	1	1	5	1				4	17	pr8		1	1											ring														
of Strength		1	1	1	1	11	1				4	31	pr7		1	1											glov														
of Strength		1	1	1	1	4	1				4	31	pr7		1	1											ring														
of Thorns		1	1	1	1	13	1				4	6	pr54		1	1											tors	belt	shld												
of Frost		1	1	1	1	3	1				4	10	pr137	25	1	1											weap							staf	wand	orb					
of Flame		1	1	1	1	3	1				4	12	pr134		1	2											weap							staf	wand	orb					
of Blight		1	1	1	1	4	1				4	16	pr138	50	8	8											weap							scep	staf	orb					
of Shock		1	1	1	1	3	1				4	13	pr135		1	3											weap							staf	wand	orb					
of Regeneration		1	1	1	1	9	1				3	19	pr53		2	2											amul	circ													
of Energy		1	1	1	1	4	1				4	23	pr10		1	1											amul	orb	circ	wand	staf	helm	ring								
of Light		1	1	1	1	5	1				4	25	pr73		1	1	pr15		10	10							ring	amul													
of the Leech		100	1	1	24		20				2	27	pr66		2	3											amul														
of the Locust		100	1	1	57		45				2	27	pr66		4	5											amul														
of the Lamprey		100	1	1	85		73				2	27	pr66		6	6									1	cred	amul														
of the Bat		1	1	1	25		21				2	28	pr65		2	3											ring														
of the Wraith		1	1	1	58		46				2	28	pr65		4	5											ring														
of the Vampire		100	1	1	86		74				2	28	pr65		6	6									1	cred	ring														
																																									
of Sturdiness		1	1	1	1		1				1	157	pr300		50	100	pr283		6	8	pr281		45	60			t1m	t2m	t3m	t4m											
of Stability		1	1	1	1		1				1	157	pr300		100	150	pr283		8	10	pr281		60	75			t2m	t3m	t4m												
of Vigor		1	1	1	1		1				1	157	pr300		150	200	pr283		10	12	pr281		75	90			t3m	t4m													
of Crimson		1	1	1	1		1				1	158	pr301		3	6	pr282		25	35	pr283		8	10			t1m	t2m	t3m	t4m											
of Crimson		1	1	1	1		1				1	158	pr301		5	8	pr282		35	45	pr283		10	12			t2m	t3m	t4m												
of Crimson		1	1	1	1		1				1	158	pr301		7	10	pr282		45	50	pr283		12	14			t3m	t4m													
of Tangerine		1	1	1	1		1				1	159	pr302		3	6	pr282		25	35	pr283		8	10			t1m	t2m	t3m	t4m											
of Tangerine		1	1	1	1		1				1	159	pr302		5	8	pr282		35	45	pr283		10	12			t2m	t3m	t4m												
of Tangerine		1	1	1	1		1				1	159	pr302		7	10	pr282		40	50	pr283		12	14			t3m	t4m													
of Opal		1	1	1	1		1				1	160	pr303		3	6	pr282		25	35	pr283		8	10			t1m	t2m	t3m	t4m											
of Opal		1	1	1	1		1				1	160	pr303		5	8	pr282		35	45	pr283		10	12			t2m	t3m	t4m												
of Opal		1	1	1	1		1				1	160	pr303		7	10	pr282		40	50	pr283		12	14			t3m	t4m													
of Azure		1	1	1	1		1				1	161	pr304		3	6	pr282		25	35	pr283		8	10			t1m	t2m	t3m	t4m											
of Azure		1	1	1	1		1				1	161	pr304		5	8	pr282		35	45	pr283		10	12			t2m	t3m	t4m												
of Azure		1	1	1	1		1				1	161	pr304		7	10	pr282		35	50	pr283		8	10			t3m	t4m													
of Protection		1	1	1	1		1				1	306	pr305		100	200	pr282		25	30	pr281		60	75			t1m	t2m	t3m	t4m											
of Security		1	1	1	1		1				1	306	pr305		300	400	pr282		30	35	pr281		75	90			t2m	t3m	t4m												
of Safety		1	1	1	1		1				1	306	pr305		500	600	pr282		35	45	pr281		70	85			t3m	t4m													
of Swiftness		1	1	1	1		1				1	307	pr306		10	20	pr282		30	40	pr283		6	8			t1m	t2m	t3m	t4m											
of Quickness		1	1	1	1		1				1	307	pr306		20	30	pr282		40	50	pr283		8	10			t2m	t3m	t4m												
of Velocity		1	1	1	1		1				1	307	pr306		30	40	pr282		50	60	pr283		10	12			t3m	t4m													
of Regeneration		1	1	1	1		1				1	308	pr307		1024	1560	pr283		6	8	pr281		45	60			t1m	t2m	t3m	t4m											
of Renewal		1	1	1	1		1				1	308	pr307		1560	2048	pr283		8	10	pr281		60	75			t2m	t3m	t4m												
of Rebirth		1	1	1	1		1				1	308	pr307		2048	2560	pr283		10	12	pr281		75	90			t3m	t4m													
of the Leech		1	1	1	1		1				1	309	pr308		5	10	pr282		25	30	pr283		8	10			t1m	t2m	t3m	t4m											
of the Parasite		1	1	1	1		1				1	309	pr308		10	15	pr282		30	40	pr283		10	12			t2m	t3m	t4m												
of the Bloodsucker		1	1	1	1		1				1	309	pr308		15	20	pr282		35	40	pr283		12	14			t3m	t4m													
of Resilience		1	1	1	1		1				1	310	pr309		40	60	pr282		30	40	pr281		30	45			t1m	t2m	t3m	t4m											
of Hardiness		1	1	1	1		1				1	310	pr309		60	80	pr282		40	50	pr281		45	60			t2m	t3m	t4m												
of Fortitude		1	1	1	1		1				1	310	pr309		80	100	pr282		50	60	pr281		60	75			t3m	t4m													
of Health		1	1	1	1		1				1	316	pr310		10	20	pr282		30	40	pr283		8	10			t1m	t2m	t3m	t4m											
of Vitality		1	1	1	1		1				1	316	pr310		20	30	pr282		40	50	pr283		10	12			t2m	t3m	t4m												
of Vim		1	1	1	1		1				1	316	pr310		30	40	pr282		50	60	pr283		12	14			t3m	t4m													
of Imbalance		1	1	1	1		1				1	313	pr315		-20	-10	pr282		30	40	pr283		6	8			t1m	t2m	t3m	t4m											
of Inequality		1	1	1	1		1				1	313	pr315		-30	-20	pr282		40	50	pr283		8	10			t2m	t3m	t4m												
of Uneveness		1	1	1	1		1				1	313	pr315		-40	-30	pr282		50	60	pr283		10	12			t3m	t4m													
of Warding		1	1	1	1		1				1	164	pr313		10	15	pr283		6	8	pr281		45	60			t1m	t2m	t3m	t4m											
of Guarding		1	1	1	1		1				1	164	pr313		15	20	pr283		8	10	pr281		60	75			t2m	t3m	t4m												
of Preservation		1	1	1	1		1				1	164	pr313		20	25	pr283		10	12	pr281		75	90			t3m	t4m													
of Hindrance		1	1	1	1		1				1	166	pr322		-15	-10	pr283		8	10	pr281		30	45			t1m	t2m	t3m	t4m											
of Aversion		1	1	1	1		1				1	166	pr322		-20	-15	pr283		10	12	pr281		45	60			t2m	t3m	t4m												
of Permeability		1	1	1	1		1				1	166	pr322		-25	-20	pr283		12	14	pr281		60	75			t3m	t4m													
of Cracking		1	1	1	1		1				1	165	pr314		-30	-20	pr282		25	35	pr281		60	75			t1m	t2m	t3m	t4m											
of Crumbling		1	1	1	1		1				1	165	pr314		-40	-30	pr282		30	35	pr281		75	90			t2m	t3m	t4m												
of Disintegration		1	1	1	1		1				1	165	pr314		-50	-40	pr282		35	40	pr281		75	90			t3m	t4m													
of Fumbling		1	1	1	1		1				1	314	pr316		-20	-10	pr282		25	35	pr281		45	60			t1m	t2m	t3m	t4m											
of Bumbling		1	1	1	1		1				1	314	pr316		-30	-20	pr282		35	45	pr281		60	75			t2m	t3m	t4m												
of Blundering		1	1	1	1		1				1	314	pr316		-40	-30	pr282		45	50	pr281		75	90			t3m	t4m													
