skill	Id	charclass	skilldesc	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk242	242	dru	sd181		165																	st200		500+blvl*50		is337	ln12	is60	par3+lvl/4	is67	par4+lvl																																													1	so847	so0			so1599	so0	so0		so0		so0				51	79					ml115	ml20											1			h2h												S3	S3	S3				1		1		1		5	1												so0			12	20					sk233			2	st140				1						1	8	3	1	1																		5	crit base	2	crit per level	3	life steal base	20	movespeed base									1								8																																				768	70000
sk243	243	dru	sd182		8												ml511	ml511																																																											so0	so0			so0	so0	so0		so0		so0					17					ml511	ml511											1			none												SC	SC	xx				1																			so0			18	20					sk233			2	st140				1						1	8	7		1										7	# missiles							6	stun length		stun length per level											18	damage synergy	1								8		8	2	4	12	24	36	14	2	4	13	26	39	((skill('sk228'.blvl)+skill('sk240'.blvl))+skill('sk245'.blvl))*par8																						768	70000
sk244	244	dru	sd183		123												ml479								par1																																																				so2333	so0			so0	so0	so0		so0		so0	ol195					91				ml480	ml479											1			none												SC	SC	xx				1	4				1								1						so2399	ol195		24	20					sk234							13	1						1	8	12		1																par2	damage delay	12	debris range	2	delay between debris									10	damage synergy	10	fire damage synergy	1								8		8	2	4	6	8	10	10	2	4	6	8	10	((skill('sk234'.blvl)+skill('sk249'.blvl))+skill('sk229'.blvl))*par8	fire	8	2	4	6	8	11	10	2	4	6	8	13	((skill('sk234'.blvl)+skill('sk249'.blvl))+skill('sk229'.blvl))*par8								768	70000
sk245	245	dru	sd184		118												ml478				42371				par2																																																				so2352	so0			so0	so0	so0		so0		so0					69					ml478												1			none												SC	SC	xx				1	4												1						so0			24	20					sk240								1						1	8	10		1										1	# missiles					par1	damage delay	15	Frame delay between damage	4	Radius of damage											14	damage synergy	1								8		25	8	14	20	24	28	35	8	15	21	25	29	((skill('sk230'.blvl)+skill('sk240'.blvl))+skill('sk250'.blvl))*par8																						768	70000
sk246	246	dru	sd185		119																																											is45	100	is46	100									ms422	pt13	1+stat('is459'.accr)	NU	sk296	lvl												so2348	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1	4																		so0			18	20					sk236			1											1	8	25	1	1	1									(lvl-1)*par1	hp adj	ulvl	totem lvl					15	% hitpoints more per level		Bonus Level	50	% thorns damage back	20	% thorns damage back per level					30	radius	2	radius/lvl	1								8																15	8	16	28	44	64															896	80000
sk247	247	dru	sd186		119																					is39	min(ln78,80)	is43	min(ln78,80)	is41	min(ln78,80)	is45	min(ln78,80)															is25	ln12	is19	skill('sk227'.ln12)	is16	lvl*5							ms428	pt15	1+((blvl>19)?1:0)	S1														so2348	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1	4																		so0			30	20					sk237			1					1						1	8	40		1	1									lvl*2	hp %	ulvl	pet lvl					25	% feral add to damage	10	% feral damage per level							6	dmg synergy	20	resist	3	resist/lvl	1	300	20						8		20	3	4	5	6	7	30	3	4	5	6	7	max((((skill('sk221'.blvl)+skill('sk228'.blvl))+skill('sk237'.blvl))+skill('sk227'.blvl))*par6-skill('sk223'.blvl)*12,0)																						896	80000
sk248	248	dru	sd187	37	13																																																																								so0	so0			so0	so0	so0		so0		so0				53	21																	1			h2h												A1	A1	A1				1		1	1																so0			30	20					sk238			2	st139				1						1	8	4												min((par5+lvl)-1,par6)	max targets	ln34+skill('sk232'.blvl)*par8	damage %							100	% frame rollback	100	% damage percent	15	damage % per level	3	Targets	3	Max targets			10	damage synergy	1	235	10						8	128																																			896	80000
sk249	249	dru	sd188		124												ml577	ml577	ml577			st145		ln12	par3																																																				so2333	so0			so0	so0	so0		so0		so0	ol195					92				ml579	ml578			20	frames	30	fall rate	15	slide rate			1			none												SC	SC	xx				1	4																		so0			30	20					sk244			1											1	8	35		1																		1500	base duration	75	duration per level	9	radius to drop meteors	9	frame delay between rocks						duration synergy	8	damage synergy	1	80	6						8		15	10	13	17	21	25	45	11	15	19	23	27	((skill('sk0'.blvl)+skill('sk229'.blvl))+skill('sk244'.blvl))*par8	fire	15	10	13	17	21	25	45	11	15	19	23	27	((skill('sk234'.blvl)+skill('sk229'.blvl))+skill('sk244'.blvl))*par8								896	80000
sk250	250	dru	sd189		124																42883	st144		ln12	par3																																																				so2352	so0			so0	so0	so0		so0		so2335										ml581	ml583	ml585		3	debris/frame	75	height					1			none												SC	SC	xx				1																			so0			30	20					sk245			1											1	8	30		1																		1500	base duration	75	duration per level	9	radius	20	frames per hit search						duration synergy	8	damage synergy	1				1	2			8															cold	25	7	10	12	14	16	50	7	10	12	14	16	((skill('sk230'.blvl)+skill('sk240'.blvl))+skill('sk245'.blvl))*par8	50							896	80000
sk251	251	ass	sd190		43					par1+blvl/par2							ml385								(par1+blvl/par2)/2+1																																																				so0	so0			so259	so0	so0		so0		so0					5					ml385												1			rng												S2	S2	S2				1																			so0			1	20													1						1	5	16	1	1																		1	# missiles	4	levels per missile											12	damage synergy	1								7															fire	4	2	4	8	18	18	6	3	5	10	20	20	(((((skill('sk256'.blvl)+skill('sk261'.blvl))+skill('sk366'.blvl))+skill('sk271'.blvl))+skill('sk262'.blvl))+skill('sk272'.blvl))*par8						5		256	30000
sk252	252	ass	sd191																																											st152	asm	is342	ln12	is343	ln34	is344	dm56																								so0	so0			so0	so0	so0		so0		so0																						1			none		asm										SC	SC	SC				1																			so0			1	20																				8			1						1												30	Attack rating bonus percent	10	Percent attack rating per level	35	% damage percent	8	damage % per level		critical%	25	critical%					1								8																																		10		256	30000
sk253	253	ass	sd192		26												ml722	ml722	ml722						par1																																																				so2307	so0			so0	so0	so0		so0		so0	ol191				27					ml722	ml722	ml722										1			rng												SC	SC	SC				1													1			4			so0			1	20													1						1	6	6	1	1										min(2+lvl/10,3)	# hits	20	dmg reduction per hit					5	radius of jump to next target													15	damage synergy	1				9				8															mag	4	3	6	12	24	36	6	4	8	14	26	38	stat('is357'.accr)+((skill('sk264'.blvl)+skill('sk273'.blvl))+skill('sk268'.blvl))*par8						5		256	30000
sk254	254	ass	sd193	23	170								1									st122		par3		is318		is325	par4																																																so0	so0			so0	so0	so0	ol215	so0	ol287	so2297						12	12	12														1			h2h		h2h										SQ	A1	xx	16			1		1	1								1								so0			1	20													1						1	8	1		1							1			ln12	progressive damage							100	% Damage bonus	20	% damage per level	375	duration	50	tohit bonus for each charge-up									1	25	10						8	128																																	4		256	30000
sk255	255	ass	sd194	24	42																																																																								so2302	so0			so0	so0	so0		so0		so0				6	4																	1			h2h	4											KK	KK	A1	19					1	1								1								so0			1	20													1						1	8	6		1					1					min(lvl/6+1,3)	number of kicks	ln12+skill('sk270'.blvl)*par8	%ed					25	Percent damage	15	percent damage per level	25	min knockback% vs. unique	50	max knockback% vs. unique	25	min knockback% vs. boss	99	max knockback% vs. boss			10	damage synergy	1	20	15					1	8																																		4		256	30000
sk256	256	ass	sd195		43					par1+lvl/par2							ml388								(par1+lvl/par2)/3+1																																																				so0	so0			so259	so0	so0		so0		so0					5					ml388												1			rng												S2	S2	S2				1																			so0			6	20					sk251							25	1						1	8	6		1																		4	Number of missiles	3	Levels per missile											12	damage synergy	1								4															ltng	1						5	4	8	14	20	26	(((((skill('sk261'.blvl)+skill('sk366'.blvl))+skill('sk276'.blvl))+skill('sk251'.blvl))+skill('sk262'.blvl))+skill('sk272'.blvl))*par8						11		384	40000
sk257	257	ass	sd196		44												ml392																															is19	lvl*5											ms413	pt20	15	S1	sk257	lvl												so2324	so0			so0	so0	so0		so0		so0																						1			rng												S2	S2	S2				1																			so0			6	20													1						1	8	7		1																50	duration		duration		duration per level	5	Total number assassin traps	3	Total number pet traps							10	damage synergy	1								8	96	1	1	2	4	5	6	3	1	2	4	5	6	(skill('sk266'.blvl)+skill('sk277'.blvl))*par8																				5	3	384	40000
sk258	258	ass	sd197		18																	st157		ln56		is67	edln	is68	((110*blvl)*(par4-par3))/(100*(blvl+6))+par3																																																so2322	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	SC				1																			so0			6	20					sk252														1	8	10		1	1																					15	min % increased attack speed	60	max % increased attack speed	3000	duration	300	duration per level					1								8																													10	2	2	1		1		384	40000
sk259	259	ass	sd198	23	170	1	143	38	39		par1	par2	4						ml557			st125		par3		is321		is325	par4																																																so0	so0			so0	so0	so0		so0		so0							108	108			ml556	ml557										1			h2h	3	asm										A1	A1	A2				1		1	1								1								so0			6	20													1						1	8	2		1							1			lvl*3	convert to fire%							4	Radius of explosion	4	Radius of firewall fragments	375	duration	50	tohit bonus for each charge-up							18	damage synergy	1	35	10						8	128														fire	2	2	6	18	30	42	4	3	7	21	33	45	skill('sk280'.blvl)*par8						4		384	40000
sk260	260	ass	sd199	25	46																																																																								so2302	so0			so0	so0	so0		so0		so0																						1			h2h	3	h2h					h2h					SQ	A1	xx	16			1		1	1								1								so0			6	20					sk255								1						1	8	2		1					1					(ln12+skill('sk263'.blvl)*par8)+skill('sk252'.lvl)*par7	damage%							50	% Damage bonus	5	% damage per level									6	claw mastery synergy	6	weapon block synergy	1	40	20						8	128																																	4		384	40000
sk261	261	ass	sd200		45																																											is330	stat('is330'.accr)	is334	stat('is334'.accr)/2									ms411	pt17	5	S1	sk306	lvl	sk251	skill('sk251'.blvl)	sk256	skill('sk256'.blvl)	sk366	skill('sk366'.blvl)	sk276	skill('sk276'.blvl)				so2324	so0			so0	so0	so0		so0		so0																						1			rng												S2	S2	S2				1	4																		so0			12	20					sk256														1	8	6		1														ln34+blvl/3	# bolts	par1+skill('sk261'.blvl)/4	shots fired	8	Shots fired			5	Bolts to send out		Bolts to send out per level					7	damage synergy	4	damage synergy	1								7															ltng	2						16	7	9	12	14	16	(skill('sk251'.blvl)+skill('sk276'.blvl))*par7+(skill('sk366'.blvl)+skill('sk271'.blvl))*par8						3		512	40000
sk262	262	ass	sd201		45																																											is329	stat('is329'.accr)	is333	stat('is333'.accr)/2									ms410	pt17	5	S1	sk281	lvl	sk251	skill('sk251'.blvl)	sk272	skill('sk272'.blvl)								so2324	so0			so0	so0	so0		so0		so0																						1			rng												S2	S2	S2				1	4																		so0			12	20					sk251														1	8	7		1																		8	Shots fired													8	damage synergy	1								8															fire	2	1	4	12	20	28	4	2	6	16	24	32	(skill('sk251'.blvl)+skill('sk272'.blvl))*par8						3		512	40000
sk263	263	ass	sd202																																											st155	h2h	is348	dm12																												so0	so0			so0	so0	so0		so0		so0																						1			rng		h2h					h2h					SC	SC	SC				1																			so0			12	20					sk252								1							8			1						1												20	min block %	65	max block %	20	base wep dmg	4	wep dmg per level									1								8																																		10		512	40000
sk264	264	ass	sd203		47																57347	st153	st156	ln34	dm12	is171	-min(ln56,95)																					is16	ln78																												so0	so0			so0	so0	so0		so0		so0				7																		1			none												SC	SC	SC				1																			so0			12	20					sk253														1	8	13		1																		30	min radius of effect	30	max radius of effect	125	duration		Duration per level	15	percent armor decrease	1	percent decrease per level	10	percent armor bonus	3	percent armor bonus per level	1								8																																		2		512	50000
sk265	265	ass	sd204	23	170	1	171		172	par5		64	2				ml747		ml748			st123		par3		is319		is325	par4																																																so0	so0			so0	so0	so0		so0	ol290	so2282						106	13	107		ml747		ml748		par5	# missiles			64	# nova missiles			1			h2h		asm										A1	A1	A2				1		1	1								1								so0			12	20					sk254								1						1	8	2		1							1			ln12	%lifesteal							40	Base percent life steal	5	Percent life steal per level	375	duration	50	tohit bonus for each charge-up	7	# of missiles							1	60	8						8	128														pois														25					12		512	50000
sk266	266	ass	sd205	26	48					par4							ml506																																																												so0	so0			so0	so0	so0		so0		so0				8	6					ml508												1			rng												SQ	A1	SC	23	12		1																			so0			18	20					sk257								1	1			1	6		5	8	1	1																			"Don't Use, missile range mod"		"Don't Use, missile range mod"	3	Min Mana to start casting	4	Frame delay between blades							4	damage synergy	1	60	12						8	64	3	1	2	3	4	5	6	2	3	4	5	6	(skill('sk257'.blvl)+skill('sk277'.blvl))*par8																				5		640	50000
sk267	267	ass	sd206		18																	st159		ln56		is39	dm12	is43	dm12	is41	dm12	is45	dm12	is109	min(ln34,60)	is36	ln78/2											is181	2																												so2301	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	SC				1													1						so0			18	20					sk258														1	8	10		1	1																	10	min Elemental resistance	75	max elemental resist	17	min curse length reduction	1	max curse length reduction	3000	duration	300	Duration per level	1	damage resist %	1	damage resist % per level	1								8																																		1		640	50000
sk268	268	ass	sd207		49																	st119				is19	lvl*par2	is171	lvl*par3	is0	lvl*10	is2	lvl*10															is39	min(lvl*4,75)	is43	min(lvl*4,75)	is41	min(lvl*4,75)	is45	min(lvl*4,75)					ms417	pt16	1	NU														so2324	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	SC				1	4																		so0			18	20					sk264	sk263						150							1	7	54	1	1	1																	15	Plus % HP per level	40	plus to hit per level	12	Plus % AC per level		?	18	base item quality level	2	item quality per level					1								8																																		3		640	60000
sk269	269	ass	sd208	23	170	1		36	37			par1	4					ml559	ml558			st127		par3		is323		is325	par4																																																so0	so0			so0	so0	so0		so0		so0							10	11			ml559	ml558										1			h2h	3	asm										A1	A1	A2				1		1	1								1								so0			18	20					sk259								1						1	8	4		1							1											4	skip			375	duration	50	tohit bonus for each charge-up							16	damage synergy	1	80	6						8	128														ltng	1						80	20	40	60	80	100	skill('sk280'.blvl)*par8						4		640	60000
sk270	270	ass	sd209	27	50												ml533								par3																																																				so2302	so0			so0	so0	so0		so0		so0				9	7					ml533												1			h2h	4											KK	KK	A1				1		1	1								1								so0			18	20					sk260								1						1	8	10		1					1					ln12+skill('sk255'.blvl)*par8	damage%							50	Percent area damage min	10	percent area damage per level	6	Radius	-40	Attack rate penalty							10	damage synergy	1	210	10					1	8															fire																			4		640	60000
sk271	271	ass	sd210		45																				par1																							is330	stat('is330'.accr)	is334	stat('is334'.accr)/2									ms742	pt17	5	S1	sk313	lvl	sk256	skill('sk256'.blvl)	sk261	skill('sk261'.blvl)	sk276	skill('sk276'.blvl)						so2324	so0			so0	so0	so0		so0		so0																						1			rng												S2	S2	S2				1	4																		so0			30	20					sk366														1	8	20		1																		20	chain distance													15	damage synergy	1								8															ltng	1						40	6	10	14	18	22	((skill('sk256'.blvl)+skill('sk261'.blvl))+skill('sk276'.blvl))*par8						3		768	60000
sk272	272	ass	sd211		45																																											is329	stat('is329'.accr)	is333	stat('is333'.accr)/2									ms415	pt17	5	S1	sk311	lvl	sk251	skill('sk251'.blvl)	sk262	skill('sk262'.blvl)	sk276	skill('sk276'.blvl)						so2324	so0			so0	so0	so0		so0		so0																						1			rng												S2	S2	S2				1	4																		so0			24	20					sk262														1	8	20		1																		10	Shots fired											4	synergy damage bonus	4	damage synergy	1								4															fire	40	32	38	44	50	56	100	36	42	48	54	60	(skill('sk251'.blvl)+skill('sk276'.blvl))*par7+skill('sk262'.blvl)*par8						3		768	70000
sk273	273	ass	sd212		51																33667				min(par7+blvl/2,8)																																																				so2307	so0			so0	so0	so0	ol192	so0		so0					8					ml576	ml551											1			rng												SC	SC	SC				1													1						so0			18	20					sk264								1						1	8	9		1																		50	length of stun		additional lengh of stun		conversion length min		conversion length random range		chance for conversion		max chance for conversion	4	radius	13	damage synergy	1				5				8		10	3	7	17	34	51	20	3	7	17	34	51	((skill('sk264'.blvl)+skill('sk253'.blvl))+skill('sk268'.blvl))*par8	stun														100				blvl*-50	11		768	70000
sk274	274	ass	sd213	23	170	1		38	39		par1	par2	4						ml561		34571	st126		par3	par7+blvl/4	is322		is325	par4																																																so0	so0			so0	so0	so0		so0		so0							108	108			ml560	ml561										1			h2h	3	asm										A1	A1	A2				1		1	1								1								so0			24	20					sk269								1						1	8	3		1							1											6	Second level radius	3	Third level radius	375	duration	50	tohit bonus for each charge-up	1	freeze length divisor					20	damage synergy	1	160	4						8	128														cold	15	8	12	27	43	58	35	10	14	29	44	59	skill('sk280'.blvl)*par8	100	10	10	10		4		768	70000
sk275	275	ass	sd214	12	52																				par7																																																			1	so2441	so0			so0	so0	so0	ol259	so0		so0				5																1		1			rng	4											SQ	A1	xx	21							1							1								so0			24	20					sk270							50	1						1	8	15		1					1							ln12	%ed					100	% Damage bonus	25	% damage per level									27	range			1	180	10					1	8																																		13		768	70000
sk276	276	ass	sd215		45																																											is329	stat('is329'.accr)	is333	stat('is333'.accr)/2									ms416	pt17	5	S1	sk312	lvl			sk251	skill('sk251'.blvl)	sk261	skill('sk261'.blvl)	sk272	skill('sk272'.blvl)				so2324	so0			so0	so0	so0		so0		so0																						1			rng												S2	S2	S2				1	4																		so0			30	20					sk366	sk272													1	8	20		1																		5	Shots fired													6	damage synergy	1								8		8	1	1	2	4	6	10	1	2	3	5	7	((skill('sk251'.blvl)+skill('sk261'.blvl))+skill('sk272'.blvl))*par8	fire	8	1	1	2	4	6	10	1	2	3	5	7	((skill('sk251'.blvl)+skill('sk261'.blvl))+skill('sk272'.blvl))*par8						3		896	80000
sk277	277	ass	sd216	28	54					par4							ml553				33667	st158		ln12	par4																																																				so2281	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	SC				1																			so0			24	20					sk266														1	8	27	2	1	1		1	par3														7500	duration		duration per level	12	delay	56	radius to attack in									1				33		3		8	64	1	5	6	7	7	7	30	5	6	7	7	7																					1		896	80000
sk278	278	ass	sd217		18																	st31		ln12		is57	enms	is58	exms	is101	edma																																														so2325	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	SC				1													1						so0			30	20					sk267														1	8	12		1	1																	7500	duration		duration per level		?		?		?		?			6	damage synergy	1								6															pois	24	6	8	10	13	17	32	6	8	10	13	17	skill('sk265'.blvl)*par8	10					1		896	80000
sk279	279	ass	sd218		49																	st119				is19	lvl*par2	is0	lvl*10	is2	lvl*10																	is39	dm34	is43	dm34	is41	dm34	is45	dm34					ms418	pt16	1	NU														so2324	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	SC				1																			so0			30	20					sk268							150							1	7	70	1	1	1																	15	Pluse % HP per level	40	plus to hit per level	5	Min % resist all	90	Max % resist all	24	base item quality level	3	item quality per level					1								8																																		3		896	80000
sk280	280	ass	sd219	23	170	1	40	143	41		par6	par5	3				ml564	ml568	ml569			st124		375	par1	is320		is325	par7																																																so0	so0			so0	so0	so0		so0		so0						14	83	15		ml564	ml568	ml569										1			h2h		asm										A1	A1	A2				1		1	1								1								so0			30	20					sk265	sk274							1						1	8	4		1							1			par2								8	radius of jump to next target	6	radius of meteor explosion	30	Frames of fire		Frames of fire per level	24	chaos ice bolts	10	chain lightning skip	25	to hit bonus per charge up			1	160	4						8	128																																	4	-3	896	80000
sk281	281				125												ml517																																																												so0	so0			so0	so0	so0		so0		so0					70					ml517												1			none												SQ	SQ	S2				1																			so0			1																								1																par8	shots fired	6	Number of missiles	2	Number of missiles per level			2	Min Range							8	Shots Fired	1								8																																					
sk282	282			59	126												ml398																																																												so0	so0			so0	so0	so0		so0		so0					71					ml398	ml399			8	z offset	lvl-1	range					1			none												SQ	SQ	SC	6			1																			so0			1																								1										rand(par3,par4)	len	lvl-1	range					30	base ranged (doubled)	3	level range (doubled)	100	min frames	120	max frames									1								4															fire	18	15	15	15	15	15	37	15	15	15	15	15										
sk283	283													ml404		1																																																													so2399	so0			so0	so0	so0		so0		so0	ol30				72					ml404				40	z offset							1			none												SQ	SQ	S2				1																			so0			1																								1																																		1								8																																					
sk284	284				28												ml546																																																												so0	so0			so0	so0	so0		so0		so4631				46						ml546												1			none												SQ	SQ	A1				1																			so0			1																								1										3		45						45	Delay in poison clouds	3	Delay in lightning 													1								8																																					
sk285	285				141																				ln34																																																				so0	so0			so0	so0	so0		so0		so0				82																		1			none												SQ	SQ	S3				1																			so0			1																								1																		1	% of base monster HP min damage	1	% of base monster HP max damage	6	radius (half squares) for damage	1	additional radius/level (half squares) for damage	40	Radius of search for corpses							1								8																																					
sk286	286													ml550		1																																																													so477	so0			so0	so0	so0		so0		so0									ml550													1			none												SQ	SQ	S3				1																			so0			1																								1																																		1								8																																					
sk287	287				8												ml407																																																												so0	so0			so0	so0	so0		so0		so0				47						ml407				16	fall rate							1			none												SQ	SQ	A1				1																			so0			1																								1																		4	Charged bolts per level															1								8																																					
sk288	288				28												ml411																																																												so0	so0			so0	so0	so0		so0		so0				47						ml411				16	fall rate							1			none												SQ	SQ	A1				1																			so0			1																								1																ln12		20	Spikes to launch	5	Spikes per level													1								8																																					
sk289	289			60	127																																																																								so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	A1				1																			so0			1																								1										par1	heal%							25	Percent life to boss															1								8		1						3																													
sk290	290				128															ol133																																																									so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	S1				1																			so0			1																																		ln12	duration							100	Time for minions to attack target	20	Time per level													1								8																																					
sk291	291													ml425																																																															so0	so0			so0	so0	so0		so0		so0									ml425													1			none												SQ	SQ	S2				1																			so0			1																								1																																		1								8		10	5	5	5	5	5	20	5	5	5	5	5																								
sk292	292				98																																																																								so0	so0			so0	so0	so0		so0		so0				48	73																	1			none												SQ	SQ	S1				1																			so0			1																								1																																		1								8																																					
sk293	293			61																																																																									so0	so0			so0	so0	so0		so0		so0				38																		1			none												SQ	SQ	S1				1																			so0			1																								1																																		1								8																																					
sk294	294				130												ml474						st24			is67	-100																																																		so0	so0			so786	so799	so795		so0		so0				49						ml469	ml471	ml466	ml468	min(12,ln12)	#vines	35	delay	6	min dist between missiles			1			none												SQ	SQ	S1				1																			so0			1																								1										min(24,ln12)	# missiles					20	frames to apply aura to target	3	Number of vines	1	vines per level													1								8																																					
sk295	295				131																		st141	par2		is67	par3	is68	par4	is171	par5	is25	par6																											ms461			S1											33			so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	A2				1																			so0			1																								1										par1	chance							65	Chance Bloodlust	250	Bloodlust duration	80	Velocity change	80	Speed change	50	Armor change	100	Damage change					1								8																																					
sk296	296				65																65795	st163	st147		ln12	is78	edmn																																																		so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	A1				1																			so0			1																								1		1																30	Radius	2	radius per level	50	thorns damage back	20	thorns damage back per level									1								8																15	8	16	28	44	64																
sk297	297				65																65795	st162	st148		ln12	is119	ln34	is25	ln56																																																so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	A1				1																			so0			1																								1		1																30	Radius	2	radius per level	25	% attack rating bonus	7	% attack rating bonus per lvl	20	% damage increase	7	% damage increase per level					1								8																																					
sk298	298				65																65795	st161	st149		ln12	is7	ln34*256	is6	edmn+(skill('sk231'.blvl)+skill('sk241'.blvl))*12																																																so0	so0			so0	so0	so0		so0		so0																						1			none												SQ	SQ	A1				1																			so0			1																								1		1																30	Radius	2	radius per level	60	hitpoints	10	hitpoint bonus per level									1								8																12	4	4	5	5	5																
sk299	299				132												ml592																																																												so2399	so0			so0	so0	so0		so0		so0	ol192								ml592													1			none												A1	A1	A1																							so0			1																								1										lvl-1	range adder								?		?		?		?		?		?					1								8																																					
sk300	300				133																																																							ms551			NU														so0	so0			so0	so0	so0		so0		so0																						1			none												S1	S1	S1				1																			so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk301	301				134																				par5																																																				so0	so0			so0	so0	so0		so0		so0	ol197				75																				none												A2	A2	A2				1																			so0			1																								1																		8	screen shake magnitude	5	screen shake bulid	20	screen shake duration	15	screen shake fade	25	radius of effect		?					1				1				8		20	10	10	10	10	10	60	10	10	10	10	10																								
sk302	302			62	135																																																																						ol202		so0	so0			so0	so0	so0		so0		so0																						1			none												A1	A1	A1																							so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk303	303				28												ml416																																																												so0	so0			so0	so0	so0		so0		so0				47						ml416				16	fall rate							1			none												A1	A1	A1																							so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk304	304				28												ml419																																																												so0	so0			so0	so0	so0		so0		so0				47						ml419				16	fall rate							1			none												A1	A1	A1																							so0			1																								1																			?		?		?		?		?		?					1								8																																					
sk305	305				28												ml422								par1																																																				so0	so0			so0	so0	so0		so0		so0				47						ml422				16	fall rate							1			none												A1	A1	A1																							so0			1																								1																		5	radius of explosion		?	50	duration base	3	duration/level		?		?					1								8																																					
sk306	306				17												ml495																																																												so0	so0			so0	so0	so0		so0		so0					23					ml495												1			none												SC	SC	xx																							so0			1																								1										ln12+blvl/3	# bolts					par8+skill('sk366'.blvl)/4	shots fired	5	Bolts to send out		Bolts to send out per level											5	Shots Fired	1								8																																					
